state,collection_date,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
DC,4/16/2020,613.3016584,585.1254771,641.4778398,0.1710526316,0.1517201891,0.190385074,,,
DE,4/16/2020,296.4210526,284.6975943,308.1445109,0.1149012567,0.08157604613,0.1482264673,,,
FL,4/16/2020,4377.181565,4294.822532,4459.540598,0.07176409186,0.0686569115,0.07487127222,,,
GA,4/16/2020,2583.384971,2519.104253,2647.665689,0.1150159744,0.1089328736,0.1210990753,,,
GU,4/16/2020,18.17610063,12.7755649,23.57663636,0.07142857143,0.02424806698,0.1186090759,,,
HI,4/16/2020,34.6517134,27.72853997,41.57488682,0.01383647799,0.006264986781,0.02140796919,,,
IA,4/16/2020,275.7006887,253.3723635,298.0290139,0.0365474339,0.03048923928,0.04260562853,,,
ID,4/16/2020,78.04342105,71.89090838,84.19593372,0.01890464276,0.007323822491,0.03048546302,,,
IL,4/16/2020,3951.973412,3862.500683,4041.446141,0.1284456513,0.1236390805,0.133252222,,,
IN,4/16/2020,1752.464183,1704.986435,1799.941932,0.09792073929,0.09077344919,0.1050680294,,,
KS,4/16/2020,213.0089473,192.770706,233.2471885,0.02192705039,0.01785614661,0.02599795417,,,
KY,4/16/2020,647.8716352,617.1119195,678.6313509,0.04489983882,0.039544049,0.05025562864,,,
LA,4/16/2020,2291.388612,2241.880913,2340.89631,0.1664122137,0.1556481579,0.1771762696,,,
MA,4/16/2020,4858.224435,4760.958764,4955.490106,0.2984281603,0.2901589411,0.3066973795,,,
MD,4/16/2020,1419.046265,1363.959161,1474.13337,0.1614759648,0.1520334951,0.1709184345,,,
ME,4/16/2020,128.8018868,120.7031397,136.9006339,0.04091411721,0.02230074817,0.05952748626,,,
MI,4/16/2020,4341.216836,4274.548483,4407.885188,0.1725290186,0.1643026656,0.1807553717,,,
MN,4/16/2020,402.8850088,378.1506964,427.6193212,0.02826395459,0.02399822285,0.03252968632,,,
MO,4/16/2020,924.0832543,886.3643617,961.8021468,0.04324367853,0.03902984689,0.04745751017,,,
MS,4/16/2020,638.1013547,603.7922263,672.4104832,0.07735085945,0.06935980331,0.0853419156,,,
MT,4/16/2020,61.34237288,50.47835505,72.20639072,0.01974983542,0.01290406899,0.02659560185,,,
NC,4/16/2020,723.1421243,683.3455557,762.938693,0.03255864942,0.02951806166,0.03559923718,,,
ND,4/16/2020,86.65585168,71.35812721,101.9535761,0.02774566474,0.02097142861,0.03451990087,,,
NE,4/16/2020,280.7212537,266.9741639,294.4683434,0.0488689714,0.03587999515,0.06185794766,,,
NH,4/16/2020,151.9339623,136.8865256,166.9813989,0.04833512352,0.03659165219,0.06007859486,,,
NJ,4/16/2020,6994.561251,6888.682509,7100.439993,0.3798539661,0.3713069602,0.3884009721,,,
NM,4/16/2020,348.7992734,323.0448195,374.5537273,0.07071583514,0.06091360243,0.08051806785,,,
NV,4/16/2020,749.9264214,720.1416488,779.711194,0.1011904762,0.08945974293,0.1129212095,,,
NY,4/16/2020,19041.44039,18918.32161,19164.55916,0.3811888638,0.373828722,0.3885490057,,,
OH,4/16/2020,1391.493115,1332.527373,1450.458857,0.04476257687,0.04197684839,0.04754830535,,,
OK,4/16/2020,396.4844216,381.1358775,411.8329656,0.03404907975,0.02581707909,0.04228108042,,,
OR,4/16/2020,289.1455759,265.8850773,312.4060744,0.03630363036,0.03052555233,0.0420817084,,,
PA,4/16/2020,3575.909036,3508.059898,3643.758174,0.1122881356,0.1066443085,0.1179319627,,,
PR,4/16/2020,294.0659239,264.4266719,323.7051758,0.03130059363,0.02737064828,0.03523053899,,,
RI,4/16/2020,485.5793483,466.4375996,504.721097,0.1888147768,0.1580760028,0.2195535508,,,
SC,4/16/2020,466.5220028,457.426822,475.6171836,0.04389954518,0.0261713571,0.06162773327,,,
SD,4/16/2020,11.22568807,5.282692905,17.16868324,0.003448275862,0.001226968722,0.005669583002,,,
TN,4/16/2020,696.530837,666.619985,726.441689,0.03578732106,0.03135546766,0.04021917447,,,
TX,4/16/2020,2562.056331,2500.296651,2623.816012,0.03981758958,0.03743945837,0.04219572078,,,
UT,4/16/2020,195.6011707,188.5189106,202.6834308,0.04003519578,0.01918848519,0.06088190636,,,
VA,4/16/2020,1126.692218,1076.092028,1177.292408,0.05955264283,0.05530062062,0.06380466503,,,
VT,4/16/2020,49.67961165,44.71317949,54.64604381,0.03877366997,0.009944628475,0.06760271147,,,
WA,4/16/2020,964.9938729,925.2474315,1004.740314,0.06960340697,0.06334429818,0.07586251577,,,
WI,4/16/2020,553.8882291,517.6090145,590.1674437,0.03730218538,0.0334996039,0.04110476686,,,
WV,4/16/2020,224.3778443,213.7657117,234.9899769,0.03498016589,0.02276026791,0.04720006386,,,
WY,4/16/2020,47.05128205,39.09160076,55.01096334,0.03278688525,0.01748169257,0.04809207792,,,
CW,4/16/2020,79910.7158,79556.75302,80264.67858,0.1010920415,0.1001057921,0.1020782909,,,
AK,4/17/2020,22.69897959,17.30353019,28.094429,0.01573976915,0.004709329714,0.02677020859,,,
AL,4/17/2020,724.3981929,692.4045785,756.3918073,0.05312387576,0.04708394786,0.05916380367,,,
AR,4/17/2020,194.2167264,178.0760574,210.3573954,0.02023963731,0.01551995026,0.02495932435,,,
AZ,4/17/2020,680.5271799,653.1809292,707.8734306,0.05286000445,0.04582675982,0.05989324908,,,
CA,4/17/2020,4534.970085,4448.775228,4621.164941,0.06343743579,0.0607894649,0.06608540668,,,
CO,4/17/2020,1194.863692,1142.090663,1247.636722,0.1026252983,0.09592138533,0.1093292113,,,
CT,4/17/2020,2060.369575,1995.945275,2124.793875,0.2954035874,0.2829922487,0.3078149262,,,
DC,4/17/2020,620.0412371,591.7595863,648.3228879,0.1739130435,0.1543981894,0.1934278975,,,
DE,4/17/2020,374.8269825,355.9643855,393.6895794,0.1248259861,0.1025770075,0.1470749646,,,
FL,4/17/2020,4591.277047,4503.582963,4678.971131,0.07505566551,0.07201449393,0.07809683709,,,
GA,4/17/2020,2522.40106,2458.113531,2586.688589,0.1119173638,0.1059780502,0.1178566775,,,
GU,4/17/2020,14.5408805,9.673479507,19.4082815,0.05714285714,0.01461995833,0.09966575595,,,
HI,4/17/2020,28.82554162,23.03884234,34.6122409,0.01233806292,0.004248286355,0.02042783949,,,
IA,4/17/2020,323.157173,299.0841651,347.2301809,0.04012569495,0.0339793247,0.04627206519,,,
ID,4/17/2020,65.71746575,59.3517273,72.08320421,0.0157773953,0.006406264629,0.02514852596,,,
IL,4/17/2020,3826.232756,3736.74361,3915.721903,0.1238233784,0.1191660583,0.1284806985,,,
IN,4/17/2020,1573.840334,1526.597495,1621.083173,0.08771765587,0.08121048152,0.09422483022,,,
KS,4/17/2020,207.4915533,190.3299095,224.653197,0.02325162221,0.01816781331,0.0283354311,,,
KY,4/17/2020,628.7716959,598.662575,658.8808168,0.04371209521,0.03837869279,0.04904549762,,,
LA,4/17/2020,2171.326947,2120.525501,2222.128393,0.1584901304,0.1484046287,0.1685756321,,,
MA,4/17/2020,4783.670213,4686.48299,4880.857435,0.29543379,0.2872059668,0.3036616131,,,
MD,4/17/2020,1410.121446,1355.156887,1465.086004,0.1599190283,0.1505293505,0.1693087061,,,
ME,4/17/2020,92.83018868,85.91389978,99.74647757,0.02948765205,0.01359192943,0.04538337466,,,
MI,4/17/2020,4097.919438,4028.801789,4167.037087,0.1619779403,0.15443337,0.1695225105,,,
MN,4/17/2020,464.6150825,439.1519903,490.0781746,0.03344095941,0.02856446066,0.03831745816,,,
MO,4/17/2020,951.8991132,914.7996828,988.9985436,0.04433005532,0.03994322231,0.04871688832,,,
MS,4/17/2020,694.4044155,658.7596303,730.0492006,0.08486238532,0.07649253325,0.09323223739,,,
MT,4/17/2020,71.56610169,59.8512489,83.28095449,0.02302631579,0.01564926745,0.03040336413,,,
NC,4/17/2020,661.6893969,624.0288022,699.3499916,0.03017935775,0.02719379374,0.03316492175,,,
ND,4/17/2020,128.0547945,109.6391016,146.4704875,0.0410022779,0.03279971372,0.04920484209,,,
NE,4/17/2020,292.0042808,275.5795954,308.4289662,0.05108975861,0.03975077656,0.06242874066,,,
NH,4/17/2020,182.3207547,165.9207769,198.7207325,0.05797101449,0.04517884959,0.0707631794,,,
NJ,4/17/2020,6795.938935,6692.158972,6899.718899,0.3867826087,0.3780029015,0.3955623159,,,
NM,4/17/2020,366.3149502,336.6638854,395.9660149,0.08204768583,0.07228974215,0.09180562952,,,
NV,4/17/2020,756.0110171,726.1193196,785.9027146,0.1020114943,0.09023864859,0.1137843399,,,
NY,4/17/2020,18327.78113,18206.37865,18449.1836,0.3652039482,0.3578680333,0.372539863,,,
OH,4/17/2020,1351.86086,1295.1128,1408.60892,0.04725670805,0.04420880964,0.05030460646,,,
OK,4/17/2020,417.4426505,396.7638244,438.1214765,0.0357862306,0.02937597203,0.04219648916,,,
OR,4/17/2020,288.1688015,265.902347,310.4352559,0.03808110781,0.03176122388,0.04440099175,,,
PA,4/17/2020,3439.621177,3370.623987,3508.618367,0.1069418386,0.1016243309,0.1122593464,,,
PR,4/17/2020,324.4865367,293.4049218,355.5681516,0.03459459459,0.03046671958,0.03872246961,,,
RI,4/17/2020,498.7744393,479.452647,518.0962315,0.1953488372,0.1640964491,0.2266012253,,,
SC,4/17/2020,475.2766166,466.4397032,484.11353,0.04459724951,0.02607447217,0.06312002684,,,
SD,4/17/2020,16.83853211,9.566178396,24.11088582,0.005172413793,0.002454233688,0.007890593898,,,
TN,4/17/2020,719.2772377,687.9372666,750.6172088,0.03620414673,0.0319269727,0.04048132076,,,
TX,4/17/2020,2630.880067,2567.850551,2693.909584,0.04058751274,0.03821413988,0.0429608856,,,
UT,4/17/2020,195.4033712,188.1139474,202.692795,0.03969298246,0.01960470132,0.05978126359,,,
VA,4/17/2020,1118.60591,1068.176848,1169.034972,0.05915051311,0.05491105914,0.06338996709,,,
VT,4/17/2020,50.83495146,45.81290079,55.85700213,0.03946188341,0.01046685992,0.0684569069,,,
WA,4/17/2020,955.0612813,919.8321666,990.2903961,0.06644844517,0.0596839788,0.07321291155,,,
WI,4/17/2020,580.1879486,543.5638914,616.8120058,0.03863272209,0.03473697877,0.04252846541,,,
WV,4/17/2020,230.2529339,218.4984426,242.0074252,0.03453829635,0.02364035998,0.04543623272,,,
WY,4/17/2020,39.20940171,31.92274308,46.49606034,0.02732240437,0.01331132652,0.04133348222,,,
CW,4/17/2020,78182.30876,77830.19912,78534.41839,0.09892103549,0.09794854416,0.09989352682,,,
AK,4/18/2020,28.07461024,21.61591026,34.53331023,0.01949541284,0.008125710443,0.03086511525,,,
AL,4/18/2020,723.748295,688.627564,758.8690261,0.05215388784,0.04674667932,0.05756109635,,,
AR,4/18/2020,201.4641961,184.0643197,218.8640724,0.02056074766,0.01611461529,0.02500688004,,,
AZ,4/18/2020,708.3603968,680.2735182,736.4472753,0.05525545802,0.04811545754,0.06239545851,,,
CA,4/18/2020,4291.800745,4206.27002,4377.33147,0.0599835879,0.05745103885,0.06251613695,,,
CO,4/18/2020,919.0786687,871.9485381,966.2087992,0.07939972715,0.07344168448,0.08535776982,,,
CT,4/18/2020,2017.363758,1953.545107,2081.18241,0.2938496583,0.2813589553,0.3063403614,,,
DC,4/18/2020,640.2599731,611.619724,668.9002222,0.179584121,0.1598218276,0.1993464144,,,
DE,4/18/2020,390.1544799,370.9656191,409.3433407,0.1298701299,0.1072468117,0.152493448,,,
FL,4/18/2020,4022.854636,3934.431367,4111.277905,0.06289073118,0.06033024489,0.06545121747,,,
GA,4/18/2020,2386.292775,2319.773236,2452.812315,0.1031448896,0.0978025325,0.1084872466,,,
GU,4/18/2020,14.5408805,9.673479507,19.4082815,0.05714285714,0.01461995833,0.09966575595,,,
HI,4/18/2020,36.06947891,29.0385664,43.10039142,0.0154155496,0.007122534912,0.02370856428,,,
IA,4/18/2020,362.9845003,337.3647527,388.6042478,0.04539847027,0.03890015703,0.05189678351,,,
ID,4/18/2020,62.26080988,56.02951042,68.49210934,0.01493823614,0.005866376917,0.02401009536,,,
IL,4/18/2020,3949.629235,3853.591838,4045.666633,0.1220492215,0.117762977,0.126335466,,,
IN,4/18/2020,1896.420062,1832.324655,1960.515469,0.1031652989,0.09761991939,0.1087106785,,,
KS,4/18/2020,179.8744168,161.0616345,198.6871991,0.01859861592,0.0148713841,0.02232584773,,,
KY,4/18/2020,637.2900406,602.766068,671.8140133,0.04325594251,0.03865090755,0.04786097747,,,
LA,4/18/2020,1994.790748,1941.889219,2047.692277,0.1457562221,0.1367144648,0.1547979794,,,
MA,4/18/2020,4624.707447,4529.150782,4720.264111,0.2954652811,0.2870965422,0.3038340199,,,
MD,4/18/2020,1567.793253,1510.421965,1625.164541,0.1767863133,0.1670413823,0.1865312443,,,
ME,4/18/2020,92.44852192,85.36697782,99.53006601,0.02933531378,0.01388831377,0.04478231378,,,
MI,4/18/2020,4154.530806,4082.562603,4226.499009,0.1618151773,0.1545753113,0.1690550434,,,
MN,4/18/2020,475.4939202,449.2611579,501.7266825,0.03429111978,0.02944163042,0.03914060915,,,
MO,4/18/2020,719.4652695,680.2816115,758.6489275,0.03337332315,0.03021056928,0.03653607702,,,
MS,4/18/2020,626.4311183,591.3153806,661.546856,0.07610474632,0.06841264803,0.0837968446,,,
MT,4/18/2020,57.31917272,47.94326927,66.69507617,0.01870187019,0.01118243837,0.026221302,,,
NC,4/18/2020,638.3595647,600.4181343,676.3009951,0.03010752688,0.02715089596,0.0330641578,,,
ND,4/18/2020,96.05425401,79.78711959,112.3213884,0.03056234719,0.02356541482,0.03755927956,,,
NE,4/18/2020,311.6203993,292.1442416,331.096557,0.05620418137,0.04574119799,0.06666716476,,,
NH,4/18/2020,158.098822,140.6931868,175.5044572,0.050985724,0.04030640397,0.06166504402,,,
NJ,4/18/2020,6631.202632,6526.340013,6736.06525,0.3755963303,0.3670046475,0.384188013,,,
NM,4/18/2020,360.0531561,330.634163,389.4721493,0.08064516129,0.07096359064,0.09032673194,,,
NV,4/18/2020,652.57289,624.6014365,680.5443435,0.08904109589,0.07790106513,0.1001811267,,,
NY,4/18/2020,18569.44434,18440.5079,18698.38079,0.366065027,0.3591508675,0.3729791864,,,
OH,4/18/2020,1400.181049,1340.840285,1459.521812,0.04436173423,0.04161724799,0.04710622047,,,
OK,4/18/2020,393.0568438,368.0560316,418.057656,0.03185615178,0.02711710247,0.03659520108,,,
OR,4/18/2020,348.6221591,322.6643258,374.5799924,0.04478827362,0.03845675815,0.05111978908,,,
PA,4/18/2020,3335.640936,3266.021299,3405.260574,0.1049591281,0.09977538499,0.1101428711,,,
PR,4/18/2020,334.6267409,303.0818373,366.1716446,0.03573362209,0.03153741414,0.03992983004,,,
RI,4/18/2020,517.5852247,496.4666544,538.7037951,0.1970417327,0.1682612006,0.2258222648,,,
SC,4/18/2020,457.4799151,448.8028576,466.1569726,0.04301604489,0.02479074008,0.06124134969,,,
SD,4/18/2020,12.61443299,6.241155702,18.98771028,0.003868471954,0.001545705917,0.00619123799,,,
TN,4/18/2020,711.4157795,678.9538294,743.8777295,0.03554186782,0.03148527736,0.03959845828,,,
TX,4/18/2020,2521.454838,2457.801241,2585.108434,0.03894754116,0.03668854062,0.0412065417,,,
UT,4/18/2020,182.328862,171.9244446,192.7332793,0.0392106612,0.02530067436,0.05312064804,,,
VA,4/18/2020,771.7696335,728.8611565,814.6781105,0.04103182984,0.03750898009,0.04455467958,,,
VT,4/18/2020,35.90517241,31.21027523,40.6000696,0.02835538752,0.005811485375,0.05089928967,,,
WA,4/18/2020,924.8142839,889.4989421,960.1296258,0.06390977444,0.05740198154,0.07041756733,,,
WI,4/18/2020,615.4761069,576.2455297,654.7066841,0.04265915981,0.03866002238,0.04665829724,,,
WV,4/18/2020,282.2637841,266.8864017,297.6411666,0.04217450184,0.03208276116,0.05226624252,,,
WY,4/18/2020,36.75104312,28.3709702,45.13111603,0.02510460251,0.01388504537,0.03632415965,,,
CW,4/18/2020,77558.02598,77190.40527,77925.64669,0.09736427066,0.09644588666,0.09828265467,,,
AK,4/19/2020,26.42316258,20.15364006,32.69268511,0.01834862385,0.007311943797,0.02938530391,,,
AL,4/19/2020,786.5165942,749.785211,823.2479774,0.0572060246,0.05156531908,0.06284673011,,,
AR,4/19/2020,189.0270774,172.5533347,205.50082,0.01920866853,0.01481533933,0.02360199772,,,
AZ,4/19/2020,742.9849375,714.2689824,771.7008927,0.0584828526,0.05111661609,0.06584908911,,,
CA,4/19/2020,4492.757861,4405.463366,4580.052357,0.06244745691,0.05987092424,0.06502398959,,,
CO,4/19/2020,966.4538578,918.2318461,1014.67587,0.08349249659,0.07739642174,0.08958857144,,,
CT,4/19/2020,1935.261745,1872.228151,1998.295339,0.2818906606,0.2695536103,0.2942277108,,,
DC,4/19/2020,638.6258065,606.8165623,670.4350506,0.1836141778,0.1655107648,0.2017175908,,,
DE,4/19/2020,397.1215242,377.7865438,416.4565046,0.1320667285,0.1092922645,0.1548411924,,,
FL,4/19/2020,4312.647294,4221.536964,4403.757623,0.06765693356,0.064997234,0.07031663313,,,
GA,4/19/2020,2428.740172,2361.549398,2495.930946,0.1068240714,0.1013688971,0.1122792458,,,
GU,4/19/2020,14.5408805,9.673479507,19.4082815,0.05714285714,0.01461995833,0.09966575595,,,
HI,4/19/2020,31.36476427,24.80180307,37.92772546,0.01343183345,0.005675174391,0.0211884925,,,
IA,4/19/2020,293.2720115,270.0926553,316.4513676,0.03726082578,0.03131555152,0.04320610004,,,
ID,4/19/2020,61.1339174,52.61629136,69.65154343,0.01299103,0.007207962528,0.01877409748,,,
IL,4/19/2020,4105.663971,4008.020012,4203.307929,0.1269219174,0.1225622187,0.1312816161,,,
IN,4/19/2020,1847.932049,1784.566816,1911.297282,0.1004833748,0.09500357726,0.1059631724,,,
KS,4/19/2020,168.1422153,149.900394,186.3840365,0.01725625539,0.01368491871,0.02082759207,,,
KY,4/19/2020,636.4262155,602.0536631,670.7987678,0.04318026045,0.03856266646,0.04779785445,,,
LA,4/19/2020,1983.951751,1931.077488,2036.826015,0.1447923323,0.1357955966,0.1537890679,,,
MA,4/19/2020,5056.818182,4957.599793,5156.03657,0.3114792347,0.3031756406,0.3197828289,,,
MD,4/19/2020,1600.51759,1542.725906,1658.309274,0.1817567568,0.1718707754,0.1916427381,,,
ME,4/19/2020,84.25688073,77.48849507,91.0252664,0.02707784882,0.01212515997,0.04203053766,,,
MI,4/19/2020,4201.8289,4128.13567,4275.522129,0.1629384685,0.1558285346,0.1700484025,,,
MN,4/19/2020,488.3080607,461.8883551,514.7277662,0.03511646962,0.03018961315,0.0400433261,,,
MO,4/19/2020,733.5204465,694.0675848,772.9733082,0.03418989547,0.03097458325,0.03740520769,,,
MS,4/19/2020,681.1389291,644.5868336,717.6910246,0.08269441402,0.07472199576,0.09066683228,,,
MT,4/19/2020,74.17775293,63.54238321,84.81312266,0.02432283029,0.01575087686,0.03289478373,,,
NC,4/19/2020,714.3547509,674.2911226,754.4183792,0.03361945637,0.03050415024,0.03673476249,,,
ND,4/19/2020,88.36991369,72.7473631,103.9924643,0.02811735941,0.0213976799,0.03483703893,,,
NE,4/19/2020,278.7627442,260.468479,297.0570094,0.0505952381,0.04050832633,0.06068214986,,,
NH,4/19/2020,143.3429319,126.7268598,159.959004,0.04610169492,0.03593446267,0.05626892716,,,
NJ,4/19/2020,6439.702643,6333.924926,6545.48036,0.3584229391,0.3500714757,0.3667744024,,,
NM,4/19/2020,378.8385382,348.6929235,408.9841529,0.08253751705,0.07288750817,0.09218752594,,,
NV,4/19/2020,655.6151879,627.5697402,683.6606356,0.08846469622,0.07741899608,0.09951039637,,,
NY,4/19/2020,18606.79038,18477.12932,18736.45145,0.3687535536,0.3618569109,0.3756501963,,,
OH,4/19/2020,1397.006035,1337.724243,1456.287827,0.04409259445,0.04136127624,0.04682391266,,,
OK,4/19/2020,391.1258699,367.6548448,414.5968949,0.03189813599,0.02684377278,0.03695249921,,,
OR,4/19/2020,340.5619835,313.1595016,367.9644654,0.0444735121,0.03851597986,0.05043104433,,,
PA,4/19/2020,3548.548238,3476.568285,3620.528191,0.111858056,0.1065559277,0.1171601843,,,
PR,4/19/2020,304.2061281,274.0786223,334.3336339,0.03248511099,0.02847745001,0.03649277197,,,
RI,4/19/2020,546.7254117,525.1859962,568.2648271,0.2092405736,0.1797306211,0.238750526,,,
SC,4/19/2020,430.2614304,421.835459,438.6874019,0.04051256777,0.02279022146,0.05823491408,,,
SD,4/19/2020,25.22886598,16.23320914,34.22452282,0.007736943907,0.004458441303,0.01101544651,,,
TN,4/19/2020,679.7602764,648.0027602,711.5177926,0.03396037956,0.0299918183,0.03792894082,,,
TX,4/19/2020,2542.131296,2478.094164,2606.168428,0.03930346892,0.03703831679,0.04156862105,,,
UT,4/19/2020,150.1531804,140.6790658,159.6272951,0.03263403263,0.01983329329,0.04543477197,,,
VA,4/19/2020,805.8182938,762.014628,849.6219596,0.04282913588,0.03923387451,0.04642439725,,,
VT,4/19/2020,35.90517241,31.21027523,40.6000696,0.02835538752,0.005811485375,0.05089928967,,,
WA,4/19/2020,916.4450917,881.1883872,951.7017963,0.06331780883,0.05685548723,0.06978013043,,,
WI,4/19/2020,565.8532609,528.2152431,603.4912786,0.0393258427,0.03546982032,0.04318186508,,,
WV,4/19/2020,254.0269409,244.0419618,264.01192,0.03974785502,0.02506319266,0.05443251738,,,
WY,4/19/2020,42.87621697,33.84414843,51.9082855,0.02928870293,0.01719622951,0.04138117635,,,
CW,4/19/2020,78051.8367,77682.79923,78420.87417,0.09807226964,0.09715148165,0.09899305763,,,
AK,4/20/2020,25.7255102,19.98774251,31.4632779,0.01783840504,0.006108131195,0.02956867888,,,
AL,4/20/2020,816.9725223,785.1006833,848.8443613,0.05889462696,0.05221397345,0.06557528048,,,
AR,4/20/2020,164.956117,152.0724652,177.8397689,0.01701589087,0.01202848915,0.0220032926,,,
AZ,4/20/2020,769.2234852,742.5938881,795.8530822,0.05926768722,0.0512244368,0.06731093763,,,
CA,4/20/2020,4535.392534,4449.518561,4621.266507,0.06515632793,0.06243145548,0.06788120039,,,
CO,4/20/2020,959.7883727,912.1070549,1007.46969,0.08215962441,0.07608401989,0.08823522894,,,
CT,4/20/2020,2073.192248,2014.958152,2131.426343,0.3282871972,0.3137402327,0.3428341618,,,
DC,4/20/2020,626.9623616,603.6373612,650.287362,0.1905564924,0.16515257,0.2159604148,,,
DE,4/20/2020,365.8947368,353.0688947,378.720579,0.1417676088,0.1053251083,0.1782101093,,,
FL,4/20/2020,4134.107498,4048.721201,4219.493795,0.0669813728,0.06416967706,0.06979306854,,,
GA,4/20/2020,3093.368605,3032.555225,3154.181985,0.1392021427,0.1316327663,0.146771519,,,
GU,4/20/2020,12.72327044,8.153019907,17.29352097,0.05,0.010073086,0.089926914,,,
HI,4/20/2020,27.38426454,21.74226478,33.0262643,0.01169950739,0.003826590496,0.01957242428,,,
IA,4/20/2020,283.675671,261.1736206,306.1777213,0.03563636364,0.02976925326,0.04150347402,,,
ID,4/20/2020,64.65545642,58.30722094,71.0036919,0.0154860912,0.006259892926,0.02471228947,,,
IL,4/20/2020,4389.676849,4299.386647,4479.967052,0.1500237756,0.1445982928,0.1554492583,,,
IN,4/20/2020,1681.319627,1625.055113,1737.584141,0.09773479257,0.09171389863,0.1037556865,,,
KS,4/20/2020,170.494265,154.7850272,186.2035028,0.01916757941,0.0145701072,0.02376505161,,,
KY,4/20/2020,651.7049495,621.9393184,681.4705807,0.04581517488,0.04017309928,0.05145725048,,,
LA,4/20/2020,2015.137294,1967.227986,2063.046601,0.1466161222,0.1365834087,0.1566488357,,,
MA,4/20/2020,4864.012383,4768.117095,4959.907671,0.3131244323,0.3045083488,0.3217405158,,,
MD,4/20/2020,1879.752102,1862.027356,1897.476848,0.2192982456,0.182191537,0.2564049542,,,
ME,4/20/2020,105.1090909,98.68876658,111.5294152,0.03411978221,0.01440079084,0.05383877359,,,
MI,4/20/2020,4248.563267,4198.676193,4298.45034,0.1721637195,0.161188576,0.1831388629,,,
MN,4/20/2020,539.5942198,512.5142243,566.6742153,0.03878967125,0.03350037268,0.04407896983,,,
MO,4/20/2020,937.7246682,902.2118805,973.2374559,0.04490474751,0.04026529939,0.04954419562,,,
MS,4/20/2020,624.6042498,595.7674182,653.4410815,0.08124477861,0.07130080688,0.09118875035,,,
MT,4/20/2020,54.45778014,45.67169649,63.24386378,0.01775456919,0.01012944423,0.02537969415,,,
NC,4/20/2020,759.5350548,723.9193272,795.1507824,0.03320095314,0.0297387138,0.03666319248,,,
ND,4/20/2020,84.21621622,69.21164107,99.22079136,0.02675585284,0.02008887458,0.03342283111,,,
NE,4/20/2020,272.7294976,256.7631063,288.6958889,0.04833333333,0.03726615318,0.05940051349,,,
NH,4/20/2020,165.4392034,149.7743544,181.1040523,0.05283018868,0.04055873701,0.06510164035,,,
NJ,4/20/2020,6508.155738,6402.66329,6613.648186,0.3665466944,0.3580912842,0.3750021047,,,
NM,4/20/2020,327.1864407,300.5891421,353.7837393,0.08012618297,0.06948040692,0.09077195901,,,
NV,4/20/2020,679.2479475,649.6109263,708.8849686,0.08997267185,0.07935956236,0.1005857813,,,
NY,4/20/2020,17684.56882,17564.38298,17804.75467,0.3542270135,0.3469152797,0.3615387473,,,
OH,4/20/2020,1551.18846,1489.557358,1612.819562,0.04944842268,0.04651860671,0.05237823865,,,
OK,4/20/2020,440.9933499,421.3866896,460.6000102,0.03774641577,0.0306297958,0.04486303575,,,
OR,4/20/2020,321.8575239,298.7776316,344.9374162,0.0427742871,0.03595913581,0.04958943838,,,
PA,4/20/2020,3559.395153,3491.403071,3627.387235,0.1128065953,0.107151934,0.1184612567,,,
PR,4/20/2020,309.2762303,278.9066392,339.6458214,0.03299080584,0.02895531166,0.03702630002,,,
RI,4/20/2020,539.6792213,519.7804536,559.577989,0.2112603306,0.1790913277,0.2434293334,,,
SC,4/20/2020,453.2924559,444.6537663,461.9311455,0.04269795878,0.0245210356,0.06087488197,,,
SD,4/20/2020,25.74915825,16.85667031,34.64164619,0.007949125596,0.004542360721,0.01135589047,,,
TN,4/20/2020,666.6211028,640.6780057,692.5642,0.03536016331,0.03030925162,0.04041107501,,,
TX,4/20/2020,2809.917163,2747.799857,2872.03447,0.04424934594,0.04163386846,0.04686482343,,,
UT,4/20/2020,191.0850647,183.8746668,198.2954626,0.03916795751,0.01911717564,0.05921873939,,,
VA,4/20/2020,935.3162668,888.9660364,981.6664972,0.04943724177,0.04554235109,0.05333213246,,,
VT,4/20/2020,37.47648262,33.38971639,41.56324885,0.02879581152,0.002506923545,0.05508469949,,,
WA,4/20/2020,931.5264176,896.7545862,966.298249,0.0647583805,0.05806717478,0.07144958621,,,
WI,4/20/2020,526.3646907,491.8013067,560.9280747,0.03534303534,0.03155361628,0.0391324544,,,
WV,4/20/2020,333.572186,320.2615037,346.8828683,0.05048715678,0.03665169745,0.0643226161,,,
WY,4/20/2020,42.34615385,34.78005208,49.91225562,0.02896995708,0.01468692266,0.0432529915,,,
CW,4/20/2020,79161.85273,78821.41505,79502.29041,0.1016501223,0.1006196699,0.1026805747,,,
AK,4/21/2020,43.61764706,36.75851748,50.47677664,0.02938388626,0.01341039433,0.04535737818,,,
AL,4/21/2020,710.8986962,678.4953481,743.3020443,0.05064655172,0.04494622078,0.05634688267,,,
AR,4/21/2020,175.016001,161.8422646,188.1897373,0.01825902335,0.0130317208,0.02348632591,,,
AZ,4/21/2020,818.8941116,791.4758618,846.3123614,0.06321243523,0.05491553147,0.07150933899,,,
CA,4/21/2020,4636.286499,4542.127004,4730.445994,0.06800151114,0.06541578936,0.07058723293,,,
