time,"Ballygunge Phari, Kolkata - Cleair","Ballygunge, Kolkata - WBPCB","Behala Buro Shibtala, Kolkata - Cleair","Beleghata Building More, Kolkata - Cleair","Belur Math, Howrah - WBPCB","Bidhannagar, Kolkata - WBPCB","Ekbalpur, Kolkata - Cleair","Fort William, Kolkata - WBPCB","Garia, Kolkata - Cleair","Ghusuri, Howrah - WBPCB","Jadavpur, Kolkata - WBPCB","Padmapukur, Howrah - WBPCB","Rabindra Bharati University, Kolkata - Cleair","Rabindra Bharati University, Kolkata - WBPCB","Rabindra Sarobar, Kolkata - WBPCB","Ruby More / Simla Restaurant, Kolkata - Cleair","Shyam Bazar, Kolkata - Cleair","Taratala More, Kolkata - Cleair","Topsia More, Kolkata - Cleair",US Diplomatic Post: Kolkata,"Victoria, Kolkata - WBPCB"
2019-09-01 00:00:00,,14.38,,,32.66,2.62,,28.88,,36.32,16.83,13.04,,33.38,13.12,,,,,,22.27
2019-09-01 01:00:00,,14.03,,,33.02,3.43,,32.58,,34.07,17.27,23.11,,32.12,12.93,,,,,,22.48
2019-09-01 02:00:00,,13.87,,,30.97,3.17,,29.87,,31.6,16.81,17.91,,24.12,12.77,,,,,,19.95
2019-09-01 03:00:00,,15.49,,,30.87,2.82,,25.88,,33.7,16.44,14.07,,28.9,11.15,,,,,,20.03
2019-09-01 04:00:00,,16.23,,,35.12,2.62,,21.44,,38.02,17.25,10.77,,25.62,9.82,,,,,,24.05
2019-09-01 05:00:00,,18.54,,,35.32,2.34,,28.38,,38.58,17.9,8.0,,34.83,10.78,,,,,,33.25
2019-09-01 06:00:00,,19.6,,,35.41,4.06,,29.07,,50.1,19.69,6.35,,37.38,11.56,,,,,,33.7
2019-09-01 07:00:00,,17.95,,,35.42,6.38,,34.95,,43.4,21.14,15.54,,48.12,14.61,,,,,,41.2
2019-09-01 08:00:00,,17.2,,,39.06,8.13,,31.73,,58.65,23.87,25.49,,42.67,17.11,,,,,,40.08
2019-09-01 09:00:00,,23.72,,,39.23,10.5,,34.66,,54.5,26.07,25.58,,50.73,20.19,,,,,,38.25
2019-09-01 10:00:00,,26.7,,,32.52,9.83,,43.8,,54.35,29.9,24.6,,51.5,22.71,,,,,,33.5
2019-09-01 11:00:00,,27.11,,,32.21,8.92,,39.7,,56.15,32.96,30.74,,50.7,24.36,,,,,,36.35
2019-09-01 12:00:00,,27.3,,,36.53,9.17,,40.75,,66.48,30.93,23.42,,50.25,25.72,,,,,,40.15
2019-09-01 13:00:00,,26.98,,,36.73,9.5,,51.27,,64.78,29.31,26.48,,47.18,28.45,,,,,,40.05
2019-09-01 14:00:00,,26.84,,,30.91,9.22,,52.34,,60.65,30.39,32.9,,43.05,30.69,,,,,,39.47
2019-09-01 15:00:00,,27.54,,,30.64,8.85,,47.15,,62.9,31.26,28.63,,39.48,30.75,,,,,,39.27
2019-09-01 16:00:00,,27.86,,,41.9,8.08,,43.99,,66.4,35.14,32.95,,33.4,30.79,,,,,,44.52
2019-09-01 17:00:00,,26.88,,,42.42,7.04,,44.53,,64.03,38.27,27.62,,44.05,32.73,,,,,,48.3
2019-09-01 18:00:00,,26.44,,,35.45,6.34,,46.1,,67.65,37.23,28.51,,45.23,34.32,,,,,,38.92
2019-09-01 19:00:00,,27.41,,,35.13,5.39,,39.7,,53.02,36.4,32.82,,34.45,33.03,,,,,,34.6
2019-09-01 20:00:00,,27.86,,,31.07,7.01,,36.86,,45.02,33.44,36.66,,24.88,31.97,,,,,,31.15
2019-09-01 21:00:00,,22.16,,,30.88,9.2,,29.33,,39.8,31.04,27.59,,22.85,27.53,,,,,,26.95
2019-09-01 22:00:00,,19.59,,,28.8,8.39,,27.27,,35.35,28.07,19.38,,25.48,23.9,,,,,,25.48
2019-09-01 23:00:00,,17.86,,,28.7,,,29.57,,31.42,25.67,23.29,,20.1,21.64,,,,,,23.85
2019-09-02 00:00:00,,17.08,,,29.65,6.33,,24.46,,37.88,25.11,,,20.35,19.79,,,,,,21.98
2019-09-02 01:00:00,,13.71,,,29.69,,,29.58,,36.7,24.66,21.4,,19.9,18.67,,,,,,21.88
2019-09-02 02:00:00,,12.17,,,27.98,,,27.57,,31.0,21.25,21.34,,19.5,17.75,,,,,,15.62
2019-09-02 03:00:00,,12.17,,,27.9,,,24.3,,28.25,18.5,15.94,,22.15,15.11,,,,,,13.57
2019-09-02 04:00:00,,9.17,,,25.13,,,21.88,,23.45,19.56,22.76,,25.45,12.94,,,,,,19.57
2019-09-02 05:00:00,,9.17,,,25.0,,,20.6,,26.42,20.42,20.32,,24.52,11.93,,,,,,24.48
2019-09-02 06:00:00,,10.85,,,29.35,,,27.84,,49.55,21.33,17.69,,22.33,11.11,,,,,,23.45
2019-09-02 07:00:00,,10.85,,,29.55,,,27.37,,57.15,22.07,36.0,,32.27,12.22,,,,,,28.68
2019-09-02 08:00:00,,,,,28.02,,,27.84,,52.33,20.71,32.46,,37.48,13.14,,,,,,25.33
2019-09-02 09:00:00,,14.75,,,27.95,,,27.17,,48.17,19.6,23.32,,27.42,13.75,,,,,,22.73
2019-09-02 10:00:00,,20.05,,,24.52,,,23.22,,36.23,18.61,25.49,,20.15,14.24,,,,,,19.35
2019-09-02 11:00:00,,16.16,,,24.36,,,,,34.95,17.81,19.43,,18.5,12.4,,,,,,15.07
2019-09-02 12:00:00,,14.39,,,17.5,,,,,31.75,16.94,15.83,,14.7,10.9,,,,,,14.5
2019-09-02 13:00:00,,,,,,,,,,33.15,16.24,25.55,,14.45,12.17,,,,,,16.52
2019-09-02 14:00:00,,,,,,,,,,30.3,15.34,46.09,,20.85,13.21,,,,,,12.12
2019-09-02 15:00:00,,4.53,,,7.95,,,,,31.85,14.61,32.71,,5.22,11.29,,,,,,
2019-09-02 16:00:00,,6.45,,,13.56,,,18.52,,28.23,12.18,23.84,,3.88,9.72,,,,,,5.22
2019-09-02 17:00:00,,5.97,,,11.48,,,15.66,,32.3,10.23,17.85,,3.62,9.0,,,,,,21.0
2019-09-02 18:00:00,,5.73,,,10.01,,,10.96,,29.95,11.27,17.05,,3.83,8.41,,,,,,17.98
2019-09-02 19:00:00,,5.04,,,9.1,,,9.34,,28.85,12.1,13.93,,6.65,7.57,,,,,,14.68
2019-09-02 20:00:00,,5.58,,,8.46,,,10.79,,28.8,10.16,17.56,,,6.89,,,,,,15.4
2019-09-02 21:00:00,,5.25,,,11.12,,,15.97,,25.07,8.6,13.4,,,6.27,,,,,,14.97
2019-09-02 22:00:00,,,,,13.0,,,17.3,,20.32,10.38,12.54,,,5.76,,,,,,12.5
2019-09-02 23:00:00,,,,,17.19,,,12.46,,21.18,11.83,13.76,,,5.46,,,,,,14.7
2019-09-03 00:00:00,,,,,20.15,,,14.74,,25.15,10.87,21.47,,,5.21,,,,,,11.22
2019-09-03 01:00:00,,,,,20.15,,,19.45,,20.38,10.1,16.2,,,5.79,,,,,,8.68
2019-09-03 02:00:00,,,,,19.41,,,17.69,,18.92,9.45,15.31,,,6.27,,,,,,7.7
2019-09-03 03:00:00,,,,,19.41,,,13.66,,15.2,8.92,15.46,,,5.53,,,,,,7.6
2019-09-03 04:00:00,,,,,,,,13.19,,15.68,9.56,11.35,,,4.92,,,,,,14.4
2019-09-03 05:00:00,,,,,16.57,,,16.81,,17.2,10.08,9.78,,,5.88,,,,,,17.95
2019-09-03 06:00:00,,,,,11.68,,,16.16,,21.05,8.81,13.56,,,6.66,,,,,,13.5
2019-09-03 07:00:00,,,,,11.68,,,11.31,,25.05,7.78,17.11,,,6.05,,,,,,11.38
2019-09-03 08:00:00,,,,,13.66,,,11.67,,27.5,6.54,13.61,,,5.55,,,,,,11.8
2019-09-03 09:00:00,,,,,13.66,,,14.09,,26.6,5.54,15.03,,,6.81,,,,,,8.93
2019-09-03 10:00:00,,,,,,,,12.78,,28.88,6.27,11.43,,13.3,7.84,,,,,,7.38
2019-09-03 11:00:00,,8.43,,,9.89,,,14.21,,29.42,6.86,10.62,,13.9,7.03,,,,,,8.68
2019-09-03 12:00:00,,,,,7.05,,,20.75,,35.77,6.17,18.7,,11.38,6.37,,,,,,7.9
2019-09-03 13:00:00,,,,,7.05,,,24.03,,32.3,5.61,14.01,,13.57,8.13,,,,,,11.73
2019-09-03 14:00:00,,,,,7.42,,,20.44,,33.6,6.29,11.49,,17.5,9.57,,,,,,16.65
2019-09-03 15:00:00,,,,,7.42,,,15.64,,26.75,6.83,12.91,,20.18,8.21,,,,,,13.47
2019-09-03 16:00:00,,,,,7.98,5.26,,16.45,,30.35,9.54,9.37,,17.7,7.1,,,,,,14.43
2019-09-03 17:00:00,,,,,7.98,5.26,,18.8,,31.67,11.71,8.38,,16.23,5.95,,,,,,14.5
2019-09-03 18:00:00,,,,,9.28,4.93,,16.03,,40.1,11.05,11.9,,13.77,5.01,,,,,,18.65
2019-09-03 19:00:00,,,,,9.28,4.87,,13.02,,42.65,10.51,9.43,,11.15,5.47,,,,,,14.22
2019-09-03 20:00:00,,,,,,4.53,,13.95,,39.33,9.66,7.39,,8.97,5.84,,,,,,13.77
2019-09-03 21:00:00,,,,,,4.47,,17.73,,30.05,8.97,7.05,,9.22,5.04,,,,,,10.55
2019-09-03 22:00:00,,,,,9.12,4.29,,17.34,,30.17,10.42,11.4,,7.38,4.39,,,,,,9.05
2019-09-03 23:00:00,,,,,9.12,4.26,,14.9,,35.22,,9.88,,8.25,4.1,,,,,,8.0
2019-09-04 00:00:00,,,,,10.87,4.12,,20.78,,41.8,11.58,10.86,,14.47,3.87,,,,,,15.02
2019-09-04 01:00:00,,,,,9.07,4.1,,22.79,,33.03,,15.2,,14.82,5.72,,,,,,14.97
2019-09-04 02:00:00,,,,,7.8,4.0,,17.63,,32.45,,11.22,,23.12,7.24,,,,,,10.97
2019-09-04 03:00:00,,,,,7.51,3.99,,14.34,,25.58,,10.59,,21.4,6.52,,,,,,8.17
2019-09-04 04:00:00,,,,,7.31,3.94,,14.96,,20.75,,8.08,,16.17,5.93,,,,,,6.77
2019-09-04 05:00:00,,7.14,,,8.72,3.93,,15.55,,16.52,,9.46,,12.18,5.39,,,,,,6.95
2019-09-04 06:00:00,,,,,9.71,3.89,,13.13,,25.08,,10.72,,13.15,4.95,,,,,,8.25
2019-09-04 07:00:00,,,,,9.31,3.88,,12.39,,34.5,,8.63,,20.62,4.62,,,,,,11.4
2019-09-04 08:00:00,,,,,9.03,3.87,,11.61,,41.03,,11.55,,18.6,4.35,,,,,,13.55
2019-09-04 09:00:00,,,,,8.16,3.87,,10.66,,36.0,,9.13,,13.98,4.75,,,,,,12.93
2019-09-04 10:00:00,,,,,7.54,3.83,,12.62,,26.52,,6.48,,13.45,5.07,,,,,,12.12
2019-09-04 11:00:00,,,,,7.19,3.82,,13.83,,29.75,8.63,5.3,,15.3,2.54,,,,,,13.62
2019-09-04 12:00:00,,,,,6.94,3.79,,12.81,,36.73,8.63,9.01,,11.48,,,,,,,13.25
2019-09-04 13:00:00,,,,,6.79,3.78,,14.07,,29.35,,12.82,,9.55,2.16,,,,,,14.93
2019-09-04 14:00:00,,,,,6.69,4.04,,13.6,,28.5,10.96,10.03,,9.85,8.26,,,,,,13.82
2019-09-04 15:00:00,,,,,9.82,4.08,,16.04,,14.4,10.96,9.43,,16.32,7.75,,,,,,18.8
2019-09-04 16:00:00,,,,,12.03,4.03,,16.78,,17.83,10.3,7.78,,17.33,6.32,,,,,,14.78
2019-09-04 17:00:00,,,,,11.41,4.02,,13.61,,49.02,9.77,10.85,,15.32,6.32,,,,,,15.18
2019-09-04 18:00:00,,,,,10.98,3.97,,14.93,,44.4,10.49,9.35,,19.15,6.31,,,,,,11.7
2019-09-04 19:00:00,,,,,12.37,3.96,,17.18,,35.62,11.07,13.47,,14.6,5.8,,,,,,9.65
2019-09-04 20:00:00,,,,,13.35,3.97,,15.78,,30.52,10.18,20.23,,15.28,4.35,,,,,,12.43
2019-09-04 21:00:00,,,,,11.07,3.97,,18.59,,28.32,9.47,14.79,,21.57,4.4,,,,,,11.78
2019-09-04 22:00:00,,,,,9.46,3.94,,20.19,,22.88,9.23,11.78,,15.18,4.54,,,,,,8.93
2019-09-04 23:00:00,,,,,10.34,3.94,,16.5,,19.55,9.04,10.17,,11.65,4.55,,,,,,7.2
2019-09-05 00:00:00,,8.98,,,10.96,3.92,,17.08,,22.25,9.92,9.53,,13.05,4.86,,,,,,7.58
2019-09-05 01:00:00,,9.19,,,9.29,3.92,,17.34,,18.23,10.63,8.32,,13.32,4.66,,,,,,6.72
2019-09-05 02:00:00,,9.36,,,8.12,4.09,,14.45,,13.45,9.03,10.46,,9.62,4.07,,,,,,7.02
2019-09-05 03:00:00,,7.9,,,6.93,4.12,,10.75,,11.52,7.73,8.68,,9.32,3.89,,,,,,6.38
2019-09-05 04:00:00,,6.73,,,6.09,4.08,,11.39,,14.05,7.93,6.69,,11.68,3.37,,,,,,7.05
2019-09-05 05:00:00,,6.88,,,6.21,4.07,,11.33,,17.8,8.09,6.39,,18.52,3.28,,,,,,12.55
2019-09-05 06:00:00,,7.0,,,6.3,4.04,,10.51,,21.12,6.79,5.01,,39.9,3.02,,,,,,9.97
2019-09-05 07:00:00,,7.46,,,8.02,4.03,,10.27,,28.17,5.73,6.07,,33.45,3.08,,,,,,8.98
2019-09-05 08:00:00,,7.83,,,9.24,4.0,,10.6,,30.52,5.13,7.24,,38.33,3.24,,,,,,10.35
2019-09-05 09:00:00,,8.58,,,8.44,3.99,,13.39,,28.85,4.64,8.39,,27.98,3.24,,,,,,8.07
2019-09-05 10:00:00,,9.18,,,7.88,4.21,,15.22,,28.65,4.42,7.02,,20.6,3.22,,,,,,9.62
2019-09-05 11:00:00,,8.77,,,7.39,4.25,,14.1,,28.85,4.25,6.49,,15.48,,,,,,,15.78
2019-09-05 12:00:00,,8.43,,,7.04,4.21,,18.78,,32.48,6.55,8.92,,13.98,7.27,,,,,,20.47
2019-09-05 13:00:00,,8.22,,,7.95,4.2,,22.93,,29.35,8.42,14.19,,14.8,6.89,,,,,,14.95
2019-09-05 14:00:00,,8.06,,,8.59,4.58,,17.19,,25.48,,10.12,,14.7,5.81,,,,,,10.9
2019-09-05 15:00:00,,8.9,,,7.63,4.64,,15.65,,29.8,,7.99,,11.65,7.03,,,,,,9.65
2019-09-05 16:00:00,,9.58,,,6.95,4.74,,18.45,,32.0,,10.83,,10.85,10.47,,,,,,15.5
2019-09-05 17:00:00,,9.48,,,7.15,4.76,,18.22,,30.9,,8.26,,9.95,9.73,,,,,,20.48
2019-09-05 18:00:00,,9.39,,,7.29,4.69,,20.82,,31.02,,7.49,,13.1,7.67,,,,,,15.4
2019-09-05 19:00:00,,9.17,,,9.24,4.68,,22.29,,33.65,,11.66,,14.3,7.09,,,,,,13.18
2019-09-05 20:00:00,,,,,10.62,4.64,,19.45,,32.9,0.07,11.7,,12.7,5.44,,,,,,13.98
2019-09-05 21:00:00,,9.37,,,11.69,4.64,,19.59,,27.12,0.71,11.14,,14.6,5.13,,,,,,11.2
2019-09-05 22:00:00,,9.67,,,12.44,4.58,,17.86,,29.27,0.72,11.76,,13.05,4.27,,,,,,11.45
2019-09-05 23:00:00,,,,,10.54,4.57,,15.6,,28.65,0.78,17.05,,14.5,4.32,,,,,,11.3
2019-09-06 00:00:00,,7.24,,,9.2,4.52,,19.89,,20.6,1.14,17.77,,14.43,6.27,,,,,,8.32
2019-09-06 01:00:00,,8.43,,,9.64,4.52,,24.18,,18.33,4.44,15.12,,15.2,6.28,,,,,,7.7
2019-09-06 02:00:00,,8.89,,,9.96,4.69,,18.96,,17.5,4.37,12.43,,16.6,6.3,,,,,,6.85
2019-09-06 03:00:00,,11.83,,,8.52,4.71,,13.6,,14.32,3.73,11.21,,12.27,6.18,,,,,,8.85
2019-09-06 04:00:00,,11.39,,,7.51,4.66,,9.52,,14.9,3.69,9.66,,9.5,5.85,,,,,,9.9
2019-09-06 05:00:00,,8.56,,,7.37,4.65,,8.38,,22.25,3.33,12.83,,7.95,5.45,,,,,,7.35
2019-09-06 06:00:00,,8.26,,,7.26,4.59,,13.32,,23.85,3.48,10.73,,9.2,4.32,,,,,,6.3
2019-09-06 07:00:00,,6.4,,,6.09,4.58,,15.3,,25.85,4.9,16.36,,14.55,4.06,,,,,,6.67
2019-09-06 08:00:00,,6.47,,,5.27,4.54,,10.94,,29.52,4.94,20.01,,19.48,3.33,,,,,,7.58
2019-09-06 09:00:00,,6.92,,,5.22,4.53,,8.8,,25.18,5.34,15.29,,14.0,3.22,,,,,,7.47
2019-09-06 10:00:00,,6.67,,,5.18,4.55,,8.44,,27.25,5.37,12.91,,10.05,2.92,,,,,,11.0
2019-09-06 11:00:00,,5.09,,,4.49,4.55,,10.8,,31.95,5.65,10.3,,9.47,3.83,,,,,,12.82
2019-09-06 12:00:00,,5.17,,,4.0,4.5,,18.32,,27.9,5.58,12.98,,13.25,6.38,,,,,,13.75
2019-09-06 13:00:00,,5.63,,,5.19,4.49,,23.61,,26.05,4.95,12.88,,14.1,6.11,,,,,,13.5
2019-09-06 14:00:00,,5.74,,,6.03,4.42,,20.06,,26.05,5.01,9.51,,17.85,5.33,,,,,,12.52
2019-09-06 15:00:00,,6.41,,,5.4,2.96,,14.28,,25.1,5.54,7.19,,17.07,5.16,,,,,,10.57
2019-09-06 16:00:00,,6.6,,,4.96,,,13.86,,26.35,5.72,5.83,,12.95,4.68,,,,,,11.8
2019-09-06 17:00:00,,7.78,,,5.53,1.92,,14.99,,27.65,7.44,4.93,,11.9,4.65,,,,,,12.97
2019-09-06 18:00:00,,7.69,,,5.93,9.19,,15.2,,22.88,7.54,8.35,,11.38,4.57,,,,,,9.23
2019-09-06 19:00:00,,7.14,,,10.12,8.86,,19.01,,22.0,8.52,11.31,,14.23,4.43,,,,,,7.08
2019-09-06 20:00:00,,7.54,,,13.07,7.62,,19.37,,19.7,8.03,10.5,,17.52,4.03,,,,,,5.88
2019-09-06 21:00:00,,10.06,,,13.68,7.37,,15.95,,17.8,5.97,9.14,,16.83,4.49,,,,,,5.8
2019-09-06 22:00:00,,9.71,,,14.11,6.43,,16.19,,20.73,6.19,13.04,,16.32,5.77,,,,,,8.35
2019-09-06 23:00:00,,7.53,,,13.3,6.43,,15.25,,23.4,8.26,12.55,,14.95,5.78,,,,,,10.4
2019-09-07 00:00:00,,7.22,,,12.72,4.63,,19.2,,20.62,8.11,9.43,,16.2,6.05,,,,,,8.62
2019-09-07 01:00:00,,5.31,,,11.7,4.99,,22.12,,19.27,6.74,10.59,,15.45,5.9,,,,,,6.22
2019-09-07 02:00:00,,5.16,,,10.97,6.34,,16.2,,19.05,6.79,8.17,,19.77,5.49,,,,,,5.23
2019-09-07 03:00:00,,4.27,,,9.17,6.34,,12.31,,16.7,7.28,7.1,,14.78,5.35,,,,,,5.6
2019-09-07 04:00:00,,4.15,,,7.89,4.81,,12.43,,17.88,7.1,9.57,,10.72,4.97,,,,,,8.5
2019-09-07 05:00:00,,3.45,,,6.81,4.8,,12.39,,25.6,5.39,8.19,,8.22,4.85,,,,,,17.4
2019-09-07 06:00:00,,3.54,,,6.05,4.76,,8.76,,31.27,5.25,10.12,,6.75,4.5,,,,,,16.98
2019-09-07 07:00:00,,4.07,,,5.11,4.59,,10.4,,39.4,4.01,9.58,,8.65,4.7,,,,,,15.15
2019-09-07 08:00:00,,3.96,,,4.45,3.93,,11.88,,37.38,3.99,17.59,,16.83,5.25,,,,,,10.82
2019-09-07 09:00:00,,3.25,,,6.6,4.08,,10.55,,38.35,3.84,13.99,,16.38,5.14,,,,,,8.7
2019-09-07 10:00:00,,3.44,,,8.12,4.64,,15.3,,38.1,4.3,16.08,,17.27,4.82,,,,,,9.8
2019-09-07 11:00:00,,4.58,,,9.92,5.17,,21.42,,41.1,8.59,12.45,,17.77,5.05,,,,,,14.25
2019-09-07 12:00:00,,4.96,,,11.19,7.2,,23.12,,39.83,8.93,14.23,,19.2,5.7,,,,,,16.3
2019-09-07 13:00:00,,7.34,,,10.53,7.34,,22.74,,31.97,12.08,10.84,,23.8,5.65,,,,,,12.57
2019-09-07 14:00:00,,7.53,,,10.07,7.89,,26.53,,31.75,11.93,8.93,,26.27,5.51,,,,,,12.9
2019-09-07 15:00:00,,8.71,,,10.24,7.75,,29.99,,38.88,10.55,15.31,,21.38,5.65,,,,,,15.95
2019-09-07 16:00:00,,8.85,,,10.36,7.22,,25.65,,35.88,10.66,20.23,,20.12,6.04,,,,,,24.88
2019-09-07 17:00:00,,9.76,,,12.91,7.07,,22.14,,32.25,11.65,16.66,,25.95,6.01,,,,,,24.18
2019-09-07 18:00:00,,9.96,,,14.15,6.53,,25.51,,35.92,11.59,12.11,,18.6,5.92,,,,,,17.12
2019-09-07 19:00:00,,11.24,,,13.68,6.94,,26.84,,34.22,10.99,8.95,,17.02,6.55,,,,,,13.07
2019-09-07 20:00:00,,11.39,,,13.35,8.47,,24.42,,30.98,10.98,6.93,,22.57,8.34,,,,,,13.52
2019-09-07 21:00:00,,12.28,,,17.04,8.6,,22.02,,31.88,10.93,6.54,,22.55,8.83,,,,,,16.73
2019-09-07 22:00:00,,11.83,,,19.64,9.07,,20.26,,29.75,10.93,9.58,,19.18,10.19,,,,,,19.48
2019-09-07 23:00:00,,9.05,,,17.88,9.07,,17.76,,26.0,9.99,7.94,,23.15,10.11,,,,,,22.0
2019-09-08 00:00:00,,9.03,,,16.64,7.42,,12.51,,26.68,10.37,7.61,,17.52,7.24,,,,,,15.32
2019-09-08 01:00:00,,8.92,,,16.43,7.52,,10.89,,23.18,13.89,6.36,,16.52,6.92,,,,,,13.6
2019-09-08 02:00:00,,9.66,,,16.29,7.91,,12.12,,17.48,13.6,7.7,,14.68,6.01,,,,,,15.68
2019-09-08 03:00:00,,14.38,,,15.53,7.81,,16.79,,17.48,10.89,5.68,,18.05,5.98,,,,,,12.38
2019-09-08 04:00:00,,13.79,,,14.99,7.41,,18.02,,21.35,10.81,5.15,,18.18,5.89,,,,,,13.98
2019-09-08 05:00:00,,10.14,,,12.54,7.9,,12.9,,22.02,10.1,7.75,,14.15,6.16,,,,,,15.08
2019-09-08 06:00:00,,9.96,,,10.81,9.75,,11.17,,21.45,10.36,6.95,,11.7,6.95,,,,,,12.1
2019-09-08 07:00:00,,8.85,,,16.62,9.9,,11.83,,24.35,12.73,10.43,,11.8,6.9,,,,,,13.35
2019-09-08 08:00:00,,8.55,,,20.73,10.46,,10.99,,21.05,12.39,8.33,,18.12,6.76,,,,,,13.53
2019-09-08 09:00:00,,6.67,,,20.96,9.84,,12.71,,21.88,9.28,5.88,,16.18,6.87,,,,,,9.75
2019-09-08 10:00:00,,6.48,,,21.12,7.46,,15.89,,29.72,9.27,5.48,,17.88,7.16,,,,,,7.95
2019-09-08 11:00:00,,5.33,,,22.15,7.73,,15.16,,32.75,9.17,10.51,,15.6,7.3,,,,,,10.32
2019-09-08 12:00:00,,5.72,,,22.88,8.77,,13.8,,31.1,9.17,8.4,,19.42,7.7,,,,,,12.98
2019-09-08 13:00:00,,8.2,,,22.19,8.71,,13.21,,30.73,9.16,10.21,,18.05,7.94,,,,,,14.22
2019-09-08 14:00:00,,8.11,,,21.7,8.46,,12.37,,27.67,9.49,8.75,,16.8,8.62,,,,,,10.93
2019-09-08 15:00:00,,7.58,,,23.15,8.96,,16.06,,28.15,12.53,13.52,,16.35,8.99,,,,,,10.52
2019-09-08 16:00:00,,8.21,,,24.17,10.84,,21.77,,33.98,12.18,17.09,,19.5,10.04,,,,,,16.45
2019-09-08 17:00:00,,12.13,,,25.41,11.74,,19.99,,34.67,8.93,22.5,,18.25,9.72,,,,,,21.0
2019-09-08 18:00:00,,11.66,,,26.28,15.17,,19.31,,31.85,9.06,17.14,,24.7,8.83,,,,,,21.7
2019-09-08 19:00:00,,8.65,,,29.98,14.9,,22.7,,36.48,10.27,16.17,,23.02,9.64,,,,,,20.07
2019-09-08 20:00:00,,9.38,,,32.59,13.89,,23.12,,40.6,10.73,16.53,,25.4,11.9,,,,,,17.1
2019-09-08 21:00:00,,13.86,,,34.24,13.07,,21.4,,38.5,15.0,17.05,,28.15,11.93,,,,,,21.25
2019-09-08 22:00:00,,13.39,,,35.41,9.95,,20.5,,41.3,15.14,18.87,,30.5,12.03,,,,,,18.75
2019-09-08 23:00:00,,10.5,,,32.25,9.95,,23.16,,45.95,16.42,19.62,,24.4,12.07,,,,,,16.4
2019-09-09 00:00:00,,10.57,,,30.02,13.36,,27.43,,40.95,16.01,14.54,,24.2,13.98,,,,,,13.53
2019-09-09 01:00:00,,10.99,,,27.99,13.37,,29.22,,32.98,12.16,17.44,,24.45,14.38,,,,,,15.12
2019-09-09 02:00:00,,10.75,,,26.55,13.41,,26.03,,28.85,12.42,15.52,,23.07,15.53,,,,,,16.88
2019-09-09 03:00:00,,9.31,,,27.52,12.89,,19.64,,24.52,14.84,13.1,,21.47,14.44,,,,,,13.98
2019-09-09 04:00:00,,9.4,,,28.2,10.94,,16.57,,23.17,14.43,17.55,,20.17,11.36,,,,,,16.25
2019-09-09 05:00:00,,9.97,,,27.53,10.54,,14.4,,25.08,10.57,13.83,,18.35,11.27,,,,,,16.7
2019-09-09 06:00:00,,9.9,,,27.05,9.02,,11.65,,26.6,10.49,16.91,,23.77,11.02,,,,,,15.35
2019-09-09 07:00:00,,9.49,,,27.83,9.08,,12.08,,32.92,9.79,14.4,,24.27,10.28,,,,,,18.05
2019-09-09 08:00:00,,9.69,,,28.37,9.3,,18.03,,37.65,10.14,22.41,,28.05,8.21,,,,,,17.83
2019-09-09 09:00:00,,10.98,,,30.48,9.46,,25.09,,38.38,13.4,17.9,,25.08,8.95,,,,,,14.9
2019-09-09 10:00:00,,11.3,,,31.96,10.06,,23.16,,33.5,13.41,23.95,,27.5,11.02,,,,,,19.45
2019-09-09 11:00:00,,13.32,,,31.21,10.06,,,,38.05,13.47,,,31.3,11.02,,,,,,21.45
2019-09-09 12:00:00,,12.8,,,30.68,,,,,41.85,13.8,31.8,,29.4,,,,,,,16.2
2019-09-09 13:00:00,,9.61,,,30.44,,,,,45.28,16.86,43.77,,53.38,,,,,,,15.7
2019-09-09 14:00:00,,9.76,,,30.26,11.81,,45.89,,47.88,16.95,30.04,,50.25,,,,,,,18.2
2019-09-09 15:00:00,,10.7,,,30.1,20.44,,38.25,,43.4,17.83,29.7,,20.55,18.1,,,,,,
2019-09-09 16:00:00,,10.7,,,29.98,21.93,,30.35,,45.4,17.31,28.71,,44.38,18.1,,,,,,37.5
2019-09-09 17:00:00,,,,,33.12,23.18,,26.95,,16.5,12.54,28.46,,40.22,16.84,,,,,,57.65
2019-09-09 18:00:00,,,,,35.33,20.84,,22.64,,33.5,12.45,28.23,,42.48,13.38,,,,,,39.47
2019-09-09 19:00:00,,,,,33.22,18.87,,23.66,,31.65,11.62,27.34,,42.5,14.03,,,,,,33.42
2019-09-09 20:00:00,,,,,31.72,18.05,,28.19,,34.3,11.79,23.35,,31.28,15.8,,,,,,29.2
2019-09-09 21:00:00,,,,,33.28,17.36,,22.54,,29.2,13.36,21.07,,26.15,16.18,,,,,,24.12
2019-09-09 22:00:00,,0.65,,,34.38,15.84,,21.38,,25.0,13.5,21.82,,44.93,17.24,,,,,,19.98
2019-09-09 23:00:00,,4.27,,,33.04,14.56,,23.09,,35.7,14.78,19.1,,40.2,17.16,,,,,,17.25
2019-09-10 00:00:00,,4.51,,,32.1,16.66,,26.32,,41.38,14.7,19.36,,37.5,14.89,,,,,,21.5
2019-09-10 01:00:00,,5.83,,,30.13,18.44,,23.12,,34.88,13.97,17.94,,38.27,14.82,,,,,,22.83
2019-09-10 02:00:00,,6.0,,,28.72,19.38,,23.87,,31.85,14.45,13.58,,32.65,14.64,,,,,,19.2
