code,logPOP,dPOP,dHHS,d1,d2,d3,d4,d5,d6,d7,d8,0-29,30-59,60-89
E06000001,-1.309801529330394,-0.06809765285125813,-1.0649803953444368,0.6060705588049607,-0.07850614380763184,0.5177329549848994,-0.6130934938140334,-0.782658408310747,-0.602917663043521,-0.49700964596992697,-0.3548315244730935,-0.20230442166724674,-0.37419965503696545,0.3632109201977738
E06000002,-0.7925806489934923,0.628083956214515,-0.35115986641232366,0.055601409189771876,-0.3352176389641903,0.32065590396853044,-0.139269077376199,0.4413280722729169,0.21396452319988593,0.011974829877250175,0.12200368096005924,1.0958869206839195,-1.1603283749835076,-0.2558572456785634
E06000003,-0.8274185198373593,-0.45392838786331396,-1.13948879596017,0.17654679655893596,0.5434050765875963,0.47681460934569525,-0.5164111024087129,-0.9483592643730081,-0.853430180593945,-0.7240751418165782,-0.7370949652628495,-0.7215437568242603,-0.758580078402209,0.9775725836359985
E06000004,-0.3671434462068968,-0.078473585310979,-0.21379669531175835,-0.7537235101370569,0.4818715885032403,1.0659493547417669,0.36154036157483777,-0.02623196945374768,-0.5933393240568333,-0.5241993835869201,-0.4615479059350903,-0.1711957856632625,0.010912481934280962,0.16072556082364628
E06000005,-1.143746899607111,-0.4719873543553473,-1.1997754906834661,0.41183228689097706,0.5955083052930187,-0.18961413647325018,-0.7810867630431043,-0.8625198993565957,-0.684666878903383,-0.6785775129954547,-0.6343776861216918,-0.5991650741875393,-0.08021341814113446,0.5172715294512535
E06000006,-0.9008938072045178,0.28279326739497085,-0.5301884081754864,-0.26428487970408376,0.011224384565729533,1.2328998486516967,0.27919599656917876,-0.34603927909494786,-0.5098962201330755,-0.5785259214756948,-0.6005423983665827,-0.13733188816116235,-0.09656517015129423,0.2164591167783483
E06000007,-0.28846202540720267,0.06604732574781784,-0.3408748043466766,-0.48879591754519286,0.42683608576626114,0.8450423656412,0.593604493094104,-0.6101451341206439,-0.7263285984400285,-0.8221234436653128,-0.6453160512318593,-0.5228850506226151,0.5323170860550664,0.17587415621748795
E06000008,-0.7167034185640703,0.003872397747579077,0.3501829115724321,-0.09315743502439539,-1.0931958710183767,-0.22594291453879695,-0.07326012208424498,1.5273422327750839,1.8999750810265121,2.0708353246102393,1.6528976349660531,0.9947835552872836,-0.12958243664320587,-0.685572447718924
E06000009,-0.8064190090818032,0.9305083777990708,-1.787988989760878,1.8418147176912607,-0.3550570507706324,-0.8277224267463124,-1.6300053214052033,-0.9239845825296609,-0.6091371115756207,-0.4935695821717292,-0.40126969783300853,-0.3664652483303847,-0.4521673841091672,0.5240083676095096
E06000010,-0.019484997454251855,0.8419747607723165,-1.1096686961637632,1.1697895894746624,-0.578685774821147,-0.301064187064974,-0.6028789830194166,-0.5657835404749844,-0.2535545736961676,-0.2991760081164619,-0.2705730092272963,0.9938227216563107,-0.37110710327541935,-0.5702458064017943
E06000011,0.32526870476692976,-1.3874414023633708,-0.733166732447908,-0.8338155889382409,1.8683694839283147,-0.4421062761728921,-0.15330371681269014,-0.9548721097226402,-0.8748837997271129,-0.7699810211240048,-0.7128410263557824,-1.677654254098811,-0.6774488446576846,1.6970202239733794
E06000012,-0.6359644081846579,-0.16693251984285948,-1.1969778503469866,0.13376297831418485,0.7000300713703445,-0.23239116799528853,-0.5854648443232267,-0.6413345921389981,-0.5575498186749911,-0.4515576967309784,-0.669458150536006,-0.384895792472243,-0.4206777525874926,0.5168751657061431
E06000013,-0.5388838515704097,-1.1425238352578662,-0.48157045429392764,-0.8300502965785198,1.1112421185403396,0.4990948533729653,-0.09090341578105357,-0.4778729642274179,-0.36532344045164716,-0.4126302033957436,-0.4574753691739509,-0.7723714991285863,-0.19231141240379276,0.7228626006594
E06000014,-0.2848295043459177,-0.22972956411049447,-0.08009181520945832,-0.13944297069042733,1.07707331747847,-0.5842724179310952,-0.5178361882009632,-0.7417164952573597,-0.35969773584261006,-0.31448178111159647,-0.5861783161945616,0.8585461662704449,-1.2749844909860106,-0.06369582797919789
E06000015,-0.03159849156359698,0.7723583318411498,-0.10378944806791121,0.035347493272221704,-0.2144514673795658,-0.3446424252177323,0.14877052366085472,0.14034431241665896,0.4149392005844096,0.569827222362318,0.3818544357950609,0.8251832916295916,-0.45570124763780034,-0.4470809177563269
E06000016,0.37275138086483234,1.0343182615241961,1.636306947773809,-0.18487440312386283,-1.802179457129056,0.07285561166932537,0.9582007330756265,1.6849087959645732,2.099192487152355,2.4207422748735348,1.9834295955772614,2.4145814687751694,-1.3341148136824277,-1.2489785161493252
E06000017,-2.3882868577947862,-1.6145605648300918,0.5977244256727863,-0.8482058063619333,1.9954306084516513,-0.6414832101791499,-0.31911467869201,-0.7220640527625869,-1.0252202802919193,-0.689695072453787,-0.6368245161868386,-1.3175408954989727,-0.737207332343119,1.391580260947163
E06000018,0.29421945486684176,0.9706973983771626,0.49109214660519057,1.3807496334268812,-0.9308714018046477,-0.61912715963527,-1.5136912814722518,0.2652447882389681,0.8463859810156513,0.7022101976148336,0.4211134493693999,3.0981297334919664,-2.07508031377543,-1.424526506196106
E06000019,-0.39662750939302593,-1.7114075380185456,-0.36473244495045204,-0.49803732560722525,1.3310759942777972,-0.75410449923518,-0.21965955733777465,-0.3950757671396243,-0.5042102183258798,-0.5447583617080148,-0.5557673631142626,-1.3385554504359807,-0.6187646876513807,1.364890407856542
E06000020,-0.48455207629567915,-0.377572929116712,0.7844323286733297,-1.4055688403100959,0.5602815678062907,1.227049200729039,0.6664581184393592,0.6710485338169379,-0.061692230377340194,-0.01443966567031919,-0.27784688631156834,0.19724358522792992,0.056829728746553586,-0.14060059783974935
E06000021,-0.03616372824315135,0.6515144235144903,-0.7431447615640531,0.5416338468052178,-0.1389197142404323,0.2654245551452082,-0.6711859237232,-0.4763713176534403,-0.22873689536181832,-0.06975236958739499,-0.045037970481141464,0.5645305154357976,-0.5029499815742426,-0.15368837456127096
E06000022,-0.3934758604602082,-0.45030184512123206,0.44208418650256737,-0.02141825685751458,0.516079284882954,-1.0131826487407325,0.3753023780233167,-0.1510555819479926,-0.519342398524658,-0.5491768542970434,-0.5790988353612879,0.9914807993714053,-1.7134435299085455,0.04539243980973636
E06000023,0.7125079114508779,0.940706024766529,-0.008673992464378265,0.7563894043547338,-0.1333625013226256,-0.8036982497810243,-0.7095570289247946,-0.3066798460077651,0.13061614756523973,0.2091875034077192,0.2502013260915359,1.9147999644511986,-0.7030309409329988,-1.1927641125914878
E06000024,-0.2584776266294664,-0.42656914946295205,-0.48162510385416496,-0.0011684307080768225,1.0850748830149648,-1.1049299549201599,-0.17379060563636015,-0.7100108057210357,-0.7582939945806794,-0.7887879052889593,-0.5876084578046995,-1.1565291179440798,-0.3694050152767643,1.073790830701075
E06000025,0.09813203838182324,-0.4308557968945401,0.5478227626494773,-1.0645399141258216,0.7328383854686248,0.13468675789948567,1.3781202123997403,-0.07739842103619937,-0.6229126945633676,-0.6409236752363853,-0.673219732558419,-0.198426288769687,0.19454062263786084,0.05463753022939816
E06000026,-0.00822938050519644,0.7493426490742642,-0.672720940503387,0.1671701388221333,0.46191849963955445,-0.31965359129789306,-0.6162547283880652,-0.36618060309058376,-0.19307454844058866,-0.21812823764122813,-0.14990441901727009,0.47601137218692074,-0.8546077092932411,0.05273041532056646
E06000027,-0.8356161383950638,0.4585240641312113,-1.1000350152615241,0.8851653419861768,1.030420749803325,-1.5741494820590547,-1.6181649279738046,-0.9522294884257093,-0.5943789189821472,-0.5373120072569126,-0.5102137465803136,-1.464609796933822,-1.1976087794150165,1.7299463060820763
E06000030,-0.21715898729472452,-0.06202447101281088,-0.1098182577535563,-0.292730662456587,0.2510725483482761,0.33490564594239913,0.38723897054396667,-0.3277954951298466,-0.41288644639565253,-0.1879964201877822,-0.24609612247986584,-0.22497718435140296,1.05100323039023,-0.3361018605289095
E06000031,-0.3360526441660827,-0.40634437976655674,0.9395891130137148,-0.5157753155561556,-0.14390324730694282,0.38328590999499335,0.2552199956406318,0.4393194244778942,0.6692325174176106,0.6661041630648247,0.7212432894933726,0.61356651899311,0.47096828096698123,-0.7237604147500868
E06000032,-0.2702959830240289,1.0373187837095472,1.591873383287885,-0.86173601356432,-1.6651640026280836,0.7425724094986998,0.7890035052714798,2.031902271018775,2.7420646173781686,3.1140842345365485,3.1791635274877126,1.2471779467288422,0.39710513949698106,-1.1896967683373842
E06000033,-0.4617547448373135,0.9236719863052991,-0.4107337225115013,0.4876005840587106,-0.09560525763481068,-0.4973891829908383,-0.08314616943531863,-0.2282919991370913,-0.2907206452125732,-0.3262377204664694,-0.3669811921167305,-0.5020390592314047,0.42284538283483014,0.13699499540583113
E06000034,-0.5239300944051031,0.009068421586741275,1.24635159756442,-1.1413364999627864,-0.6288412924608476,1.5590392762412109,1.924790476705909,1.000166004958813,-0.013433834882460527,-0.06538662551023997,-0.3609044162159899,0.6146174000476724,0.9128683367334169,-0.9203116709274635
E06000035,0.06879188162758927,0.2141804857838627,0.411071808741387,-0.7692889193078946,-0.23085452693870112,1.1736054472474138,0.9539471227356796,0.43321259995197164,0.1044518129146402,-0.16244591759179403,-0.272895801530665,0.4323787786543705,0.13851628227803423,-0.3817714378028142
E06000036,-0.9697968077651666,0.040184593258734747,0.6447039047576107,-0.7733358788882199,0.0643982047471782,0.7154171082228663,1.5511931081849784,-0.15519176931986844,-0.49669294313977097,-0.5434084968810929,-0.5988607686124205,-0.04032359658478643,1.3580173553446193,-0.6375045125381859
E06000037,-0.6448181178572167,-1.066869724513153,0.020659124225896896,-1.2399050973763477,0.7593211176591518,0.4827590143373293,1.3182175123821829,-0.07861427447153413,-0.42660328021149263,-0.5554780834594141,-0.611390867677618,-0.5809429326198492,0.35816880055453076,0.29588487063850505
E06000038,-0.6185111323310196,0.8923342618916233,0.17285791404540182,-0.0354232346035643,-0.3269360551740153,0.11609514551482245,-0.02350634666909316,0.3085099437432828,0.5509187866046754,0.5316523733588445,0.47680339771770286,1.3805672853525162,0.2596774001363488,-1.2371178139596721
E06000039,-0.7180306923461373,1.0096570036745387,1.9674295805935178,-0.5798644062802983,-2.641880562828412,0.8568882484965037,1.3994383366230305,2.9322277184947483,2.8801251705487827,3.0613641272946546,2.743365645863197,1.230903659465779,1.3396423233659958,-1.6385395089804682
E06000040,-0.7022029497557353,-0.22734031981936353,0.278023787254437,-0.6020836036518059,0.06374187321939419,0.10100372236397515,1.1173934551006452,0.22536904059425467,-0.20639458982029849,-0.2146033728225633,-0.08001441237898425,-0.572724971544937,0.7965347525212436,-0.0004946155091782492
E06000041,-0.5475247462520142,-0.07655381460664924,1.4403652480550586,-1.880572799067742,0.5807682463380116,0.7587693331907588,2.425447948753038,0.46408581885516226,-0.3704670793504672,-0.4345322202541357,-0.4922818479216012,-0.3622545277654266,0.8224562426070782,-0.1364126462300785
E06000042,0.02678543646205772,-0.13993484283745938,0.9438912402641122,-1.227208539878099,-0.0791827766720281,1.2876808860960365,1.244654697282444,0.6967000939522833,0.17882628482452587,0.23141314094350252,0.029569615517134138,0.31418438329387155,1.070577933433088,-0.7661214861604018
E06000043,0.12357165195724908,0.7853352946374614,-0.6944386548214979,1.451357677202459,-0.24229362014762654,-1.0404454809661687,-1.0986287603449019,-0.6201542548437746,-0.41709133580756524,-0.5643445472766644,-0.5069490552589374,1.2152256163471244,0.22253580577478901,-1.106377446131265
E06000044,-0.2593425259194769,1.1328316359121948,-0.11141133420073245,0.3566383051053771,-0.41999735639171876,0.0991204025992186,-0.2057454643371038,0.3934833218506307,-0.026194533797727616,-0.2139465189183259,-0.27705899823319535,1.6581944902561618,-0.8783755231153513,-0.8835011275415979
E06000045,-0.05532735566932386,1.0496501445634365,0.15736923647172385,0.7869284960602343,-0.5796353390239602,-0.5553684699704295,-0.5334458924786194,0.1905711140054302,0.2796553269255331,0.41604834559963494,0.21615505088991124,2.2134175811527514,-1.4169926367028143,-1.058499493831757
E06000046,-0.7855036899898765,-0.7233177270286063,-1.0435865123783148,0.49167108689685474,1.361693505795979,-1.4563553733767358,-1.506833499779965,-0.9524010818501718,-0.5347590161825085,-0.5766909681405663,-0.570530872772409,-1.7567906755968616,-1.387144609253592,2.0680601452507577
E06000047,0.8826487919528915,-1.0324048745495458,-0.8137336216694098,0.13806582737052558,0.7368393563117868,0.4906113980062747,-0.6794870213990862,-1.1643381478427584,-0.8402253801760935,-0.7764961072544395,-0.7047710912332803,-0.36882951506713957,-0.657051102891555,0.6635398730036616
E06000049,0.4753428699916795,-0.8094852696538005,-0.6171336538763526,-0.2681120904161728,0.7898486327100062,0.12477252809015811,0.15543007658651098,-0.8508559431615649,-0.7843965470168048,-0.801121425620534,-0.6888428922628709,-1.1545796001429034,-0.10083335632950781,0.9484653695596097
E06000050,0.33228583500301767,-0.7216316621566747,-0.5392691907566572,-0.29404831376551144,0.722014696715797,0.10816001105414237,0.0693734146141164,-0.6169431419782145,-0.6104654891882194,-0.6151655368233887,-0.5994205961029491,-0.6977556595304267,-0.3028860901984888,0.703884490277404
