,loss
399,132.69950505074738
400,132.6121701808334
401,132.49588859425805
402,132.38096684803165
403,132.3167645669397
404,132.1868243796288
405,132.13429048571282
406,131.98018919663622
407,131.89754516954366
408,131.80209460837304
409,131.7192187888085
410,131.6343174311467
411,131.58499268989343
412,131.48100483624233
413,131.3772171108709
414,131.28383557093625
415,131.19808832069353
416,131.09973757528846
417,131.00800424917585
418,130.94570181962382
419,130.8639774653264
420,130.76444460477444
421,130.66805430506005
422,130.59706999938612
423,130.48418968950392
424,130.39901175526526
425,130.32272012523143
426,130.22842909972792
427,130.15854602879872
428,130.0830181761284
429,130.00017957742503
430,129.9370564808046
431,129.8607054252845
432,129.77365160815287
433,129.6764004216718
434,129.59640035463894
435,129.51516547230628
436,129.43999988357456
437,129.34053498196465
438,129.26454912306946
439,129.16165535987457
440,129.10084445490313
441,129.02814413081703
442,128.93244766499956
443,128.86053996003432
444,128.76056472690118
445,128.73251955771033
446,128.66146356659817
447,128.55157717666185
448,128.49422304892127
449,128.39742424584537
450,128.3363006679998
451,128.2290272795396
452,128.17024098655392
453,128.07216419374322
454,127.97623690566576
455,127.88748568055257
456,127.81757015162121
457,127.72067049059565
458,127.64315518064996
459,127.59328350441993
460,127.49958549896417
461,127.44549670798241
462,127.38981011010318
463,127.29559061568597
464,127.2267770050578
465,127.19408041893402
466,127.0467614851935
467,126.96225566533259
468,126.90203449491821
469,126.84737025795644
470,126.73541224485187
471,126.66102873521044
472,126.5921180592796
473,126.51565168083059
474,126.43913566721658
475,126.36780583376141
476,126.29876850106123
477,126.22398367644735
478,126.16487121582031
479,126.12685590534541
480,126.02649737231305
481,125.96556470573293
482,125.93152993262848
483,125.79292778059238
484,125.747794663975
485,125.6515404585469
486,125.59312456605062
487,125.49640924530911
488,125.4462261751208
489,125.3794612112762
490,125.27627563476562
491,125.22287604712338
492,125.11043764676661
493,125.05578551540485
494,124.97831282863727
495,124.88910772070031
496,124.83965804259901
497,124.76311393693692
498,124.69196729715159
499,124.622620819621
500,124.5565962598503
501,124.50724721919595
502,124.42935489367888
503,124.38455782322525
504,124.28228605413713
505,124.20094705041433
506,124.13562708507384
507,124.07580028379584
508,124.05444596130724
509,123.95360772458115
510,123.90376625722543
511,123.82555393814351
512,123.75334939240031
513,123.67238665453961
514,123.60571977031024
515,123.55364540408802
516,123.46187035885849
517,123.39171895815458
518,123.32224917549618
519,123.2505604738445
520,123.18868683390535
521,123.11152675386109
522,123.06928129692298
523,122.99943643911726
524,122.96755002413182
525,122.87443694627353
526,122.81017969385047
527,122.73498676277998
528,122.68753576554315
529,122.57294935987174
530,122.51979214883264
531,122.45033881567807
532,122.38253625417721
533,122.31107855118768
534,122.2403404809147
535,122.17901946492277
536,122.11236254741691
537,122.04142540727737
538,121.98952001229875
539,121.90982355547779
540,121.88785442727149
541,121.79498449777591
542,121.74073306397895
543,121.70355224609375
544,121.56518395925534
545,121.52889688304394
546,121.45967997291874
547,121.39803953666907
548,121.31261325020321
549,121.23258187178243
550,121.16771049720015
551,121.08737142926695
552,121.06332538582686
553,120.97984150792821
554,120.92129825305388
555,120.8586678477381
556,120.81105338080081
557,120.73221885813454
558,120.67997653498126
559,120.6251104718688
560,120.55215295339596
561,120.49673933789909
562,120.446077688581
563,120.38779789037098
564,120.32290261329254
565,120.2638284319398
566,120.22400502111181
567,120.15955485084842
568,120.09166563177385
569,120.03663875601885
570,119.98879638848277
571,119.90950885397851
572,119.85066161403766
573,119.79114007674201
574,119.73228966156182
575,119.6636994202013
576,119.63186345624096
577,119.56969703277412
578,119.51524802852917
579,119.45264068779917
580,119.40044319285134
581,119.35576157762826
582,119.30428640553028
583,119.27978674386966
584,119.17685245227263
585,119.1073198042853
586,119.06647315052892
587,118.9784144583465
588,118.93689652812274
589,118.87536881286974
590,118.82428849501417
591,118.76972952605672
592,118.71317683754629
593,118.66857089886086
594,118.6150568262001
595,118.57343023222995
596,118.51519016861226
597,118.4573030416676
598,118.40750726247799
599,118.36285678224067
600,118.31522007760285
601,118.28652085320797
602,118.20442984696757
603,118.18248470945855
604,118.0906205370247
605,118.06484006319432
606,117.98453398246986
607,117.9367524295873
608,117.88063816665914
609,117.82078146521067
610,117.77879906803197
611,117.78814617884642
612,117.66133294077967
613,117.62077499125046
614,117.56712980766517
615,117.50458839725208
616,117.45423311442998
617,117.45752438231011
618,117.36865834142431
619,117.33822649476156
620,117.27463677025943
621,117.2230644446577
622,117.14673266107637
623,117.1112344554394
624,117.03675595322096
625,117.02211677683572
626,116.96741706098435
627,116.91691986260386
628,116.89379335965724
629,116.81627086132248
630,116.77472761738507
631,116.72332031602804
632,116.68710699798055
633,116.6594244014321
634,116.60110932278495
635,116.55939047047168
636,116.47735948507497
637,116.43496739382
638,116.38350686310343
639,116.34811180864456
640,116.27922075745687
641,116.23432415206997
642,116.20089827521
643,116.13697673819658
644,116.07650271729926
645,116.04244920146259
646,116.02580261230469
647,115.99870711530563
648,115.90459777302824
649,115.87711620882068
650,115.83866705922033
651,115.81041633738259
652,115.77151577458905
653,115.70490948451048
654,115.63916095005983
655,115.611468717542
656,115.56597194781882
657,115.51398296025447
658,115.4506010375271
659,115.44439088678084
660,115.34195052130374
661,115.2926016350013
662,115.28969401982478
663,115.25184706318585
664,115.2125738066745
665,115.16564156416524
666,115.12534076492221
667,115.07251982054959
668,115.01365864483607
669,115.02809601712089
670,114.9166802202346
671,114.87279973553784
672,114.84257564654929
673,114.801132973908
674,114.78735536784795
675,114.7451800748792
676,114.70917096441191
677,114.6702928487965
678,114.67252513025538
679,114.61444471061574
680,114.56282213244135
681,114.52183934029816
682,114.49598175666236
683,114.47320971185762
684,114.45124622852127
685,114.38080927677926
686,114.3478713283649
687,114.3023027188516
688,114.27025410205643
689,114.23344800651418
690,114.19138276645903
691,114.16706393908903
692,114.12516974300318
693,114.0831852730988
694,114.05668340253003
695,114.00110171985075
696,114.06754007504854
697,113.96722941315932
698,113.92882815675239
699,113.86899200615855
700,113.83281187377224
701,113.80127499971776
702,113.74792877373667
703,113.75001464138141
704,113.69498853738597
705,113.6742838159462
706,113.6180142529438
707,113.5923049132948
708,113.54567921368373
709,113.52151608329288
710,113.48036780384923
711,113.46016776906272
712,113.43341847237824
713,113.43491539927577
714,113.3821632958561
715,113.34384051637153
716,113.31686348446532
717,113.27721647582302
718,113.27371599495066
719,113.22557561797214
720,113.17608254493317
721,113.16671267823676
722,113.13333936922812
723,113.0920502326392
724,113.05431290995868
725,113.01916839070402
726,113.01135051043737
727,113.00564041578701
728,112.94004720346086
729,112.9200167793759
730,112.8931471543505
731,112.8604471283841
732,112.82293410108268
733,112.81196902942106
734,112.7852696766054
735,112.74420920134969
736,112.70964663290565
737,112.65683733107727
738,112.61765328997133
739,112.61561699134077
740,112.57296364844879
741,112.53283638485594
742,112.51297420435559
743,112.49873343230672
744,112.47361168833827
745,112.43130810687997
746,112.42433342906092
747,112.41277271336902
748,112.35160735025572
749,112.33049805040304
750,112.29164295527288
751,112.27244356188471
752,112.25468813063782
753,112.22054806747877
754,112.1998243166532
755,112.18519265941113
756,112.1927989011555
757,112.11213375378206
758,112.07215418291919
759,112.11314991857274
760,112.01823619335373
761,112.041019175094
762,111.98133603134596
763,111.94164395194522
764,111.9165939595658
765,111.87501622900109
766,111.87184057070341
767,111.8357488378624
768,111.8480008957703
769,111.80119542028173
770,111.7521650722261
771,111.75815388232986
772,111.71991112328678
773,111.70106612188968
774,111.66263721444014
775,111.66924422600366
776,111.63102631761849
777,111.5964430439679
778,111.6168552023827
779,111.52504258348763
780,111.53261557342
781,111.52674102783203
782,111.45717126923489
783,111.43395656519543
784,111.43770127489388
785,111.42342107695652
786,111.34806947211999
787,111.34242248535156
788,111.32268687341944
789,111.29923728986972
790,111.2809361364111
791,111.29645608890952
792,111.24096238682036
793,111.2255058509077
794,111.19403420156137
795,111.16746238752597
796,111.13753663873396
797,111.1415658410574
798,111.10056573944973
799,111.0770682627066
800,111.05269697773663
801,111.02868431841019
802,111.01229364472317
803,110.99283780665756
804,110.96044586710848
805,110.92960243004595
806,110.96417024645503
807,110.91570831034225
808,110.91719822525289
809,110.8751096339584
810,110.82891925084108
811,110.81286607863586
812,110.79039327808887
813,110.76300807357524
814,110.71621501239049
815,110.75228449650582
816,110.69442669642454
817,110.6968687200822
818,110.65583964441554
819,110.62515355810265
820,110.64935382115358
821,110.58614922672338
822,110.59505220093479
823,110.58468702900616
824,110.54252126175544
825,110.52577853340634
826,110.48940290329773
827,110.46512444997799
828,110.45305761436506
829,110.44655961935231
830,110.40414710954434
831,110.39146873165417
832,110.38173803428694
833,110.35741155547214
834,110.33775902896947
835,110.32857764800849
836,110.305378599663
837,110.28999553526069
838,110.2825095557064
839,110.24278232817016
840,110.24805781193551
841,110.23465592048072
842,110.23399388307782
843,110.19990116185535
844,110.18846527276011
845,110.18142391491487
846,110.18991891497133
847,110.138200219656
848,110.12830233711728
849,110.10366071579773
850,110.11537190255402
851,110.06316247840837
852,110.07465975546424
853,110.03651851587902
854,110.0208364938725
855,110.01719886030075
856,110.00938874173026
857,110.00992817961412
858,109.99592740273889
859,109.95225789505622
860,109.96295364468084
861,109.9263362112762
862,109.89305064030465
863,109.87663485135646
864,109.87990772930873
865,109.85916543420339
866,109.81793609795542
867,109.7939663043601
868,109.79702322193653
869,109.77641913794369
870,109.83173392411601
871,109.73435965300985
872,109.71140134954729
873,109.69864253226044
874,109.65996106098153
875,109.69525878553446
876,109.62098680617493
877,109.62322867950263
878,109.59755164350388
879,109.5863024761222
880,109.59065934550556
881,109.55195167850208
882,109.54361892435593
883,109.54761703579412
884,109.51291643263977
885,109.49693977488259
886,109.46575760152298
887,109.43596490407955
888,109.50665159721595
889,109.42839738261493
890,109.44925720567647
891,109.39630629699354
892,109.39722407346515
893,109.35517971501874
894,109.35465042026057
895,109.33429113840091
896,109.30388301783215
897,109.30983385736543
898,109.29848061269418
899,109.29038042277959
900,109.24961711905596
901,109.24738510220037
902,109.24997195205248
903,109.222515657458
904,109.20008823637329
905,109.17972996882621
906,109.17335082478606
907,109.15152722838297
908,109.14424406724169
909,109.11372922335057
910,109.103284317634
911,109.10067991576443
912,109.13539052974282
913,109.07368822042653
914,109.09315865577301
915,109.03540365406543
916,109.0247728645457
917,109.00640031230243
918,108.99345345028563
919,109.03136329430376
920,109.01749402525797
921,108.9486428850648
922,108.93935874983066
923,108.93804755238439
924,108.90556256068236
925,108.94561097249819
926,108.98363234679823
927,108.8659662235679
928,108.87326623111791
929,108.86191483866962
930,108.84860763108799
931,108.8210079656171
932,108.8148588500271
933,108.79191335777327
934,108.80220300751614
935,108.7859201155646
936,108.76698647206918
937,108.7447300729035
938,108.74506854459729
939,108.72146721106733
940,108.70307759191259
941,108.68603083439645
942,108.69880839441554
943,108.64634528187658
944,108.62326340868294
945,108.64467201894418
946,108.65215824105147
947,108.59331036165271
948,108.57431065553875
949,108.5737489027784
950,108.56498907894068
951,108.56131903146732
952,108.54024073429879
953,108.52261365769226
954,108.51703233663747
955,108.5174165405979
956,108.52541324858032
957,108.50890857498081
958,108.4574902264369
959,108.452640996503
960,108.48040242277818
961,108.44061058794144
962,108.48114432627067
963,108.42824902837675
964,108.40301416650672
965,108.39989694143307
966,108.39557828517319
967,108.37066937044177
968,108.36436272769994
969,108.35348310084701
970,108.37651070831828
971,108.32564575548116
972,108.30663070237705
973,108.3087318729114
974,108.31104027191338
975,108.28724802711795
976,108.27604653242696
977,108.31057302662403
978,108.25311140380154
979,108.24100340032854
980,108.23278517530143
981,108.2765360925928
982,108.2247715327092
983,108.20921477830478
984,108.2178462916027
985,108.18534290997279
986,108.202441970737
987,108.16899294109014
988,108.14068960730052
989,108.1447697898556
990,108.1159994753799
991,108.10590203786862
992,108.09664034981259
993,108.09293387528788
994,108.13363382857659
995,108.07175560218062
996,108.05807750900357
997,108.05147596590781
998,108.03615667089562
999,108.02073424675561
1000,108.01454180237874
1001,108.01775730552012
1002,108.00333770575551
1003,108.00515292834685
1004,107.99687697570448
1005,108.01087307792179
1006,107.95374822892205
1007,107.95932791825663
1008,107.9535824990686
1009,107.94502452343185
1010,107.92125309409434
1011,107.92478942871094
1012,107.91567869682532
1013,107.88041942794888
1014,107.909849883504
1015,107.86882521789198
1016,107.86346047462067
1017,107.85860275533157
1018,107.81714848424657
1019,107.7991869270457
1020,107.85781900042055
1021,107.80125947632541
1022,107.77165636713106
1023,107.73535367932622
1024,107.72476275670046
1025,107.83565843174223
1026,107.77620119304326
1027,107.78439189932939
1028,107.78346913949602
1029,107.74017045125795
1030,107.71232111054348
1031,107.68897364180901
1032,107.69180976999978
1033,107.7138573089776
1034,107.65565354010963
1035,107.63610866304077
1036,107.62966998326296
1037,107.61719034448524
1038,107.61613861260386
1039,107.58300648948361
1040,107.64205218188336
1041,107.58707405928243
1042,107.56056954268087
1043,107.55554896007384
1044,107.56408686996195
1045,107.59180339085573
1046,107.55024066550195
1047,107.56670123855503
1048,107.52493656577403
1049,107.50026455917799
1050,107.49835507166868
1051,107.4771395997505
1052,107.48385730368554
1053,107.45660678224067
1054,107.43166805553987
1055,107.4494204548742
1056,107.43831409608697
1057,107.42916781916095
1058,107.42579443606338
1059,107.44105406303626
1060,107.42102302154365
1061,107.38138020245326
1062,107.39883237629267
1063,107.37169920640184
1064,107.37056701307353
1065,107.33314994856113
1066,107.35675256100693
1067,107.33939401262758
1068,107.34149090540892
1069,107.31306814733958
1070,107.31997596873025
1071,107.29064220362316
1072,107.2913645485233
1073,107.28595552830338
1074,107.27171166921627
1075,107.27542766945899
1076,107.2511215209961
1077,107.24715569115787
1078,107.24014586520333
1079,107.20686653445911
1080,107.1890186023161
1081,107.21483651751039
1082,107.1961219655296
1083,107.19054523093163
1084,107.17280508052407
1085,107.11574360400955
1086,107.14579367224192
1087,107.16536633265501
1088,107.1527676665025
1089,107.16249798901508
1090,107.14355459929891
1091,107.15945161146925
1092,107.21571447118859
1093,107.20647889065604
1094,107.09700978008998
1095,107.09710133282435
1096,107.07361183828012
1097,107.06584908369649
1098,107.05785436023866
1099,107.06240910877382
1100,107.03901848765467
1101,107.05446761467553
1102,107.0187118177469
1103,107.01741237309626
1104,106.99904610518087
1105,107.00723447413803
1106,106.98266994057363
1107,107.02964500471347
1108,106.96073754812252
1109,106.9656253880848
1110,106.93456828387487
1111,106.92209413561518
1112,106.92966117197379
1113,106.943409252718
1114,106.90633193881526
1115,106.91472647782695
1116,106.90300146554935
1117,106.88581182226281
1118,106.8712822357354
1119,106.87362829660404
1120,106.83005977917269
1121,106.83688808727815
1122,106.84619621320957
1123,106.84397374412228
1124,106.85726055520118
1125,106.81095833309813
1126,106.81580696767465
1127,106.7942423737807
1128,106.81595298458386
1129,106.80139691567834
1130,106.79613726400916
1131,106.77066705957313
1132,106.7870743150656
1133,106.74572458432588
1134,106.74024769336502
1135,106.72057146281865
1136,106.71714994397466
1137,106.71138282731778
1138,106.76825595039853
1139,106.71216098145942
1140,106.69095501320899
1141,106.68098487192496
1142,106.67007459519226
1143,106.66123737489556
1144,106.64735657355689
1145,106.70210080890986
1146,106.63572829582787
1147,106.6487138340239
1148,106.64293282569488
1149,106.61232695827594
1150,106.60741164367323
1151,106.6358691970737
1152,106.64106534395604
1153,106.55682408327313
1154,106.59681123942998
1155,106.564565228589
1156,106.5792803461152
1157,106.56141261282684
1158,106.54961443774273
1159,106.52196921640738
1160,106.5364692996692
1161,106.53123646113225
1162,106.50335446396315
1163,106.48777065387351
1164,106.49668407991443
1165,106.48413262339686
1166,106.47596502579705
1167,106.47396321379381
1168,106.46568324800171
1169,106.47513796414943
1170,106.43941374321204
1171,106.42036762127297
1172,106.44078491740144
1173,106.46072978642634
1174,106.39661597103053
1175,106.40959361522873
1176,106.39833646564814
1177,106.39200305387463
1178,106.37260776585926
1179,106.38212338486159
1180,106.35020521748272
1181,106.366016189487
1182,106.37307411811256
1183,106.3652584979989
1184,106.33839936890354
1185,106.34726234391934
1186,106.35172867085892
1187,106.31019398242752
1188,106.33800246398573
1189,106.31953968202447
1190,106.36499173379357
1191,106.3223741123442
1192,106.32112280343998
1193,106.34695736659056
1194,106.29620440709108
1195,106.27428899335034
1196,106.29106060755736
1197,106.25003519223604
1198,106.22712643573739
1199,106.22605282998498
1200,106.2446436358325
1201,106.2323110062263
1202,106.24286325267285
1203,106.22883347968835
1204,106.1875431303344
1205,106.21361978343457
1206,106.17684581514038
1207,106.1824606305602
1208,106.1580822895028
1209,106.18818759366955
1210,106.16948210435106
1211,106.13834967640783
1212,106.13480037623059
1213,106.13194301362671
1214,106.1650896017262
1215,106.0967918792901
1216,106.11253083510206
1217,106.11875430421333
1218,106.13201913116984
1219,106.13257100540778
1220,106.1028522645807
1221,106.10182238452008
1222,106.10323541012802
1223,106.04454296310513
1224,106.12317664085785
1225,106.03322667469179
1226,106.1416082216825
1227,106.05776580634145
1228,106.02643051588467
1229,106.00481630887599
1230,106.00953352382417
1231,106.00038111692218
1232,105.99363955459154
1233,105.99165783038718
1234,105.97370888594259
1235,105.96236018362762
1236,105.94925350123059
1237,105.94693756103516
1238,105.94877571591063
1239,105.94482166091831
1240,105.93499991797299
1241,105.94180139089596
1242,105.9701234674178
1243,105.9127235192095
1244,105.9168391586039
1245,105.91046252829491
1246,105.90158658771846
1247,105.88621953181449
1248,105.87669857664605
1249,105.91050367410472
1250,105.87034836256436
1251,105.86776645197345
1252,105.8534366850219
1253,105.90776705879696
1254,105.90061028982174
1255,105.85252444316886
1256,105.84322573270411
1257,105.82516876397105
1258,105.81794571187454
1259,105.82341466473706
1260,105.81090629445335
1261,105.7777369504719
1262,105.820317262859
1263,105.78373780002484
1264,105.78614546935682
1265,105.78534270711027
1266,105.81179447945831
1267,105.73868715142927
1268,105.74102289277005
1269,105.7606704138607
1270,105.74510373683334
1271,105.72826954395096
1272,105.74360224552926
1273,105.70503261323609
1274,105.7082359005261
1275,105.70005079500937
1276,105.69628244741804
1277,105.70535216579547
1278,105.67898017133591
1279,105.7167345609279
1280,105.65336652987266
1281,105.64688083891235
1282,105.63273625015523
1283,105.64271915854746
1284,105.62211996971527
1285,105.62842872928333
1286,105.62452680113688
1287,105.62917733605886
1288,105.6225480537194
1289,105.61506899795091
1290,105.63001242400594
1291,105.59702450967248
1292,105.60107360134235
1293,105.60129780852037
1294,105.57259249825009
1295,105.57688326091436
1296,105.6465694890546
1297,105.55941633544217
1298,105.55962645249559
1299,105.5472924116719
1300,105.56270925709278
1301,105.5127372962202
1302,105.52596106556798
1303,105.51758639385245
1304,105.56270312711682
1305,105.51790605666321
1306,105.48683151068715
1307,105.49161154686371
1308,105.48996333304169
1309,105.48005394026035
1310,105.4635022113778
1311,105.47342677474711
1312,105.44074677042879
1313,105.45917338994197
1314,105.44568179797575
1315,105.42142759995653
1316,105.46151433514721
1317,105.43637874360718
1318,105.43294657448124
1319,105.43310782812924
1320,105.43918909502857
1321,105.41668108019526
1322,105.39876243282605
1323,105.38433815840352
1324,105.33989984589505
1325,105.5080350754578
1326,105.37188910335475
1327,105.36277753355876
1328,105.34556213555308
1329,105.36576239084232
1330,105.31431068023505
1331,105.34015845149928
1332,105.32422990743825
1333,105.31972922617301
1334,105.30603662391619
1335,105.32148094397749
1336,105.28343613023702
1337,105.29288218062737
1338,105.29567634714822
1339,105.2932234306556
1340,105.32243391268516
1341,105.32090075718874
1342,105.25692916605514
1343,105.24691446116894
1344,105.27714426117825
1345,105.24769149074665
1346,105.231193101475
1347,105.22488288658892
1348,105.20004858998205
1349,105.2050098132536
1350,105.19618926296344
1351,105.19694051577177
1352,105.19732017737593
1353,105.20482547296955
1354,105.18626280327064
1355,105.1813934414373
1356,105.18143123560559
1357,105.20017414423772
1358,105.20666724408981
1359,105.20162774234838
1360,105.17018109801188
