code,population,dPOP,dHHS,1,2,3,4,5,6,7,8,households,d_general,0-29,30-59,60-89,Indian,Pakistani,Bangladeshi,6+,logPOP,d1,d2,d3,d4,d5,d6+,PCA0,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA,PCR,error,perror,Actual,Predicted
E08000005,222412.0,0.19743517387938056,0.014080521328471953,28183.0,27518.0,13687.0,10581.0,4447.0,2081.0,593.0,462.0,87552.0,48.558531014513605,0.5078130188970733,-0.16145513070689813,-0.3041897956037601,-0.4808720332160103,2.5419571920688844,0.4357810370486876,3136.0,-0.2159129156299943,0.3693656445872904,-0.622497080084133,-0.028408315408764147,-0.43756604239498487,0.31423717641746635,0.7945347241261216,1.2951573841394923,0.934466045660334,1.2177496585420475,0.4144305389804549,0.3315785066069001,-0.7754330666000002,1.9438001561919136,-0.01824488799088736,-0.023375804652685246,-0.08601426888861502,0.10902792630953437,0.2532102865776049,0.10941865818728141,0.004020311598124716,1.0191618713142629e-14,-3.8865828698775142,31.802296625622837,16.756234388890768,52.7,48.558531014513605,33.48585190557583
E08000006,258834.0,0.6222477245985111,-0.1829480308743626,37751.0,33517.0,15597.0,10567.0,3908.0,1421.0,384.0,411.0,103556.0,52.156980922135425,1.0758575115617208,0.025675808280304142,-0.8625528059341163,-0.3458949725134093,-0.3453166430541673,-0.21413378544633735,2216.0,-0.024089716374523572,1.4540799311820714,-0.35502878274250793,-0.438273739573429,-1.4838891927263307,-0.7828668217526106,-0.17827678219841495,-0.18168811009018804,2.472755954611854,-0.5041966519999745,-0.39564656388539543,0.8327703773393652,-0.3091824451582144,-0.32054114344989065,0.23091552319359157,0.1318511274068876,0.5297852830831926,-0.21093345520453624,0.19471659863975896,-0.05655802007962232,-0.007827464372941392,-9.511123693960654e-15,-1.1750665867426053,34.42668793013127,17.730292992004152,51.5,52.156980922135425,32.69325279996906
E08000007,293423.0,0.5380731525598927,-0.6356743390085177,38535.0,41329.0,18868.0,16015.0,5199.0,1509.0,352.0,172.0,121979.0,43.282223956540555,-0.5749499115512385,0.17893618100002168,0.3586576317602968,-0.3683911492971761,0.13093471119293396,-0.2502401644738388,2033.0,0.13455983105613387,0.21713504026103966,0.0783639380471345,-0.1465528897769974,0.14304707020570306,-0.3724136781000231,-0.4975341478262167,-0.7489420521506752,0.13718637830003164,-0.5183483004521713,-0.024116219521829907,0.20182895717200539,0.30432268284122227,0.5578200609244143,-0.3322631295987766,-0.02806521082001843,-0.7028975506911719,0.03121315644036285,-0.00927365495120917,-0.005519294310487206,0.00391845901564397,1.178629606198977e-14,4.039404538828244,39.47361048216435,3.808613474376209,9.6,43.282223956540555,39.63781105051459
E08000008,226493.0,0.5017726034176647,-0.733043631109175,31037.0,30941.0,15765.0,11470.0,3805.0,1353.0,345.0,237.0,94953.0,53.42328460482222,-0.023559411629711213,0.2077781922953512,-0.040883745010475835,-0.2109179118108083,0.07140329191204638,0.3996746580211862,1935.0,-0.1929145311713199,0.4956972291253236,-0.2922690750427774,0.6671231107200427,-0.44075231280332067,-0.5866834097996382,-0.2471271822743192,-0.22871394988332247,0.7525008509047765,-0.695910852325426,0.02058053065306209,0.031885616587863375,-0.3856572498312771,0.39460623535580575,-0.9646377499283825,0.20502615192104673,0.09130981824453671,0.17512211261919486,0.1878468284226856,-0.03379107499822071,0.007010628327051417,1.604138377340969e-14,9.9059378875442,45.15164354570871,8.271641059113513,18.3,53.42328460482222,44.37812393586868
E08000009,237354.0,0.4957487477524337,-0.12198936438555025,28179.0,31108.0,15335.0,13262.0,4675.0,1416.0,302.0,207.0,94484.0,34.54755344337993,-0.24333834665548512,0.7481498428199874,-0.20706340936973133,0.036540032810626843,0.33929467867604085,-0.2502401644738388,1925.0,-0.13367008243221204,-0.23240401541526853,-0.19549950049440865,0.39987645174478736,0.647468278804011,0.20386024012062384,-0.2474431269016065,0.5467524166741159,-0.44499830657241357,-0.882462323242066,0.2731172311447479,0.03039416594609476,0.17749652125604395,0.5324094171588827,-0.015566221335778105,0.09988090616580139,-0.41234105122009074,0.17126633677153563,-0.059446060194533,0.1184483781801389,-0.014882756992345439,-2.0059726259043582e-14,8.173286698560384,43.474664970142804,-8.927111526762872,-20.5,34.54755344337993,42.33571241110506
E08000010,328662.0,0.3373662169482543,-0.6150850997091026,40053.0,47498.0,23861.0,17953.0,5283.0,1400.0,228.0,110.0,136386.0,42.29268975421558,-0.4735317696134773,0.38224755561601104,0.23398258075062875,-0.525864386783544,-0.5239109008968303,-0.32245292252884156,1738.0,0.27801368920329766,-0.34856889473305525,0.348260747481304,1.3069312014616694,0.16199375004272704,-0.6990281018410103,-0.7622340928542479,-0.8883949836806855,-0.7762205833345035,-1.4537138087313235,-0.3984586841749128,0.2589700566099395,-0.3494070595515787,0.28897390338265677,-0.8010045200619514,0.2867234305607391,0.0272711795885862,-0.12923338095065928,0.12828574137259346,-0.0442139296627584,0.01053629842743502,2.197313607475307e-14,10.08074668600512,45.32083548214879,-3.0281457279332074,-6.7,42.29268975421558,42.61096174964477
E08000011,150862.0,0.33886737037139775,-0.3725341089419552,19041.0,18991.0,10794.0,8321.0,3070.0,893.0,145.0,68.0,61323.0,42.42287653617213,0.24045599411992144,-0.3725114575353974,0.02075647608130133,-0.525864386783544,-0.5536766105372741,-0.32245292252884156,1106.0,-0.7068894276874178,0.0794903380848829,-0.7544760274479563,1.3834296176485608,0.3876712421881659,0.25289769268128104,-0.40518614078470433,0.08176193649785105,-0.33305204030335267,-1.104680340026255,0.6797558395802451,0.4375433845860345,-1.099634416064503,-0.37128701943172443,-0.6990867492609133,-0.7419804603119751,0.0029875628949696947,0.11238910633134888,0.31394343751381787,0.12764026587148483,7.58442738526279e-05,6.030010088426458e-15,16.850717529020635,51.87327727373717,-9.45040073756504,-18.2,42.42287653617213,48.02621363371509
E08000012,498042.0,0.9733109578057437,-0.6061321695186181,80973.0,60213.0,30559.0,22422.0,8435.0,2851.0,704.0,358.0,206515.0,59.63352488344356,1.301642857698215,-0.707050230301458,-0.6574822183584181,-0.3458949725134093,-0.46437948161594267,-0.2502401644738388,3913.0,0.803759413754613,2.1547078874414045,-1.2725135595843715,-0.6275412965032732,-1.1205988544006424,-0.5218021397010312,-0.34365006816732313,-0.0384374903106955,2.8621479664011678,-0.24282816625610765,-0.7438103827906455,1.710321114130436,-0.0920496824462614,-0.6866752059045353,-0.35027755130488103,-0.7456189630920123,-0.08121110013677776,0.3701792841166829,0.503500298858974,-0.018543177456122162,0.014815760614214885,3.337075204412392e-14,9.791689853724073,45.041066468086264,14.5924584153573,32.4,59.63352488344356,44.88017542896618
E08000013,180585.0,0.14985883148938084,-0.7374575556452279,22694.0,26441.0,13094.0,9616.0,2988.0,706.0,144.0,53.0,75736.0,39.31666528227704,-0.5566147042799248,-0.10511251356073718,0.5429373300554183,-0.525864386783544,-0.5536766105372741,-0.28634654350134014,903.0,-0.47942157963625526,-0.1966636452213198,0.3728200045942699,1.159074868132661,-0.09754382588621643,-0.6387559735627163,-0.8175714772513129,-1.3444784591106893,-0.5408004682012348,-1.1022437589200305,0.30727301499139065,0.05667005401551367,-0.6318532101456092,0.09306887997732151,-0.8635806681284837,0.17801857503136942,0.028155879055870078,-0.21714443100399822,0.17707791411376164,0.08049852024092563,0.012403995492197966,2.4121654902903586e-14,6.389038473462392,41.747747246595864,-2.431081964318821,-5.800000000000001,39.31666528227704,39.21823143198021
E08000014,276410.0,0.3584324888790598,-0.9328982265365491,37820.0,39735.0,18512.0,14948.0,5054.0,1429.0,304.0,128.0,117930.0,49.925834810607434,-1.0144820346739984,-0.7140195299497901,1.1489109683258882,-0.5483605635673108,-0.583442320177718,-0.28634654350134014,1861.0,0.05900963251409756,0.3388078726254249,0.024519982147579503,0.017808912190567027,-0.10945741125736351,-0.35276183434218833,-0.5573246940771741,-1.7196160197892152,-0.04218861210014847,-0.20681008619286606,0.16641711198075682,0.21287882144528975,0.1957717845524523,-0.010921187739608026,-1.0153040823823534,-0.6445129986172965,-0.7064894360139052,-0.2489452041693878,0.16266683978216498,-0.013969456114282248,-0.002462670104492015,2.5219262372264525e-15,7.9801410610660595,43.28772538409031,6.638109426517126,15.299999999999999,49.925834810607434,44.49470929079544
E08000015,324011.0,0.45582515274040897,-1.1212468558831525,47329.0,46532.0,21818.0,16925.0,5796.0,1705.0,304.0,174.0,140583.0,50.615565520923674,-0.709746524051707,-0.43775971117715295,0.7741957760132863,-0.5033682099997772,-0.5536766105372741,-0.21413378544633735,2183.0,0.2599863655109904,0.7448415876176295,-0.14540918028308925,-0.10968008705529785,-0.46328295100869754,-0.4895458954985824,-0.5743495943152064,-1.5574180205261192,0.643530269317339,-0.38227260114364375,-0.08329807443035607,0.4056736877730259,0.3131569692515515,0.06152229982236147,-1.004298433105223,-0.5545385059344552,-0.4588650780975951,-0.05289232629984579,0.12492185136905848,0.03066665836427586,-0.005318131460700993,-2.613706365176653e-15,9.399323154052441,44.66130708356714,5.954258437356536,13.3,50.615565520923674,45.75536962484073
E08000016,246866.0,-0.2387372246702015,-0.4180721475234078,29734.0,36871.0,16770.0,12530.0,3669.0,932.0,165.0,63.0,100734.0,26.73515186376415,-0.46530617938472546,0.04229331374552116,0.3782753590441742,-0.5483605635673108,-0.5536766105372741,-0.32245292252884156,1160.0,-0.08396987479996153,-0.3104268959194694,0.8560349204192075,0.6992869405583649,-0.24105975828319073,-0.8934103995970212,-0.8450644507565319,-1.5810146291968525,-0.5637003499458914,-0.82412102994821,-0.23012413095050305,-0.00788783064880147,-0.4150723147851628,0.09592997064190424,-0.2554503744641847,0.5204691566501232,0.23253168529892976,-0.253568655261073,0.1199554101882587,0.009020647114789837,0.003711008176732684,1.0024292278414112e-14,-3.954895409308288,31.736179067861485,-5.001027204097337,-15.8,26.73515186376415,29.59805430755871
E08000017,311890.0,-0.4571631119040294,-0.3452274776941574,36104.0,45170.0,20979.0,16425.0,5569.0,1699.0,359.0,182.0,126487.0,22.123184456058226,-0.3004393960273158,-0.05074669480038242,0.28753247144169697,-0.45837585643224343,-0.3155509334137235,-0.32245292252884156,2240.0,0.2117610851132829,-0.5580865581606943,0.6012709848896943,0.6548921473294324,0.06307597085456117,-0.2542417079350399,-0.42720089950879486,-0.9431880361139467,-0.9484471460282865,-0.3844746185580119,-0.2722169671888958,0.11628066810631865,-0.33364796113034,0.15670459473952386,-0.1583243853302575,0.1059485521369207,0.30764205299813313,-0.07346061022737085,-0.11149036810760349,0.07708518834334198,0.0013191326626530893,5.72737619358108e-15,-1.7411905271519936,33.878754378809674,-11.755569922751448,-34.699999999999996,22.123184456058226,32.75914759399975
