,p_value,Principle Components
0,8.090132269485414e-22,PCA0
1,0.424515627741285,PCA1
2,0.010184801426122013,PCA2
3,0.022016085091228172,PCA3
4,0.5688907941040797,PCA4
5,0.7743170230458957,PCA5
6,0.8125770739378247,PCA6
7,1.9392898270426224e-07,PCA7
8,0.5584738113460274,PCA8
9,0.12878711888302688,PCA9
10,0.5514491459058062,PCA10
11,0.25224470341894245,PCA11
12,0.8222458780420561,PCA12
13,0.6586586256444726,PCA13
