,r2_value,Principle Components
0,0.43701820947642883,PCA0
1,0.0007814361167759304,PCA1
2,0.04349338697319203,PCA2
3,0.007739623987548324,PCA3
4,0.0019192343875654955,PCA4
5,0.1379380867434305,PCA5
6,0.007486840795777375,PCA6
7,0.002106542298285268,PCA7
8,0.017410036302380538,PCA8
9,0.0004933970081651726,PCA9
10,0.0009694947963793073,PCA10
11,0.0014911917301908579,PCA11
