code,name,area,population,dPOP,All ages,0-19,20-39,40-59,60-79,80+,Area name ,Care home,Elsewhere,Home,Hospice,Hospital,Other communal establishment,deaths_general,deaths_restricted,cases,days_since_100+_cases,total,1PHHS,2PHHS,3PHHS,4PHHS,5PHHS,6+PHHS,total_households,Household residents,Communal establishment residents,Households with at least one usual resident
E07000086,Eastleigh,80.0,131819.0,1647.7375,131819.0,30745.0,31515.0,36254.0,26170.0,7135.0,Eastleigh,51,0,4,0,54,0,58,51,1731.0,244.0,52177,13934,19150,8428,7654,2229,782,125200.0,124300.0,900.0,52200.0
E07000087,Fareham,74.0,116339.0,1572.1486486486488,116339.0,24600.0,24747.0,32633.0,26549.0,7810.0,Fareham,36,1,6,1,66,1,73,38,1484.0,244.0,46579,11814,18320,7461,6507,1839,638,111600.0,110100.0,1500.0,46600.0
E07000088,Gosport,25.0,85283.0,3411.32,85283.0,19847.0,20742.0,22625.0,17443.0,4626.0,Gosport,28,0,1,0,35,0,36,28,1156.0,231.0,35430,10566,12879,5516,4309,1543,617,82600.0,81800.0,900.0,35400.0
E07000089,Hart,215.0,96293.0,447.87441860465117,96293.0,23420.0,20080.0,28700.0,18974.0,5119.0,Hart,13,0,3,2,34,0,37,15,1052.0,238.0,35510,7961,12987,5929,6224,1854,555,91000.0,89400.0,1700.0,35500.0
E07000090,Havant,55.0,125813.0,2287.509090909091,125813.0,27697.0,27701.0,33022.0,28812.0,8581.0,Havant,42,0,9,0,79,0,88,42,1917.0,245.0,51311,14675,19352,7797,6230,2209,1048,120700.0,119400.0,1300.0,51300.0
E07000091,New Forest,753.0,179753.0,238.71580345285525,179753.0,35458.0,32558.0,47513.0,48283.0,15941.0,New Forest,73,1,5,1,71,0,77,74,1962.0,245.0,76839,22210,30783,10849,9194,2772,1031,176500.0,173500.0,3000.0,76800.0
E07000092,Rushmoor,39.0,95142.0,2439.5384615384614,95142.0,22917.0,27075.0,26792.0,14791.0,3567.0,Rushmoor,39,0,2,3,44,0,46,42,1634.0,246.0,36344,9291,11943,6269,5847,1987,1007,93800.0,91900.0,1900.0,36300.0
E07000093,Test Valley,628.0,125169.0,199.31369426751593,125169.0,28670.0,26441.0,35567.0,27093.0,7398.0,Test Valley,70,0,2,0,60,2,62,72,1569.0,246.0,47626,11855,18527,7344,7010,2123,767,116400.0,114500.0,1900.0,47600.0
E07000094,Winchester,661.0,124295.0,188.04084720121028,124295.0,29938.0,27042.0,33790.0,25815.0,7710.0,Winchester,58,0,3,1,63,1,66,60,1800.0,251.0,46865,12837,17404,6713,6846,2264,801,116600.0,111500.0,5100.0,46900.0
E07000095,Broxbourne,51.0,96876.0,1899.5294117647059,96876.0,23902.0,24362.0,26262.0,17308.0,5042.0,Broxbourne,17,0,5,4,64,0,69,21,2122.0,245.0,37658,10070,12104,6551,6211,2029,693,93600.0,93300.0,300.0,37700.0
E07000096,Dacorum,212.0,154280.0,727.7358490566038,154280.0,37824.0,38088.0,43175.0,27496.0,7697.0,Dacorum,24,0,7,2,108,1,115,27,2209.0,250.0,59938,17275,20364,9520,8941,2885,953,144800.0,142800.0,2000.0,59900.0
E07000098,Hertsmere,101.0,104205.0,1031.7326732673268,104205.0,26680.0,24399.0,28670.0,18684.0,5772.0,Hertsmere,46,1,10,1,147,0,158,47,2049.0,253.0,39778,11148,12427,6598,6479,2289,837,100000.0,98500.0,1600.0,39800.0
E07000099,North Hertfordshire,375.0,133214.0,355.2373333333333,133214.0,31598.0,31152.0,37993.0,24989.0,7482.0,North Hertfordshire,42,0,4,2,56,0,60,44,1655.0,240.0,53426,15494,18605,8435,7688,2406,798,127100.0,125800.0,1300.0,53400.0
E07000102,Three Rivers,89.0,93045.0,1045.4494382022472,93045.0,23006.0,21113.0,26974.0,16835.0,5117.0,Three Rivers,18,0,6,4,76,0,82,22,1631.0,246.0,35108,9738,11341,5709,5747,1901,672,87300.0,86300.0,1000.0,35100.0
E07000103,Watford,21.0,96767.0,4607.952380952381,96767.0,25631.0,28348.0,25841.0,13180.0,3767.0,Watford,31,0,5,0,107,0,112,31,2222.0,251.0,36681,11392,11029,5838,5226,2041,1155,90300.0,89600.0,700.0,36700.0
E07000105,Ashford,581.0,129281.0,222.5146299483649,129281.0,32537.0,29204.0,35646.0,25498.0,6396.0,Ashford,65,0,9,9,98,3,107,77,2750.0,246.0,47787,12242,17251,7824,6955,2512,1003,118000.0,117000.0,1000.0,47800.0
E07000106,Canterbury,309.0,164553.0,532.5339805825242,164553.0,36628.0,48891.0,36624.0,32968.0,9442.0,Canterbury,32,1,6,13,94,1,101,46,3338.0,246.0,60771,18085,21695,8932,7743,2998,1318,151200.0,142600.0,8600.0,60800.0
E07000107,Dartford,73.0,109709.0,1502.86301369863,109709.0,28724.0,30826.0,29393.0,16263.0,4503.0,Dartford,23,0,7,5,101,1,108,29,2826.0,251.0,40081,11643,13168,6498,5987,2014,771,97400.0,96400.0,1000.0,40100.0
E07000108,Dover,315.0,116969.0,371.33015873015876,116969.0,25250.0,24998.0,31508.0,28157.0,7056.0,Dover,31,0,5,8,99,1,104,40,2721.0,240.0,48310,15276,17629,7234,5231,1840,1100,111700.0,109500.0,2200.0,48300.0
E07000109,Gravesham,99.0,106385.0,1074.5959595959596,106385.0,27429.0,26380.0,28582.0,18757.0,5237.0,Gravesham,10,0,5,6,105,0,110,16,2983.0,246.0,40431,11131,13015,6732,5978,2332,1243,101700.0,101000.0,700.0,40400.0
E07000110,Maidstone,393.0,169955.0,432.45547073791346,169955.0,40927.0,41182.0,46077.0,32961.0,8808.0,Maidstone,40,0,4,1,78,0,82,41,3754.0,246.0,63447,16452,23572,10266,9203,2860,1094,155200.0,152500.0,2700.0,63400.0
E07000111,Sevenoaks,369.0,120293.0,325.99728997289975,120293.0,29201.0,24539.0,33903.0,25363.0,7287.0,Sevenoaks,32,0,7,8,72,2,79,42,1737.0,245.0,47020,12697,16663,7188,7345,2340,787,114900.0,113600.0,1300.0,47000.0
E07000112,Folkestone and Hythe,357.0,112578.0,315.34453781512605,112578.0,23522.0,23883.0,30479.0,27430.0,7264.0,Folkestone and Hythe,35,0,4,11,108,1,112,47,2162.0,237.0,47379,15791,16985,6661,4881,1985,1076,108000.0,106200.0,1800.0,47400.0
E07000113,Swale,374.0,148519.0,397.1096256684492,148519.0,36551.0,35631.0,39333.0,30203.0,6801.0,Swale,35,0,10,6,123,0,133,41,5420.0,245.0,55585,15128,19815,9266,7531,2738,1107,135800.0,133400.0,2500.0,55600.0
E07000114,Thanet,103.0,141819.0,1376.883495145631,141819.0,32917.0,31035.0,35727.0,33354.0,8786.0,Thanet,57,1,6,6,114,0,121,63,4680.0,246.0,59513,20646,20566,8516,6281,2312,1192,134200.0,131700.0,2400.0,59500.0
E07000115,Tonbridge and Malling,240.0,130508.0,543.7833333333333,130508.0,32778.0,28657.0,37385.0,25101.0,6587.0,Tonbridge and Malling,32,0,2,1,49,1,51,34,2191.0,242.0,48140,11553,17521,7955,7748,2513,850,120800.0,119400.0,1400.0,48100.0
E07000116,Tunbridge Wells,331.0,118054.0,356.65861027190334,118054.0,29130.0,25347.0,34475.0,22366.0,6736.0,Tunbridge Wells,52,0,5,0,32,0,37,52,1534.0,236.0,47174,13687,16342,7203,6467,2366,1109,115000.0,112600.0,2400.0,47200.0
E07000117,Burnley,111.0,88527.0,797.5405405405405,88527.0,22292.0,22031.0,22639.0,17481.0,4084.0,Burnley,33,1,4,2,97,0,102,35,4853.0,241.0,37550,12506,12312,6028,4151,1572,981,87000.0,86100.0,900.0,37600.0
E07000118,Chorley,203.0,116821.0,575.4729064039409,116821.0,26073.0,27415.0,33384.0,24701.0,5248.0,Chorley,27,0,8,1,119,1,127,29,3946.0,245.0,44919,12724,16445,7493,5942,1688,627,107200.0,104300.0,2900.0,44900.0
E07000119,Fylde,166.0,79770.0,480.5421686746988,79770.0,15465.0,14808.0,22131.0,21159.0,6207.0,Fylde,36,0,1,6,91,0,92,42,2552.0,236.0,34885,12328,12812,4816,3495,1080,354,75800.0,74000.0,1700.0,34900.0
E07000120,Hyndburn,73.0,80815.0,1107.054794520548,80815.0,20461.0,20199.0,20892.0,15609.0,3654.0,Hyndburn,22,0,11,4,75,0,86,26,3968.0,231.0,34341,11061,11449,5336,3990,1504,1001,80700.0,80100.0,600.0,34300.0
E07000121,Lancaster,576.0,144246.0,250.42708333333334,144246.0,32710.0,39836.0,34932.0,28975.0,7793.0,Lancaster,30,0,6,4,82,0,88,34,4311.0,257.0,57822,18838,20790,8281,6734,2212,967,138400.0,129400.0,8900.0,57800.0
E07000122,Pendle,169.0,91405.0,540.8579881656805,91405.0,23325.0,22742.0,23080.0,18058.0,4200.0,Pendle,24,0,7,2,119,0,126,26,5041.0,236.0,37348,12088,12382,5399,4184,1775,1520,89500.0,88800.0,600.0,37300.0
E07000123,Preston,142.0,141818.0,998.7183098591549,141818.0,35878.0,43661.0,34566.0,21998.0,5715.0,Preston,37,0,12,2,149,0,161,39,7504.0,247.0,57567,19835,17505,8486,7154,2929,1658,140200.0,134400.0,5800.0,57600.0
E07000124,Ribble Valley,583.0,60057.0,103.01372212692968,60057.0,13051.0,11176.0,17583.0,14433.0,3814.0,Ribble Valley,15,0,3,1,46,0,49,16,2116.0,221.0,24045,6948,8773,3646,3336,1002,340,57100.0,56000.0,1200.0,24000.0
E07000125,Rossendale,138.0,70895.0,513.731884057971,70895.0,16917.0,16452.0,20207.0,14251.0,3068.0,Rossendale,15,0,3,1,69,0,72,16,3460.0,232.0,29058,8988,10046,4655,3507,1289,573,68000.0,67300.0,700.0,29100.0
E07000126,South Ribble,113.0,110527.0,978.1150442477876,110527.0,24792.0,24956.0,30754.0,24130.0,5895.0,South Ribble,20,0,4,0,100,0,104,20,3817.0,241.0,46102,12453,17059,7982,6145,1838,625,109100.0,108200.0,800.0,46100.0
E07000127,West Lancashire,347.0,113949.0,328.38328530259366,113949.0,25754.0,26244.0,29952.0,25429.0,6570.0,West Lancashire,50,0,7,0,131,0,138,50,4755.0,248.0,45381,12226,16340,7415,6482,2147,771,110700.0,108700.0,2000.0,45400.0
E07000128,Wyre,282.0,111223.0,394.4078014184397,111223.0,22030.0,21776.0,29229.0,29694.0,8494.0,Wyre,38,0,9,4,152,0,161,42,3482.0,243.0,47281,14172,18449,6917,5394,1729,620,107700.0,106000.0,1800.0,47300.0
E07000129,Blaby,130.0,100421.0,772.4692307692308,100421.0,23113.0,23608.0,27532.0,20701.0,5467.0,Blaby,26,0,7,1,71,1,78,28,3358.0,235.0,38686,10095,14248,6322,5644,1755,622,93900.0,92900.0,1000.0,38700.0
E07000130,Charnwood,279.0,182643.0,654.6344086021505,182643.0,41591.0,52995.0,45323.0,34006.0,8728.0,Charnwood,40,0,11,4,101,1,112,45,6562.0,241.0,66516,18658,23591,10518,9334,3085,1330,166100.0,158700.0,7400.0,66500.0
E07000131,Harborough,592.0,92499.0,156.2483108108108,92499.0,20932.0,18116.0,27545.0,20598.0,5308.0,Harborough,31,0,5,1,46,0,51,32,2179.0,230.0,34898,8995,13099,5311,5303,1680,510,85400.0,84000.0,1400.0,34900.0
E07000132,Hinckley and Bosworth,297.0,112423.0,378.5286195286195,112423.0,24484.0,25078.0,31466.0,25380.0,6015.0,Hinckley and Bosworth,41,0,6,5,71,0,77,46,2636.0,241.0,45377,12771,17340,7160,5896,1657,553,105100.0,104300.0,800.0,45400.0
E07000133,Melton,481.0,51100.0,106.23700623700624,51100.0,11123.0,10062.0,15012.0,12053.0,2850.0,Melton,24,1,4,1,18,0,23,25,1246.0,203.0,21490,5902,8314,3245,2901,835,293,50400.0,49900.0,500.0,21500.0
E07000134,North West Leicestershire,279.0,102126.0,366.0430107526882,102126.0,22936.0,23530.0,29244.0,21650.0,4766.0,North West Leicestershire,17,0,6,1,70,0,76,18,2462.0,238.0,39128,10587,14422,6328,5478,1691,622,93500.0,92700.0,800.0,39100.0
E07000135,Oadby and Wigston,24.0,57056.0,2377.3333333333335,57056.0,13919.0,12988.0,14710.0,11446.0,3993.0,Oadby and Wigston,19,0,0,0,54,2,54,21,2637.0,230.0,21339,5488,7335,3295,3316,1277,628,56200.0,53800.0,2400.0,21300.0
E07000136,Boston,365.0,69366.0,190.04383561643834,69366.0,16001.0,17244.0,17455.0,14888.0,3778.0,Boston,12,0,1,1,47,0,48,13,2357.0,238.0,27291,7676,10297,4302,3342,1127,547,64600.0,63700.0,900.0,27300.0
E07000137,East Lindsey,1765.0,140741.0,79.7399433427762,140741.0,26586.0,24802.0,36496.0,42766.0,10091.0,East Lindsey,30,2,7,2,98,1,107,33,3803.0,235.0,60890,18179,25789,8197,5872,1956,897,136400.0,133400.0,3000.0,60900.0
E07000138,Lincoln,36.0,99039.0,2751.0833333333335,99039.0,23447.0,34081.0,21927.0,15385.0,4199.0,Lincoln,16,0,5,0,26,0,31,16,3472.0,228.0,39825,13696,13661,6086,4319,1381,682,93500.0,87900.0,5700.0,39800.0
E07000139,North Kesteven,922.0,115985.0,125.79718004338395,115985.0,25012.0,25076.0,31789.0,27189.0,6919.0,North Kesteven,25,0,3,3,42,2,45,30,2439.0,238.0,45972,12052,18789,7100,5876,1603,552,107800.0,106000.0,1800.0,46000.0
E07000140,South Holland,751.0,93980.0,125.1398135818908,93980.0,20020.0,20352.0,24980.0,22345.0,6283.0,South Holland,18,0,5,0,62,2,67,20,1961.0,230.0,37264,9441,15369,5695,4657,1380,722,88300.0,87400.0,900.0,37300.0
E07000141,South Kesteven,943.0,141853.0,150.42735949098622,141853.0,31920.0,28649.0,39864.0,33166.0,8254.0,South Kesteven,27,0,3,2,64,0,67,29,2682.0,237.0,57344,15599,22439,9030,7425,2100,751,133800.0,132500.0,1300.0,57300.0
E07000142,West Lindsey,1156.0,94869.0,82.0666089965398,94869.0,20176.0,18738.0,26172.0,24184.0,5599.0,West Lindsey,12,0,3,0,34,2,37,14,1981.0,218.0,38385,10487,15487,5933,4535,1417,526,89200.0,87800.0,1400.0,38400.0
E07000143,Breckland,1305.0,139329.0,106.76551724137931,139329.0,29520.0,30438.0,36052.0,33788.0,9531.0,Breckland,37,0,1,2,58,0,59,39,1735.0,240.0,54519,14150,22132,8278,6765,2235,959,130500.0,127600.0,2900.0,54500.0
E07000144,Broadland,552.0,129464.0,234.53623188405797,129464.0,26388.0,25519.0,35961.0,32199.0,9397.0,Broadland,26,0,1,6,50,0,51,32,1560.0,237.0,53336,14087,21632,8111,6999,1948,559,124700.0,122900.0,1700.0,53300.0
E07000145,Great Yarmouth,174.0,99370.0,571.0919540229885,99370.0,21974.0,22004.0,24966.0,24126.0,6300.0,Great Yarmouth,11,0,2,0,54,0,56,11,1748.0,243.0,42079,12571,15664,6541,4846,1702,755,97300.0,96200.0,1000.0,42100.0
E07000146,King's Lynn and West Norfolk,1439.0,151811.0,105.49756775538569,151811.0,32205.0,31544.0,38876.0,38616.0,10570.0,King's Lynn and West Norfolk,26,2,3,2,120,0,125,28,2214.0,245.0,62977,17116,25580,9365,7336,2443,1137,147500.0,145300.0,2200.0,63000.0
E07000147,North Norfolk,962.0,104552.0,108.68191268191268,104552.0,18073.0,17834.0,26173.0,32591.0,9881.0,North Norfolk,10,0,2,2,45,0,47,12,720.0,228.0,46046,14320,19614,5796,4328,1390,598,101500.0,99000.0,2500.0,46000.0
E07000148,Norwich,39.0,141137.0,3618.897435897436,141137.0,31707.0,51786.0,30627.0,20861.0,6156.0,Norwich,10,0,0,1,18,0,18,11,1888.0,234.0,60319,23020,20223,8168,5929,2086,893,132500.0,127800.0,4800.0,60300.0
E07000149,South Norfolk,908.0,138017.0,152.0011013215859,138017.0,30590.0,27992.0,37694.0,32662.0,9079.0,South Norfolk,35,0,4,1,23,0,27,36,1627.0,235.0,52809,13870,21663,7680,6896,2021,679,124000.0,122200.0,1800.0,52800.0
E07000150,Corby,80.0,70827.0,885.3375,70827.0,18818.0,19358.0,18908.0,11378.0,2365.0,Corby,6,1,3,0,54,0,58,6,1304.0,223.0,25215,6696,8717,4690,3404,1244,464,61300.0,61000.0,300.0,25200.0
E07000151,Daventry,663.0,84484.0,127.42684766214178,84484.0,19139.0,17976.0,24715.0,18599.0,4055.0,Daventry,15,0,1,1,74,1,75,17,1368.0,228.0,31647,7953,12207,5001,4526,1485,475,77800.0,75900.0,2000.0,31600.0
E07000152,East Northamptonshire,510.0,93906.0,184.12941176470588,93906.0,22118.0,19659.0,26979.0,20304.0,4846.0,East Northamptonshire,31,0,1,2,80,1,81,34,1747.0,233.0,35662,9134,13821,5562,5045,1542,558,86800.0,84900.0,1900.0,35700.0
E07000153,Kettering,233.0,101266.0,434.61802575107293,101266.0,25135.0,24052.0,27962.0,19535.0,4582.0,Kettering,25,0,3,1,82,0,85,26,1986.0,242.0,39701,11503,14375,6219,5294,1676,634,93500.0,92500.0,1000.0,39700.0
E07000154,Northampton,81.0,225146.0,2779.58024691358,225146.0,59081.0,62797.0,58068.0,36417.0,8783.0,Northampton,63,3,11,4,224,1,238,68,6057.0,251.0,88731,27048,30203,14010,11283,4210,1977,212100.0,208900.0,3200.0,88700.0
E07000155,South Northamptonshire,634.0,92515.0,145.92271293375396,92515.0,21541.0,18566.0,27823.0,20055.0,4530.0,South Northamptonshire,13,0,0,1,56,0,56,14,1589.0,234.0,34717,8264,13398,5528,5433,1626,468,85200.0,84500.0,700.0,34700.0
E07000156,Wellingborough,163.0,79478.0,487.5950920245399,79478.0,19924.0,18048.0,21660.0,16171.0,3675.0,Wellingborough,13,0,4,2,63,0,67,15,1494.0,225.0,32057,9502,11405,5065,4122,1391,572,75400.0,74600.0,800.0,32100.0
E07000163,Craven,1177.0,56832.0,48.285471537807986,56832.0,11308.0,10120.0,15854.0,15382.0,4168.0,Craven,32,2,10,3,37,0,49,35,1388.0,233.0,24583,7651,9691,3329,2696,878,338,55400.0,54400.0,1000.0,24600.0
E07000164,Hambleton,1311.0,91134.0,69.51487414187643,91134.0,18176.0,17332.0,25715.0,23633.0,6278.0,Hambleton,35,0,4,2,54,0,58,37,1779.0,240.0,38117,10679,14896,5811,4819,1438,474,89100.0,87300.0,1800.0,38100.0
E07000165,Harrogate,1308.0,160533.0,122.73165137614679,160533.0,35804.0,30409.0,46841.0,36560.0,10919.0,Harrogate,112,0,7,3,100,2,107,117,3741.0,243.0,67169,19340,25628,10051,8750,2590,810,157900.0,153800.0,4100.0,67200.0
E07000166,Richmondshire,1319.0,53244.0,40.3669446550417,53244.0,11341.0,13238.0,14006.0,11819.0,2840.0,Richmondshire,26,0,2,0,28,0,30,26,1029.0,226.0,20207,5239,8116,2996,2724,864,268,52000.0,47300.0,4600.0,20200.0
E07000167,Ryedale,1507.0,54920.0,36.44326476443265,54920.0,10803.0,10190.0,15238.0,14830.0,3859.0,Ryedale,7,0,2,2,28,0,30,9,772.0,215.0,22524,6546,9149,3122,2553,834,320,51700.0,50600.0,1100.0,22500.0
E07000168,Scarborough,816.0,108736.0,133.2549019607843,108736.0,21579.0,21283.0,28553.0,29603.0,7718.0,Scarborough,38,0,8,3,78,2,86,43,3077.0,240.0,49435,16966,18655,6616,4817,1600,781,108800.0,106400.0,2400.0,49400.0
E07000169,Selby,599.0,89106.0,148.75792988313856,89106.0,19964.0,19800.0,25809.0,19136.0,4397.0,Selby,18,0,3,0,42,0,45,18,2210.0,228.0,34559,8533,13330,5875,4897,1404,520,83500.0,82700.0,700.0,34600.0
E07000170,Ashfield,110.0,127151.0,1155.918181818182,127151.0,29417.0,31309.0,34913.0,25658.0,5854.0,Ashfield,58,0,7,5,117,0,124,63,3733.0,240.0,50931,14278,18853,8669,6429,1949,753,119500.0,118200.0,1300.0,50900.0
E07000171,Bassetlaw,638.0,116839.0,183.13322884012538,116839.0,25565.0,25357.0,32888.0,26630.0,6399.0,Bassetlaw,36,0,1,1,80,0,81,37,3953.0,240.0,47667,13367,18100,7683,6051,1846,620,112900.0,110000.0,2900.0,47700.0
E07000172,Broxtowe,80.0,113272.0,1415.9,113272.0,24009.0,28405.0,30512.0,24053.0,6293.0,Broxtowe,50,0,8,1,79,1,87,52,3475.0,243.0,46820,13083,17509,7643,6194,1803,588,109500.0,108600.0,900.0,46800.0
E07000173,Gedling,120.0,117786.0,981.55,117786.0,25928.0,27377.0,32939.0,24966.0,6576.0,Gedling,62,0,3,1,108,0,111,63,3623.0,245.0,49349,14641,18186,7835,6123,1903,661,113600.0,112800.0,800.0,49400.0
E07000174,Mansfield,77.0,108841.0,1413.5194805194806,108841.0,24658.0,27367.0,29415.0,22089.0,5312.0,Mansfield,30,1,4,4,72,2,77,36,3085.0,233.0,44928,13098,16302,7598,5570,1706,654,104400.0,103500.0,1000.0,44900.0
E07000175,Newark and Sherwood,651.0,121566.0,186.7373271889401,121566.0,26935.0,26727.0,33698.0,27541.0,6665.0,Newark and Sherwood,35,0,5,1,71,0,76,36,3152.0,238.0,48773,13842,18563,7555,6113,2015,685,114800.0,112500.0,2300.0,48800.0
E07000176,Rushcliffe,409.0,117671.0,287.7041564792176,117671.0,26521.0,26343.0,33288.0,24574.0,6945.0,Rushcliffe,54,0,6,0,63,0,69,54,3418.0,239.0,45835,12464,16956,6889,6848,1973,705,111100.0,108800.0,2300.0,45800.0
E07000177,Cherwell,589.0,149161.0,253.24448217317487,149161.0,36059.0,36429.0,41551.0,27726.0,7396.0,Cherwell,64,0,4,1,50,0,54,65,2411.0,248.0,56728,14307,20587,9470,8549,2613,1202,141900.0,138900.0,3000.0,56700.0
E07000178,Oxford,46.0,154327.0,3354.9347826086955,154327.0,37376.0,61274.0,30933.0,19247.0,5497.0,Oxford,30,0,10,0,37,3,47,33,3575.0,251.0,55375,18316,16341,8555,7316,2980,1867,151900.0,133200.0,18700.0,55400.0
E07000179,South Oxfordshire,679.0,140504.0,206.9278350515464,140504.0,32916.0,29797.0,40363.0,29139.0,8289.0,South Oxfordshire,64,0,6,0,55,1,61,65,1875.0,248.0,54104,13734,19966,8390,8586,2576,852,134300.0,131500.0,2800.0,54100.0
E07000180,Vale of White Horse,578.0,133732.0,231.37024221453288,133732.0,31580.0,30938.0,36915.0,26665.0,7634.0,Vale of White Horse,61,0,8,0,52,6,60,67,1628.0,247.0,49407,13065,18258,7933,7177,2157,817,121000.0,118000.0,2900.0,49400.0
E07000181,West Oxfordshire,714.0,109800.0,153.78151260504202,109800.0,24724.0,24453.0,30519.0,23476.0,6628.0,West Oxfordshire,77,1,2,0,45,0,48,77,1490.0,245.0,43241,11412,16431,6755,6153,1868,622,104800.0,102400.0,2400.0,43200.0
E07000187,Mendip,739.0,114881.0,155.45466847090663,114881.0,26058.0,22628.0,32182.0,26861.0,7152.0,Mendip,13,1,0,0,21,0,22,13,990.0,196.0,46157,13809,17069,6711,5835,2029,704,109300.0,106000.0,3200.0,46200.0
E07000188,Sedgemoor,564.0,122791.0,217.71453900709218,122791.0,27321.0,25388.0,33164.0,29242.0,7676.0,Sedgemoor,25,0,5,0,58,0,63,25,1643.0,235.0,48801,13844,18714,7221,6107,2085,830,114600.0,113100.0,1500.0,48800.0
E07000189,South Somerset,959.0,167861.0,175.03753910323255,167861.0,36255.0,34134.0,44150.0,42042.0,11280.0,South Somerset,35,0,2,0,35,0,37,35,1673.0,230.0,69501,20491,26957,9912,8346,2745,1050,161300.0,157900.0,3300.0,69500.0
E07000192,Cannock Chase,79.0,100109.0,1267.2025316455697,100109.0,22123.0,25107.0,28136.0,20025.0,4718.0,Cannock Chase,23,0,3,1,82,1,85,25,2817.0,243.0,40664,10940,14547,7095,5748,1712,622,97500.0,96800.0,700.0,40700.0
E07000193,East Staffordshire,387.0,118574.0,306.39276485788116,118574.0,28088.0,28506.0,32461.0,23569.0,5950.0,East Staffordshire,45,0,5,4,154,0,159,49,3873.0,247.0,47251,13823,16652,7561,6031,2115,1069,113600.0,111500.0,2100.0,47300.0
E07000194,Lichfield,331.0,103965.0,314.09365558912384,103965.0,22012.0,22016.0,28887.0,24997.0,6053.0,Lichfield,30,1,9,3,112,0,122,33,2821.0,249.0,41224,10024,16234,6754,5776,1811,625,100700.0,98900.0,1800.0,41200.0
E07000195,Newcastle-under-Lyme,211.0,129490.0,613.696682464455,129490.0,27374.0,34783.0,33468.0,26723.0,7142.0,Newcastle-under-Lyme,53,1,9,2,121,1,131,56,4732.0,242.0,52574,16236,18512,8564,6513,2045,704,123900.0,119700.0,4200.0,52600.0
E07000196,South Staffordshire,407.0,112126.0,275.4938574938575,112126.0,22023.0,23824.0,31611.0,27573.0,7095.0,South Staffordshire,30,0,5,6,87,0,92,36,3740.0,250.0,44458,11239,16981,7213,6581,1879,565,108100.0,106200.0,2000.0,44500.0
E07000197,Stafford,598.0,135880.0,227.22408026755852,135880.0,28372.0,31392.0,37634.0,30720.0,7762.0,Stafford,50,0,2,2,113,0,115,52,4186.0,240.0,55703,16236,20827,8638,7147,2126,729,130800.0,127600.0,3300.0,55700.0
E07000198,Staffordshire Moorlands,576.0,98397.0,170.828125,98397.0,19914.0,19280.0,28197.0,24999.0,6007.0,Staffordshire Moorlands,19,1,4,1,82,4,87,24,2805.0,235.0,41772,11747,16101,6497,5398,1521,508,97100.0,95900.0,1200.0,41800.0
E07000199,Tamworth,31.0,76678.0,2473.483870967742,76678.0,18233.0,19093.0,20491.0,15643.0,3218.0,Tamworth,7,0,5,2,87,1,92,10,2326.0,244.0,31617,8246,11227,5591,4548,1448,557,76800.0,76400.0,400.0,31600.0
E07000200,Babergh,594.0,91401.0,153.87373737373738,91401.0,19379.0,16934.0,25284.0,23406.0,6398.0,Babergh,45,1,0,1,43,0,44,46,1085.0,229.0,37522,10570,14748,5383,4764,1575,482,87700.0,86200.0,1600.0,37500.0
E07000202,Ipswich,40.0,137532.0,3438.3,137532.0,33816.0,39120.0,34714.0,23244.0,6638.0,Ipswich,41,1,7,0,81,0,89,41,2035.0,243.0,57298,18507,19242,9036,6959,2438,1116,133400.0,131300.0,2100.0,57300.0
E07000203,Mid Suffolk,871.0,102493.0,117.6727898966705,102493.0,21437.0,20641.0,28475.0,25607.0,6333.0,Mid Suffolk,26,0,2,1,53,0,55,27,859.0,230.0,40306,10219,16364,5757,5599,1782,585,96700.0,95200.0,1500.0,40300.0
E07000207,Elmbridge,95.0,136626.0,1438.1684210526316,136626.0,36347.0,26111.0,42142.0,24230.0,7796.0,Elmbridge,34,0,10,1,76,9,86,44,2123.0,252.0,52922,14568,17450,8221,9102,2758,823,130900.0,129500.0,1400.0,52900.0
E07000208,Epsom and Ewell,34.0,79928.0,2350.823529411765,79928.0,20338.0,17919.0,22966.0,14524.0,4181.0,Epsom and Ewell,16,1,9,1,61,0,71,17,1408.0,246.0,29784,7730,9843,4975,5168,1558,510,75100.0,74000.0,1100.0,29800.0
E07000209,Guildford,271.0,147889.0,545.7158671586716,147889.0,34331.0,44055.0,37565.0,24852.0,7086.0,Guildford,34,0,7,2,62,0,69,36,2302.0,248.0,53973,14422,18900,8678,8372,2715,886,137200.0,130900.0,6300.0,54000.0
E07000210,Mole Valley,258.0,87253.0,338.18992248062017,87253.0,19390.0,16099.0,25871.0,19704.0,6189.0,Mole Valley,36,0,6,0,69,0,75,36,1384.0,246.0,35828,10477,12732,5302,5139,1640,538,85400.0,84000.0,1400.0,35800.0
E07000211,Reigate and Banstead,129.0,147757.0,1145.4031007751937,147757.0,36354.0,34511.0,42326.0,26585.0,7981.0,Reigate and Banstead,72,0,8,2,121,0,129,74,2274.0,254.0,55423,15163,18958,8866,8777,2722,937,137800.0,134300.0,3500.0,55400.0
E07000212,Runnymede,78.0,88000.0,1128.2051282051282,88000.0,19875.0,26321.0,22576.0,14699.0,4529.0,Runnymede,18,0,4,2,59,0,63,20,1930.0,240.0,32714,9836,10892,5156,4705,1539,586,80500.0,77300.0,3200.0,32700.0
