code,name,area,population,dPOP,All ages,0-19,20-39,40-59,60-79,80+,Area name ,Care home,Elsewhere,Home,Hospice,Hospital,Other communal establishment,deaths_general,deaths_restricted,cases,days_since_100+_cases,total,1PHHS,2PHHS,3PHHS,4PHHS,5PHHS,6+PHHS,total_households,Household residents,Communal establishment residents,Households with at least one usual resident
E07000213,Spelthorne,45.0,99334.0,2207.4222222222224,99334.0,23386.0,23842.0,28296.0,18313.0,5497.0,Spelthorne,29,0,3,1,73,0,76,30,1941.0,241.0,39512,11262,13154,6677,5805,1936,678,95600.0,94800.0,800.0,39500.0
E07000214,Surrey Heath,95.0,88874.0,935.5157894736842,88874.0,20909.0,19128.0,26413.0,17291.0,5133.0,Surrey Heath,40,0,3,2,48,0,51,42,1482.0,245.0,33546,7867,11953,5533,5771,1762,660,86200.0,84400.0,1700.0,33500.0
E07000215,Tandridge,248.0,87496.0,352.80645161290323,87496.0,20672.0,18426.0,25115.0,18051.0,5232.0,Tandridge,30,0,2,1,62,0,64,31,1296.0,243.0,33342,8909,11809,5118,5272,1641,593,83000.0,80900.0,2100.0,33300.0
E07000216,Waverley,345.0,125610.0,364.0869565217391,125610.0,31394.0,23557.0,36050.0,26027.0,8582.0,Waverley,74,0,6,2,70,1,76,77,1759.0,245.0,49280,13698,17801,7437,7145,2448,751,121600.0,117200.0,4300.0,49300.0
E07000217,Woking,64.0,101167.0,1580.734375,101167.0,25682.0,23684.0,29238.0,17381.0,5182.0,Woking,18,0,3,2,66,0,69,20,1852.0,239.0,39467,10499,13130,6450,6280,2125,983,99200.0,98300.0,900.0,39500.0
E07000218,North Warwickshire,284.0,64850.0,228.3450704225352,64850.0,13888.0,14297.0,18419.0,14696.0,3550.0,North Warwickshire,31,0,1,1,66,0,67,32,1863.0,238.0,25812,6776,9581,4338,3590,1149,378,62000.0,61500.0,500.0,25800.0
E07000219,Nuneaton and Bedworth,79.0,128902.0,1631.6708860759493,128902.0,30578.0,31826.0,34351.0,26032.0,6115.0,Nuneaton and Bedworth,28,0,9,5,138,0,147,33,3652.0,250.0,52711,15090,18326,9002,7034,2302,957,125300.0,124400.0,800.0,52700.0
E07000220,Rugby,351.0,107194.0,305.3960113960114,107194.0,26203.0,25596.0,29454.0,20337.0,5604.0,Rugby,43,0,5,1,39,0,44,44,2218.0,235.0,41875,11784,15295,6727,5566,1887,616,100100.0,98200.0,1900.0,41900.0
E07000221,Stratford-on-Avon,978.0,127580.0,130.44989775051124,127580.0,26280.0,24781.0,35863.0,31537.0,9119.0,Stratford-on-Avon,91,0,7,3,82,1,89,95,2053.0,248.0,51928,14804,20139,7625,6764,1967,629,120500.0,118900.0,1600.0,51900.0
E07000222,Warwick,283.0,142484.0,503.47703180212017,142484.0,31070.0,40563.0,36834.0,26317.0,7700.0,Warwick,35,0,3,0,65,1,68,36,3285.0,247.0,58679,18600,20646,8406,7467,2368,1192,136000.0,134600.0,1400.0,58700.0
E07000223,Adur,42.0,63869.0,1520.6904761904761,63869.0,14194.0,13206.0,17732.0,14420.0,4317.0,Adur,16,1,2,6,19,0,22,22,598.0,226.0,26957,8553,9709,4126,3291,922,356,61200.0,60400.0,800.0,27000.0
E07000224,Arun,221.0,159827.0,723.1990950226244,159827.0,31462.0,31309.0,40844.0,42709.0,13503.0,Arun,33,1,0,3,41,0,42,36,1475.0,235.0,66706,22020,25331,8942,7162,2293,958,149500.0,145700.0,3800.0,66700.0
E07000225,Chichester,786.0,120750.0,153.6259541984733,120750.0,24769.0,23534.0,31653.0,31039.0,9755.0,Chichester,42,0,3,0,33,6,36,48,1316.0,235.0,49848,15948,18859,6551,5836,1951,703,113800.0,110800.0,3000.0,49800.0
E07000226,Crawley,45.0,112448.0,2498.8444444444444,112448.0,29407.0,32384.0,30056.0,16225.0,4376.0,Crawley,22,0,2,1,62,0,64,23,1547.0,244.0,42727,12129,13275,7275,6482,2398,1168,106600.0,105900.0,700.0,42700.0
E07000227,Horsham,530.0,142217.0,268.33396226415095,142217.0,31974.0,28454.0,40944.0,31727.0,9118.0,Horsham,58,2,3,1,70,0,75,59,1687.0,245.0,54923,15476,20234,8246,7898,2303,766,131300.0,128600.0,2700.0,54900.0
E07000228,Mid Sussex,334.0,149716.0,448.251497005988,149716.0,35691.0,31866.0,43119.0,30216.0,8824.0,Mid Sussex,97,0,1,2,86,0,87,99,2002.0,248.0,57409,15768,20325,9101,8678,2642,895,139900.0,137300.0,2600.0,57400.0
E07000229,Worthing,33.0,110025.0,3334.090909090909,110025.0,23819.0,24363.0,30937.0,23260.0,7646.0,Worthing,49,1,1,4,36,0,38,53,1118.0,236.0,47044,16890,15807,6424,5565,1647,711,104600.0,102800.0,1900.0,47000.0
E07000234,Bromsgrove,217.0,98662.0,454.66359447004606,98662.0,21758.0,20820.0,27886.0,21748.0,6450.0,Bromsgrove,55,4,1,0,78,1,83,56,2430.0,247.0,38290,10041,14422,6062,5686,1635,444,93600.0,90800.0,2800.0,38300.0
E07000235,Malvern Hills,577.0,78113.0,135.37781629116117,78113.0,15604.0,13623.0,21558.0,21092.0,6236.0,Malvern Hills,21,0,2,0,29,1,31,22,978.0,236.0,32212,9555,12754,4485,3754,1232,432,74600.0,72400.0,2200.0,32200.0
E07000236,Redditch,54.0,84989.0,1573.8703703703704,84989.0,20577.0,21845.0,22048.0,17079.0,3440.0,Redditch,10,0,2,0,61,1,63,11,2108.0,241.0,34722,9282,12550,5709,4785,1647,749,84200.0,83800.0,500.0,34700.0
E07000237,Worcester,33.0,101891.0,3087.6060606060605,101891.0,23647.0,29423.0,26353.0,17721.0,4747.0,Worcester,31,0,4,2,36,3,40,36,1965.0,242.0,42042,13135,14583,6422,5341,1772,789,98800.0,96800.0,1900.0,42000.0
E07000238,Wychavon,664.0,127340.0,191.77710843373495,127340.0,26744.0,24836.0,35514.0,31959.0,8287.0,Wychavon,51,1,7,4,62,5,70,60,1959.0,246.0,49466,12886,19811,7496,6697,1921,655,116900.0,115500.0,1400.0,49500.0
E07000239,Wyre Forest,195.0,101062.0,518.2666666666667,101062.0,21407.0,21468.0,27201.0,24759.0,6227.0,Wyre Forest,43,1,10,0,80,2,91,45,2131.0,245.0,42985,12890,16289,6615,5067,1575,549,98000.0,97000.0,1000.0,43000.0
E07000244,East Suffolk,1262.0,248249.0,196.7107765451664,248249.0,52075.0,46645.0,65314.0,65205.0,19010.0,East Suffolk,83,1,7,0,151,0,159,83,2327.0,250.0,104441,31390,41123,13836,12409,4140,1543,239600.0,235300.0,4200.0,104500.0
E07000245,West Suffolk,1035.0,178881.0,172.83188405797102,178881.0,41243.0,46271.0,44202.0,36680.0,10485.0,West Suffolk,23,0,5,1,59,0,64,24,1662.0,234.0,71178,19327,27425,11176,9188,3018,1044,170700.0,166100.0,4700.0,71200.0
E07000246,Somerset West and Taunton,1188.0,153866.0,129.51683501683502,153866.0,32428.0,31800.0,40110.0,38201.0,11327.0,Somerset West and Taunton,23,0,1,0,27,2,28,25,1614.0,236.0,62530,19393,23829,8758,7262,2357,931,144900.0,140200.0,4700.0,62500.0
E08000001,Bolton,140.0,285372.0,2038.3714285714286,285372.0,74233.0,72392.0,74656.0,52060.0,12031.0,Bolton,112,3,20,13,326,0,349,125,15611.0,252.0,116371,37091,37513,18430,14570,5373,3394,276800.0,274900.0,1900.0,116400.0
E08000002,Bury,99.0,190108.0,1920.2828282828282,190108.0,47079.0,47137.0,51099.0,35993.0,8800.0,Bury,84,2,12,1,259,0,273,85,10191.0,252.0,78113,24263,26003,12647,9981,3454,1765,185100.0,183000.0,2000.0,78100.0
E08000003,Manchester,116.0,547627.0,4720.922413793103,547627.0,140315.0,224993.0,112140.0,56839.0,13340.0,Manchester,96,2,27,5,470,2,499,103,32130.0,257.0,204969,72255,61144,31456,21743,10226,8145,503100.0,481000.0,22100.0,205000.0
E08000004,Oldham,142.0,235623.0,1659.3169014084508,235623.0,65143.0,61475.0,59295.0,40237.0,9473.0,Oldham,112,3,23,2,311,1,337,115,15220.0,255.0,89703,26790,28033,15000,11280,4681,3919,224900.0,223200.0,1700.0,89700.0
E08000005,Rochdale,158.0,220001.0,1392.4113924050632,220001.0,57631.0,57730.0,56709.0,38959.0,8972.0,Rochdale,68,3,23,3,322,0,348,71,13159.0,253.0,87552,28183,27518,13687,10581,4447,3136,211700.0,209600.0,2100.0,87600.0
E08000006,Salford,97.0,254408.0,2622.762886597938,254408.0,62827.0,83380.0,60126.0,38417.0,9658.0,Salford,155,0,20,1,281,0,301,156,13742.0,256.0,103556,37751,33517,15597,10567,3908,2216,233900.0,228300.0,5600.0,103600.0
E08000007,Stockport,126.0,291775.0,2315.6746031746034,291775.0,68714.0,68181.0,79903.0,58433.0,16544.0,Stockport,135,0,26,2,289,1,315,138,10903.0,255.0,121979,38535,41329,18868,16015,5199,2033,283300.0,280900.0,2400.0,122000.0
E08000008,Tameside,103.0,225197.0,2186.378640776699,225197.0,54921.0,57206.0,60971.0,42486.0,9613.0,Tameside,79,1,14,9,396,5,411,93,10709.0,252.0,94953,31037,30941,15765,11470,3805,1935,219300.0,217800.0,1600.0,95000.0
E08000009,Trafford,106.0,236370.0,2229.9056603773583,236370.0,60694.0,55413.0,67012.0,41258.0,11993.0,Trafford,95,3,18,3,226,1,247,99,8935.0,255.0,94484,28179,31108,15335,13262,4675,1925,226600.0,225300.0,1300.0,94500.0
E08000010,Wigan,188.0,326088.0,1734.5106382978724,326088.0,75118.0,79821.0,91003.0,66395.0,13751.0,Wigan,92,0,19,10,513,0,532,102,17211.0,252.0,136386,40053,47498,23861,17953,5283,1738,317800.0,315800.0,2100.0,136400.0
E08000011,Knowsley,87.0,149571.0,1719.2068965517242,149571.0,36834.0,38661.0,39011.0,28013.0,7052.0,Knowsley,39,0,11,2,185,1,196,42,7978.0,251.0,61323,19041,18991,10794,8321,3070,1106,145900.0,145000.0,900.0,61300.0
E08000012,Liverpool,112.0,494814.0,4417.982142857143,494814.0,111918.0,170805.0,114317.0,78181.0,19593.0,Liverpool,197,3,39,9,658,4,700,210,24556.0,259.0,206515,80973,60213,30559,22422,8435,3913,466400.0,450100.0,16300.0,206500.0
E08000013,St. Helens,136.0,180049.0,1323.889705882353,180049.0,40500.0,43667.0,48360.0,38377.0,9145.0,St. Helens,92,1,9,2,175,0,185,94,7877.0,253.0,75736,22694,26441,13094,9616,2988,903,175300.0,174000.0,1300.0,75700.0
E08000014,Sefton,155.0,275396.0,1776.7483870967742,275396.0,59211.0,59479.0,73971.0,63566.0,19169.0,Sefton,78,6,24,2,379,3,409,83,10733.0,254.0,117930,37820,39735,18512,14948,5054,1861,273800.0,269700.0,4100.0,117900.0
E08000015,Wirral,157.0,323235.0,2058.8216560509554,323235.0,74142.0,71924.0,87077.0,71036.0,19056.0,Wirral,179,0,23,2,355,4,378,185,10222.0,254.0,140583,47329,46532,21818,16925,5796,2183,319800.0,316400.0,3400.0,140600.0
E08000016,Barnsley,329.0,245199.0,745.2857142857143,245199.0,55521.0,60719.0,66688.0,50380.0,11891.0,Barnsley,112,1,20,4,288,0,309,116,10843.0,256.0,100734,29734,36871,16770,12530,3669,1160,231200.0,229500.0,1700.0,100700.0
E08000017,Doncaster,568.0,310542.0,546.7288732394367,310542.0,72579.0,78460.0,81929.0,62217.0,15357.0,Doncaster,129,1,35,5,359,3,395,137,12560.0,253.0,126487,36104,45170,20979,16425,5569,2240,302400.0,297200.0,5200.0,126500.0
E08000018,Rotherham,287.0,264671.0,922.198606271777,264671.0,62948.0,63792.0,70488.0,54223.0,13220.0,Rotherham,120,0,26,6,324,0,350,126,11534.0,255.0,108293,30902,38646,17826,14244,4506,2169,257300.0,255300.0,1900.0,108300.0
E08000019,Sheffield,368.0,582506.0,1582.8967391304348,582506.0,136856.0,186943.0,137746.0,94337.0,26624.0,Sheffield,330,2,34,0,425,5,461,335,26296.0,264.0,229928,73315,77370,33761,28316,10429,6737,552700.0,539100.0,13600.0,229900.0
E08000021,Newcastle upon Tyne,113.0,300196.0,2656.6017699115046,300196.0,69905.0,108170.0,64543.0,45137.0,12441.0,Newcastle upon Tyne,161,0,9,5,170,1,179,167,16104.0,258.0,117153,40337,36432,17610,13872,5344,3558,280200.0,271200.0,9000.0,117200.0
E08000022,North Tyneside,82.0,205985.0,2512.012195121951,205985.0,45152.0,49473.0,57092.0,43216.0,11052.0,North Tyneside,74,0,3,1,139,0,142,75,7103.0,251.0,91295,30960,31879,14107,10722,2785,842,200800.0,199100.0,1700.0,91300.0
E08000023,South Tyneside,64.0,150265.0,2347.890625,150265.0,32988.0,36773.0,40550.0,31833.0,8121.0,South Tyneside,93,2,6,0,126,0,134,93,6119.0,249.0,67167,23459,22431,10798,7492,2209,778,148100.0,146700.0,1400.0,67200.0
E08000024,Sunderland,137.0,277417.0,2024.941605839416,277417.0,60518.0,71722.0,73350.0,58027.0,13800.0,Sunderland,189,2,23,3,309,3,334,195,11552.0,253.0,119758,38096,40549,20372,14665,4294,1782,275500.0,271900.0,3600.0,119800.0
E08000025,Birmingham,268.0,1141374.0,4258.858208955224,1141374.0,324979.0,361418.0,259021.0,152527.0,43429.0,Birmingham,224,31,76,35,1148,1,1255,260,42654.0,265.0,410736,131200,115438,62424,50272,26367,25035,1073000.0,1051400.0,21700.0,410700.0
E08000026,Coventry,99.0,366785.0,3704.89898989899,366785.0,91523.0,131359.0,78855.0,50962.0,14086.0,Coventry,76,2,14,8,221,1,237,85,9213.0,257.0,128592,40148,40638,20733,16646,6827,3600,318600.0,307700.0,10900.0,128600.0
E08000027,Dudley,98.0,320626.0,3271.6938775510203,320626.0,76036.0,77150.0,84569.0,65002.0,17869.0,Dudley,77,1,18,5,291,0,310,82,11204.0,258.0,129867,36652,45175,21746,17603,5877,2814,312900.0,310400.0,2500.0,129900.0
E08000028,Sandwell,86.0,327378.0,3806.720930232558,327378.0,89262.0,90485.0,82885.0,50977.0,13769.0,Sandwell,51,3,28,2,419,0,450,53,13098.0,259.0,121498,35935,35998,20756,16496,7177,5136,308100.0,305900.0,2100.0,121500.0
E08000029,Solihull,178.0,214909.0,1207.3539325842696,214909.0,51439.0,48032.0,58324.0,43947.0,13167.0,Solihull,87,2,17,11,212,0,231,98,6268.0,255.0,86056,25102,29037,13668,12583,4051,1615,206700.0,205100.0,1600.0,86100.0
E08000030,Walsall,104.0,283378.0,2724.7884615384614,283378.0,74672.0,73395.0,71031.0,50257.0,14023.0,Walsall,96,1,35,7,344,0,380,103,9982.0,259.0,107822,30771,35208,17410,14457,5958,4018,269300.0,267400.0,1900.0,107800.0
E08000031,Wolverhampton,69.0,262008.0,3797.217391304348,262008.0,67003.0,71983.0,66497.0,43657.0,12868.0,Wolverhampton,77,1,16,9,271,5,288,91,8823.0,261.0,102177,32876,31053,16224,13054,5708,3262,249500.0,245500.0,3900.0,102200.0
E08000032,Bradford,366.0,537173.0,1467.6857923497269,537173.0,155689.0,141209.0,133476.0,84989.0,21810.0,Bradford,214,2,50,11,494,1,546,226,30227.0,254.0,199296,58934,60941,29949,25313,11834,12325,522500.0,515300.0,7100.0,199300.0
E08000033,Calderdale,364.0,210082.0,577.1483516483516,210082.0,50460.0,49263.0,58884.0,41777.0,9698.0,Calderdale,47,0,22,1,123,0,145,48,8502.0,246.0,88621,29023,30183,13197,10711,3548,1959,203800.0,202400.0,1500.0,88600.0
E08000034,Kirklees,409.0,438727.0,1072.682151589242,438727.0,110535.0,112109.0,115599.0,80832.0,19652.0,Kirklees,139,1,34,2,367,1,402,142,20029.0,253.0,173525,52553,58412,26257,22372,8076,5855,422500.0,416800.0,5600.0,173500.0
E08000035,Leeds,552.0,789194.0,1429.6992753623188,789194.0,192178.0,250806.0,186773.0,125564.0,33873.0,Leeds,314,2,49,27,664,0,715,341,36900.0,257.0,320596,106739,108020,47243,37941,13176,7477,751500.0,731400.0,20100.0,320600.0
E08000036,Wakefield,339.0,345038.0,1017.811209439528,345038.0,79566.0,86280.0,93698.0,69105.0,16389.0,Wakefield,105,2,10,6,366,11,378,122,14217.0,253.0,140414,41640,50597,23340,17568,5293,1976,325800.0,322300.0,3600.0,140400.0
E09000002,Barking and Dagenham,36.0,211998.0,5888.833333333333,211998.0,68205.0,64451.0,51955.0,21564.0,5823.0,Barking and Dagenham,22,0,19,0,174,0,193,22,5335.0,256.0,69681,19215,18641,12616,10516,5414,3279,185900.0,184900.0,1000.0,69700.0
E09000003,Barnet,87.0,392140.0,4507.35632183908,392140.0,100442.0,114466.0,103068.0,57645.0,16519.0,Barnet,100,2,36,2,354,0,392,102,7784.0,264.0,135916,37957,38861,23078,21249,9089,5682,356400.0,352600.0,3800.0,135900.0
E09000004,Bexley,61.0,247258.0,4053.409836065574,247258.0,62111.0,65842.0,66260.0,40528.0,12517.0,Bexley,40,2,14,9,219,0,235,49,5577.0,258.0,92604,25789,28734,15633,14650,5523,2275,232000.0,230900.0,1100.0,92600.0
E09000005,Brent,43.0,330795.0,7692.906976744186,330795.0,85345.0,105874.0,83969.0,44637.0,10970.0,Brent,42,2,53,4,412,0,467,46,7042.0,264.0,110286,30616,26666,19007,16509,9124,8364,311200.0,308900.0,2300.0,110300.0
E09000006,Bromley,150.0,331096.0,2207.306666666667,331096.0,80995.0,81358.0,94297.0,57199.0,17247.0,Bromley,82,1,20,10,255,0,276,92,5803.0,262.0,130862,40815,41993,21331,18166,6504,2053,309400.0,307000.0,2400.0,130900.0
E09000007,Camden,22.0,262226.0,11919.363636363636,262226.0,57620.0,101024.0,62093.0,33161.0,8328.0,Camden,22,2,16,1,125,0,143,23,3849.0,260.0,97534,39531,28215,13085,10245,4095,2363,220300.0,212400.0,7900.0,97500.0
E09000008,Croydon,86.0,385346.0,4480.767441860465,385346.0,102875.0,105247.0,105931.0,56688.0,14605.0,Croydon,112,2,25,5,385,0,412,117,6802.0,263.0,145010,43043,43020,25094,20435,8706,4712,363400.0,360200.0,3100.0,145000.0
E09000009,Ealing,56.0,341982.0,6106.821428571428,341982.0,88922.0,101219.0,91995.0,47786.0,12060.0,Ealing,106,4,27,18,300,0,331,124,8548.0,263.0,124082,35329,31666,21170,19108,9533,7276,338400.0,334700.0,3700.0,124100.0
E09000010,Enfield,81.0,333869.0,4121.83950617284,333869.0,91834.0,94823.0,88313.0,46387.0,12512.0,Enfield,95,1,37,1,284,0,322,96,7073.0,261.0,119916,33359,33792,20930,19313,8215,4307,312500.0,310100.0,2400.0,119900.0
E09000011,Greenwich,47.0,286186.0,6089.063829787234,286186.0,75039.0,95860.0,74233.0,33269.0,7785.0,Greenwich,22,1,13,5,204,1,218,28,4982.0,261.0,101045,32370,28490,16256,13828,6166,3935,254600.0,250000.0,4600.0,101000.0
E09000013,Hammersmith and Fulham,16.0,185426.0,11589.125,185426.0,40024.0,69851.0,48460.0,22054.0,5037.0,Hammersmith and Fulham,60,1,18,4,98,0,117,64,3941.0,259.0,80590,30148,24049,11863,9029,3430,2071,182500.0,180600.0,1800.0,80600.0
E09000014,Haringey,30.0,270624.0,9020.8,270624.0,66135.0,93358.0,73096.0,31109.0,6926.0,Haringey,26,3,26,0,237,0,266,26,4940.0,260.0,101955,32524,29431,16563,12753,6454,4230,254900.0,253200.0,1700.0,101900.0
E09000015,Harrow,50.0,250149.0,5002.98,250149.0,63375.0,69571.0,64846.0,40939.0,11418.0,Harrow,47,2,25,3,342,1,369,51,5488.0,263.0,84268,19008,23449,14861,15376,6934,4640,239100.0,237000.0,2100.0,84300.0
E09000016,Havering,112.0,257810.0,2301.875,257810.0,62887.0,68561.0,66260.0,45732.0,14370.0,Havering,45,0,17,3,312,2,329,50,7635.0,257.0,97199,28215,31228,16132,14344,5252,2028,237200.0,235700.0,1600.0,97200.0
E09000017,Hillingdon,116.0,304824.0,2627.793103448276,304824.0,80814.0,91650.0,77854.0,42598.0,11908.0,Hillingdon,62,2,20,8,241,4,263,74,6803.0,260.0,100214,25290,29274,17348,16715,7337,4250,273900.0,267200.0,6700.0,100200.0
E09000018,Hounslow,56.0,270782.0,4835.392857142857,270782.0,70395.0,84311.0,71278.0,36508.0,8290.0,Hounslow,17,2,25,10,212,8,239,35,5981.0,260.0,94902,25985,26019,16929,14224,6999,4746,254000.0,252000.0,2000.0,94900.0
E09000019,Islington,15.0,239142.0,15942.8,239142.0,47554.0,109567.0,52891.0,23779.0,5351.0,Islington,37,0,14,2,110,0,124,39,3925.0,260.0,93556,36240,30161,13394,8400,3388,1973,206100.0,200100.0,6000.0,93600.0
E09000020,Kensington and Chelsea,12.0,156197.0,13016.416666666666,156197.0,31413.0,48340.0,44205.0,26028.0,6211.0,Kensington and Chelsea,28,0,12,2,97,0,109,30,2791.0,260.0,78536,36524,22823,8855,6348,2720,1266,158700.0,156000.0,2700.0,78500.0
E09000021,Kingston upon Thames,37.0,175470.0,4742.4324324324325,175470.0,42712.0,53366.0,47382.0,25210.0,6800.0,Kingston upon Thames,37,1,10,0,98,1,109,38,3673.0,256.0,63639,18198,19807,10964,9719,3516,1435,160100.0,156400.0,3700.0,63600.0
E09000022,Lambeth,27.0,325917.0,12071.0,325917.0,68037.0,141293.0,78188.0,31124.0,7275.0,Lambeth,27,0,26,6,239,1,265,34,5987.0,266.0,130017,44691,39789,21164,14670,6211,3492,303100.0,300100.0,3000.0,130000.0
E09000023,Lewisham,35.0,303536.0,8672.457142857143,303536.0,74285.0,107459.0,81393.0,32480.0,7919.0,Lewisham,26,1,23,3,252,1,276,30,4669.0,262.0,116091,39680,34220,17931,14707,6253,3300,275900.0,273300.0,2500.0,116100.0
E09000024,Merton,38.0,206186.0,5425.9473684210525,206186.0,50650.0,64312.0,56115.0,27922.0,7187.0,Merton,32,1,21,2,163,0,185,34,3837.0,260.0,78757,22294,23958,13311,11747,4818,2629,199700.0,198200.0,1500.0,78800.0
E09000025,Newham,36.0,352005.0,9777.916666666666,352005.0,94831.0,139619.0,79386.0,31693.0,6476.0,Newham,43,4,37,5,254,1,295,49,8282.0,260.0,101519,26536,22164,16502,15211,10089,11017,308000.0,306000.0,2000.0,101500.0
E09000026,Redbridge,56.0,303858.0,5426.035714285715,303858.0,82826.0,91828.0,77390.0,41039.0,10775.0,Redbridge,42,2,28,0,328,0,358,42,8582.0,259.0,99105,25228,25902,16873,16194,8660,6248,279000.0,277400.0,1600.0,99100.0
E09000027,Richmond upon Thames,57.0,196904.0,3454.4561403508774,196904.0,48906.0,47127.0,60211.0,32439.0,8221.0,Richmond upon Thames,40,1,14,4,105,1,120,45,3113.0,257.0,79835,26008,25479,12428,11198,3607,1115,187000.0,184100.0,2900.0,79800.0
E09000028,Southwark,29.0,317256.0,10939.862068965518,317256.0,71598.0,127537.0,79733.0,31624.0,6764.0,Southwark,61,2,20,2,173,0,195,63,5315.0,266.0,120422,40307,36090,20904,13688,5707,3726,288300.0,282600.0,5700.0,120400.0
E09000029,Sutton,44.0,204525.0,4648.295454545455,204525.0,51758.0,53239.0,58473.0,32107.0,8948.0,Sutton,41,1,8,3,143,0,152,44,3684.0,258.0,78174,23749,23697,13350,11593,4155,1630,190100.0,188700.0,1500.0,78200.0
E09000030,Tower Hamlets,20.0,317705.0,15885.25,317705.0,78001.0,144872.0,65995.0,23729.0,5108.0,Tower Hamlets,29,3,27,3,151,0,181,32,7594.0,259.0,101257,35047,30440,13223,10124,5575,6848,254100.0,250300.0,3800.0,101300.0
E09000031,Waltham Forest,39.0,276700.0,7094.871794871795,276700.0,72436.0,92379.0,71421.0,32272.0,8192.0,Waltham Forest,24,2,26,0,226,0,254,24,6292.0,259.0,96861,28756,24330,16875,14428,7235,5237,258200.0,256600.0,1600.0,96900.0
E09000032,Wandsworth,34.0,326474.0,9602.176470588236,326474.0,69054.0,138517.0,76880.0,33844.0,8179.0,Wandsworth,26,3,20,2,171,5,194,33,5807.0,265.0,130493,42106,43894,19970,15575,5753,3195,307000.0,301600.0,5400.0,130500.0
E09000033,Westminster,21.0,255324.0,12158.285714285714,255324.0,53041.0,93684.0,66348.0,33688.0,8563.0,Westminster,28,3,15,3,149,1,167,32,4302.0,265.0,105772,47893,31340,12507,8301,3580,2151,219400.0,213200.0,6200.0,105800.0
W06000001,Isle of Anglesey,711.0,69961.0,98.39803094233474,69961.0,14723.0,14221.0,18093.0,18303.0,4621.0,Isle of Anglesey,3,0,0,1,32,0,32,4,975.0,218.0,30594,9888,10941,4380,3541,1365,479,69700.0,68900.0,800.0,30600.0
W06000002,Gwynedd,2535.0,124178.0,48.98540433925049,124178.0,26829.0,31676.0,29890.0,27945.0,7838.0,Gwynedd,19,1,3,0,54,1,58,20,1426.0,239.0,52473,18548,17299,6990,5954,2535,1147,121900.0,118000.0,3900.0,52500.0
W06000003,Conwy,1126.0,117181.0,104.06838365896981,117181.0,23608.0,22645.0,30733.0,30721.0,9474.0,Conwy,15,0,3,3,95,0,98,18,1824.0,237.0,51177,17297,18668,6881,5529,1977,825,115200.0,112500.0,2700.0,51200.0
W06000004,Denbighshire,837.0,95330.0,113.89486260454002,95330.0,21237.0,19611.0,25264.0,23478.0,5740.0,Denbighshire,32,0,5,0,100,0,105,32,1892.0,242.0,40546,12714,14668,5783,4890,1722,769,93700.0,92500.0,1300.0,40500.0
W06000005,Flintshire,437.0,155593.0,356.04805491990845,155593.0,35407.0,35692.0,42644.0,34019.0,7831.0,Flintshire,26,0,4,1,150,1,154,28,3309.0,244.0,63781,17477,23014,10427,8845,2947,1071,152500.0,151700.0,800.0,63800.0
W06000006,Wrexham,504.0,136126.0,270.0912698412698,136126.0,31961.0,32793.0,36289.0,28255.0,6828.0,Wrexham,21,0,4,0,123,0,127,21,4219.0,241.0,57029,16817,19782,9421,7708,2383,918,134800.0,133200.0,1600.0,57000.0
W06000008,Ceredigion,1786.0,72992.0,40.868980963045914,72992.0,14942.0,17635.0,17224.0,18295.0,4896.0,Ceredigion,10,0,2,0,14,0,16,10,719.0,74.0,31562,10456,11257,4267,3413,1399,770,75900.0,71400.0,4500.0,31600.0
W06000009,Pembrokeshire,1619.0,125055.0,77.24212476837555,125055.0,26606.0,25264.0,32386.0,32239.0,8560.0,Pembrokeshire,8,0,3,0,36,0,39,8,1209.0,242.0,53122,16392,19972,7352,6153,2303,950,122400.0,120500.0,1900.0,53100.0
W06000010,Carmarthenshire,2370.0,187568.0,79.14261603375527,187568.0,41169.0,39975.0,49475.0,45569.0,11380.0,Carmarthenshire,46,0,8,0,68,0,76,46,4019.0,252.0,78829,23770,28636,12131,9558,3366,1368,183800.0,181200.0,2600.0,78800.0
W06000011,Swansea,380.0,246466.0,648.5947368421052,246466.0,54083.0,70329.0,60076.0,48660.0,13318.0,Swansea,79,3,12,0,190,11,205,90,8694.0,254.0,103497,34485,34757,15533,12524,4308,1890,239000.0,234400.0,4700.0,103500.0
W06000012,Neath Port Talbot,441.0,142906.0,324.0498866213152,142906.0,32009.0,33964.0,38224.0,31250.0,7459.0,Neath Port Talbot,57,0,4,0,115,0,119,57,5231.0,251.0,60393,18259,20910,10326,7835,2317,746,139800.0,138700.0,1100.0,60400.0
W06000013,Bridgend,251.0,144876.0,577.1952191235059,144876.0,32236.0,35028.0,39670.0,30646.0,7296.0,Bridgend,36,2,16,0,131,2,149,38,4589.0,249.0,58515,16472,20919,10151,7791,2423,759,139200.0,136800.0,2300.0,58500.0
W06000014,Vale of Glamorgan,331.0,132165.0,399.29003021148037,132165.0,30217.0,30009.0,35912.0,28945.0,7082.0,Vale of Glamorgan,26,0,7,4,102,1,109,31,2596.0,253.0,53505,15851,18868,8654,6988,2357,787,126300.0,124200.0,2100.0,53500.0
W06000015,Cardiff,141.0,364248.0,2583.31914893617,364248.0,86828.0,126590.0,82480.0,53792.0,14558.0,Cardiff,150,2,34,5,267,1,303,156,12335.0,260.0,142557,47141,45206,21363,17882,6828,4137,346100.0,334600.0,11500.0,142600.0
