code,name,long,lat,sqm,length,population,dPOP,households,1,2,3,4,5,6,7,8,dHHS,general,restricted,d_general,d_restricted,kmean,k2mean,Tc,geometry,0-29,30-59,60-89,Indian,Pakistani,Bangladeshi,PCA0,PCA2,PCA5,PCA7,PCA8
E06000025,South Gloucestershire,-2.46922,51.54673,499853753.4582412,113237.40894273072,285093.0,570.3528242562596,107538.0,28554.0,38898.0,17056.0,16507.0,4961.0,1228.0,238.0,96.0,2.651090777213636,60,31,21.045764013848114,10.873644740488192,3.051682529352747,11.128505188783386,0.3778320582276929,"POLYGON ((-282171.3534574981 6708438.876990388, -277145.5134675468 6706053.887331476, -277260.7542318897 6702630.788160522, -271951.8165365158 6704001.101245696, -265607.2877722994 6701755.779071805, -267219.8820200685 6700897.144173079, -265932.4755059482 6699537.178922019, -266572.3202302923 6694142.640400651, -263891.7049143034 6694186.418059795, -263335.6472431783 6695280.526391909, -259493.1124129604 6693112.024676626, -255104.3551380547 6693486.197591302, -254114.5559421789 6690773.758281698, -252980.5783798331 6690608.267943465, -251615.8572925166 6689234.580660908, -252306.2753241338 6683227.957706346, -250735.1686750422 6681552.346636247, -258742.9662671249 6676313.801576335, -257306.7727081164 6674506.236408276, -254973.8569326877 6674377.481334425, -255561.2574749593 6669375.736093319, -254379.2540120477 6669242.947159585, -255435.7554468171 6664069.42823652, -257439.4582707646 6662937.799320224, -258821.2337978869 6665527.849997099, -260854.0392707604 6665980.769258254, -274898.1856442899 6661772.653575413, -276178.7087292935 6662783.285816328, -277488.9774213786 6662173.278294021, -277376.4876153269 6664110.958110007, -279463.347704757 6664065.930647855, -282678.620611783 6667095.359470078, -280722.2111834713 6667863.049957808, -279661.9029712559 6670042.75640478, -280064.7651681899 6675664.288472552, -284070.6717512407 6675375.63569008, -288111.3676762352 6676978.217026774, -287314.1180043136 6679863.496831919, -295279.117680997 6679094.503607658, -297647.0285529238 6684686.506817945, -296492.9599122976 6689899.852289289, -292523.698929018 6695622.213060355, -286698.9035695998 6700224.997927839, -285991.441860394 6704547.773420379, -282171.3534574981 6708438.876990388))",0.3568800356374937,0.4019249858818,0.23183312112187954,1.0,0.3,0.1,-0.4270818498225147,0.4583251608406534,0.22641706793447008,0.8454905839180727,0.0767126367394588
E06000026,Plymouth,-4.11297,50.404942,82446416.56132543,54633.37343334649,262100.0,3179.0344678600354,109307.0,34317.0,38502.0,16644.0,12859.0,4667.0,1671.0,381.0,266.0,2.3978336245620135,33,6,12.590614269362838,2.289202594429607,3.015364069445275,11.265454762901395,0.36549465714807566,"POLYGON ((-463478.5157240149 6487704.935481715, -462624.5218954032 6489245.252132921, -460376.7988909252 6488635.481276096, -457908.3698590909 6490592.081805632, -457468.9161922357 6488490.18236699, -454477.4665909606 6487194.018196217, -453235.421460078 6483221.052767096, -449688.7921418462 6483146.207786184, -447631.5676892116 6481466.906410291, -448287.4288895498 6479247.899697613, -450863.1313506952 6478976.08286419, -451168.5959799442 6475329.872824601, -455362.3687232715 6472611.761099783, -458973.3525529708 6473622.581088161, -460339.4581072317 6475837.728676032, -457006.4185910658 6475327.543945774, -457791.0449165536 6475836.953033513, -456382.5281251085 6479289.684257785, -456566.7658660491 6479884.854384162, -458154.8430335687 6476246.15579731, -462287.5410289913 6476356.750715285, -462460.3791963338 6477248.693006047, -463540.4775436052 6475746.912966583, -463495.5091410888 6477579.547943478, -465484.2617011739 6476802.210638899, -466750.0668240708 6481170.590039803, -465287.8240064079 6482311.433058731, -466931.1108600825 6481520.53043236, -468132.6692220335 6482817.310629295, -466684.0613299762 6487198.756549944, -463695.5885112056 6486334.536898591, -463478.5157240149 6487704.935481715))",0.3874322777565815,0.3719000381533766,0.2317283479587944,0.3,0.1,0.1,-0.8515256811756343,0.011894047830101909,0.6129415608557064,-0.26258174365271414,0.14155927350288391
E06000027,Torbay,-3.55523,50.470921,65455906.77538541,55423.720364903915,136264.0,2081.767814593042,59010.0,20192.0,21959.0,7953.0,5879.0,2108.0,689.0,149.0,81.0,2.3091679376376884,17,11,12.475782304937475,8.072565020841894,2.8444114196323813,10.103668361360969,0.39183231045064304,"POLYGON ((-398995.0723232422 6496446.430848451, -397384.5649892282 6498711.063721927, -396827.0342736677 6498059.170174601, -392950.7852560747 6501134.05132511, -391943.7942939102 6503420.334517747, -390633.6102812336 6503227.40948722, -391268.8630455214 6497150.333316074, -387456.4164242988 6493968.806805614, -391390.3979040487 6492267.653217175, -394143.9088608857 6493541.705388616, -396243.9959255539 6486965.557893575, -394607.0513490751 6483265.869237205, -391789.7621059971 6483452.1120152, -390942.9130716101 6482184.884966462, -390193.5033279883 6482899.889185835, -391062.2102401623 6483879.262724587, -387656.0595679903 6482903.764931891, -390467.5732802497 6479271.683525252, -394543.0475815633 6478282.092274435, -397940.6399035878 6481880.549947472, -398505.3080255467 6484676.594385031, -400642.1141317626 6484513.551321535, -403869.8592473836 6487426.520152767, -403539.4824312497 6490092.543615953, -399288.3536530515 6492000.277584679, -398995.0723232422 6496446.430848451))",0.2995215170551283,0.36208389596665297,0.3238713086361768,0.3,0.1,0.1,-3.2203232561625184,-0.65143094731574,-0.5866113023029575,-0.6440979002074292,0.02377514957161719
E06000030,Swindon,-1.73367,51.577629,227720526.64050433,83649.25419699213,222193.0,975.7267088652466,88360.0,26143.0,30472.0,14261.0,11989.0,3813.0,1176.0,316.0,190.0,2.514633318243549,49,39,22.05289995634426,17.5523081285189,3.050423971610033,11.356810269695059,0.3672383949098642,"POLYGON ((-199109.2267344129 6706598.115588129, -195232.6992048114 6705741.326267327, -192311.8303509731 6706635.343066532, -190475.2725335189 6707455.810859628, -188891.8533627067 6711081.810115773, -187358.7412905802 6710735.826868094, -189265.6733774037 6707267.596008188, -188347.1829753121 6703942.493944554, -184786.7985941594 6700869.773464636, -186320.9645033117 6698698.244882603, -185572.1720521086 6697520.618321913, -188200.0703591882 6695587.120361731, -188255.0359318687 6691668.319074795, -186633.0174113638 6689151.99591676, -184240.1957220489 6690414.501272934, -183421.6410136293 6689600.871889601, -178425.7527185131 6680021.326992608, -191368.5629849537 6676883.601921858, -190996.2068424581 6674686.162076882, -197518.7255049188 6673629.112317891, -200130.9123617371 6673984.124222487, -201873.3834672054 6678013.78802703, -204560.0192552453 6676907.124156796, -205595.7779370678 6681096.614421665, -204492.0433662026 6678702.530987377, -203724.5345362492 6679511.854906325, -206367.7592041816 6685019.991903235, -205861.5996945629 6686271.202633174, -207625.4909715503 6687392.990335996, -207066.8450669171 6688402.523951672, -205406.6164644463 6687772.880053784, -205179.1836351061 6690799.03651129, -203018.2607307895 6691433.349681529, -204557.6113105183 6692332.626970632, -203922.5936121585 6694028.11807791, -205085.4920949919 6696858.225780522, -203476.3412128908 6699141.005257237, -199105.5589769926 6700462.443378306, -200274.0364336513 6705793.098785, -199109.2267344129 6706598.115588129))",0.3556772715612103,0.42643557627828055,0.21036666321621292,3.3,0.6,0.4,0.013109719173665955,1.1099177445690767,-0.2989828749690485,0.25066794696009326,0.4278149620697784
E06000031,Peterborough,-0.26874,52.59214,342190158.1618905,97196.06881860654,202259.0,591.0719381482359,74023.0,21252.0,24505.0,11997.0,9868.0,3870.0,1706.0,455.0,370.0,2.7323804763384354,27,6,13.349220553844328,2.9664934564098506,3.247475972136495,13.063850189577632,0.33082234847634245,"POLYGON ((-7094.38405095263 6889144.104087064, -3482.906699904353 6886635.440905523, -1431.372627746523 6874344.049020644, -13849.15224249902 6871115.480715712, -20816.29261570504 6869622.113998647, -22028.9680750297 6866388.998202449, -20913.24173232193 6864756.072311339, -22310.07315296885 6865368.248209056, -24232.0743743165 6864036.840196101, -26143.66335383054 6865085.502603306, -27250.78653330894 6861312.651942807, -29979.73363520803 6860915.827293307, -32650.8334490971 6858373.098645393, -37041.69359061339 6865611.124101709, -36231.540324573 6866769.567656565, -38793.95111821778 6868866.587828825, -42909.77022087069 6869381.684782486, -44177.49366807472 6872270.22285543, -46241.5245469143 6871492.52523844, -53302.87477383689 6870561.083559473, -54844.58505452167 6872069.552811976, -52424.01015103221 6879686.304339646, -55079.17523423797 6882751.68907134, -50395.00535507964 6885307.309539505, -45161.57255185494 6884166.709484871, -38987.95843921146 6886650.460020158, -37297.54537627794 6889076.903410004, -32199.5251764672 6888236.325088173, -29028.47707845492 6884783.736234536, -23657.10951721471 6887577.675199418, -21471.56123871292 6884970.532108843, -20041.38740357329 6886457.486098687, -15704.67645310208 6884800.144845531, -11378.17815842156 6888589.775848554, -9770.372607586713 6887597.278720995, -7094.38405095263 6889144.104087064))",0.39366356997710855,0.40983590347030296,0.18906946044428186,2.5,6.6,0.1,1.4898712481635754,-0.3389177607549109,0.5093771780113481,1.0319225577671594,0.25399038054358414
E06000032,Luton,-0.42319,51.891022,44068117.79926678,30772.555939753896,213052.0,4834.606301328005,74293.0,20319.0,20641.0,12413.0,10617.0,5292.0,3098.0,1004.0,909.0,2.8677264345227678,126,2,59.14049152319622,0.9387379606856542,3.666334423092258,16.648064348935495,0.28242263889603364,"POLYGON ((-39502.63514846909 6743741.413231073, -41163.71266526043 6742680.48551138, -44069.69930809929 6743123.863851, -47065.78721906317 6740241.903425899, -50683.75325088626 6745229.148505018, -56321.92761235769 6748526.253009764, -53689.62095458159 6749818.773327708, -54070.9126706469 6752502.044688234, -48550.22872610132 6753395.999732333, -46944.45040570283 6753038.503082531, -46653.07020796196 6750630.334818494, -42929.37295790457 6751238.260434933, -42024.65765966733 6748134.154287228, -38953.26012375038 6744585.610945744, -39502.63514846909 6743741.413231073))",0.4223663706512964,0.40772205846460025,0.16347182847379985,5.2,14.4,6.7,5.368445399629926,-2.0408832049680794,1.0689462402909495,-0.35171978301016127,-0.13160518751705863
E06000033,Southend-on-Sea,0.706923,51.549171,44692735.33882765,36478.58826633958,183125.0,4097.422066733668,74678.0,24386.0,24848.0,11186.0,9501.0,3311.0,1076.0,236.0,134.0,2.4521947561530837,90,9,49.14675767918089,4.914675767918089,3.0232350521359095,11.25635579621774,0.3672040221575865,"MULTIPOLYGON (((91386.40062572266 6684058.76791558, 87059.12108891299 6680563.375248103, 74526.67721053291 6683622.048483544, 72132.41302420596 6683600.592149066, 71955.02378735413 6683814.25013666, 69733.34056783223 6683578.386275791, 69659.87834726871 6683560.471103313, 70359.38157416937 6689346.106930989, 71124.54958787565 6690466.470285291, 75174.57349332845 6689763.795733064, 87570.53810975791 6686205.326834497, 87826.6404421886 6684330.759924406, 91386.40062572266 6684058.76791558)), ((71890.15126504407 6683755.691358012, 69841.75861724865 6682661.20259291, 69499.54530315711 6683233.056991768, 71890.15126504407 6683755.691358012)))",0.3431262798634812,0.4084587030716724,0.23635767918088735,1.0,0.6,0.5,-0.46562645673552067,0.8392079034177008,-0.35978422082702965,-0.15042138279587203,-0.2387880513379357
E06000034,Thurrock,0.334861,51.509979,161110777.9215603,71948.03975588987,174341.0,1082.1187896248698,62353.0,16368.0,19584.0,11128.0,10184.0,3676.0,1054.0,246.0,113.0,2.7960322678940868,80,5,45.88708335962281,2.8679427099764254,3.22914145210401,12.451237689985103,0.3501526517192311,"POLYGON ((42588.12597386658 6688505.989851885, 43618.54055380679 6688750.242200965, 43804.53141267241 6687047.05137482, 46603.81363263443 6686861.622204792, 47606.92522231597 6684810.856032992, 51383.72453286245 6686340.278372115, 55270.40286030828 6683661.300909518, 56351.62991393738 6683582.426410129, 58070.90225525799 6679653.880452772, 60248.57230882221 6679000.971531163, 49176.37443415284 6676905.019735117, 47125.8651631136 6679350.028526217, 48510.13020604435 6676778.401209393, 49596.92315262088 6676403.410573935, 48298.38240886946 6669888.568948233, 45115.71469879193 6668555.157851097, 37941.3697635604 6668260.51878275, 35442.08090486326 6672150.105818336, 33145.63922324649 6671801.405651637, 31327.35608506942 6669874.953599566, 23438.00793569273 6675018.45465265, 25596.46720487771 6676644.539962383, 25225.5145669168 6677932.351350601, 26927.21309194617 6678177.489937769, 26399.20382308846 6680206.743348867, 27711.52357601521 6681873.371526675, 28253.58831847161 6679948.284215922, 29349.92058502452 6679945.413922769, 29535.20136673903 6682493.782664523, 37180.22730667632 6683984.850423164, 34843.77441484669 6688505.04879999, 42588.12597386658 6688505.989851885))",0.3937111752255637,0.4224823764920472,0.17827131885213462,1.4,0.3,0.4,1.835384949087948,1.6040753997316803,1.042115281842489,0.8025947730843568,-0.4886411397161173
E06000035,Medway,0.563174,51.44772,190967950.32151532,115739.73000611599,278556.0,1458.6531380319088,106209.0,29434.0,34837.0,18384.0,15493.0,5545.0,1908.0,388.0,220.0,2.6227155890743723,90,19,32.309481755912635,6.82089059291489,3.16502937883108,12.109492421531392,0.35385348049641724,"MULTIPOLYGON (((58170.41141608021 6656290.640272346, 59836.49833487647 6660771.639565848, 62443.58617872685 6658014.708433923, 66179.62194371103 6656548.228708628, 67021.95508649261 6657275.218696265, 66425.46128917742 6656597.540570992, 68130.37872908506 6655177.747507375, 68971.35483190638 6656834.860077926, 70633.97842658924 6656996.255084003, 69788.505648409 6654448.60571906, 69381.39378058931 6653466.261544677, 70674.42414652732 6652958.93281166, 66944.74103033035 6647080.456279018, 62720.57869114704 6648047.526770026, 60555.01156037338 6646120.05086106, 58510.85290299036 6647332.095377337, 56307.22702630662 6648793.017549711, 55993.46948834031 6650887.364120448, 50868.69480784424 6653256.64574383, 50260.77757808033 6650613.970556583, 50286.0250573486 6648443.931602557, 46594.52796211461 6649677.363852086, 44515.63980536546 6649063.197853871, 44667.41833636522 6650573.800815589, 47987.67318643047 6656812.353174857, 50460.3842493872 6657407.614842053, 50296.87775287827 6658642.940879522, 52059.50026382779 6658639.470437349, 52889.20479177177 6661246.254442035, 54458.28754001822 6661669.721473723, 54316.27209991839 6666648.466396167, 51125.30844701026 6668829.99675321, 50574.15499476523 6670235.996366417, 52064.10698870788 6670392.056975361, 50994.67545337457 6670866.467447006, 52145.63970721565 6673665.15390422, 60785.82644993628 6674463.743680058, 68485.29976787615 6672319.408583363, 73462.45261837264 6672775.379760272, 76838.76764230237 6669515.324949888, 74729.65522595325 6671811.912214954, 77956.17580434175 6671870.900747043, 80203.2915264045 6669583.77130145, 80533.81868826879 6666866.692935341, 79071.05773073868 6665142.231528499, 75453.49961775487 6664847.930497375, 74803.48944966521 6667489.282463175, 73347.56340497982 6667375.295202434, 70800.18626289406 6667175.225552261, 68903.39521607809 6665610.887841169, 67368.60520874966 6662599.245829158, 68719.97395030769 6664002.602731692, 69432.3846883097 6663234.349580142, 67999.34478051128 6662039.004615945, 62730.71240823447 6660641.76223315, 59269.68952863447 6661197.862004811, 57399.34798187379 6659005.030025809, 58170.41141608021 6656290.640272346)), ((64848.44679617466 6659499.511106222, 62504.92587763138 6659339.28613226, 62829.47566932395 6660357.524450424, 64848.44679617466 6659499.511106222)), ((67691.69844273753 6659216.32993034, 68494.33551574103 6658120.188848446, 66456.14274450598 6658244.054692736, 67691.69844273753 6659216.32993034)))",0.3854557072904551,0.4003216588405922,0.20785766596303792,2.7,0.6,0.5,0.9136221074541252,0.8016459172472565,0.6589950579059015,-0.061957999741317826,-0.09751073975640473
E06000036,Bracknell Forest,-0.73363,51.411301,108233672.33558826,57917.01913707451,122549.0,1132.2631613203123,45878.0,12707.0,15522.0,7648.0,7185.0,2074.0,576.0,115.0,51.0,2.671193164479707,36,2,29.376004700160752,1.6320002611200417,3.078298966272607,11.336984267791514,0.3727347457720005,"POLYGON ((-89059.6952207018 6666273.738526679, -87116.61778445782 6671174.968789153, -85119.88374686582 6669576.845851355, -80655.77163824414 6668938.421019009, -79530.55172622851 6670899.509335057, -76686.15356176448 6670866.715178072, -74891.63159233928 6669243.159928337, -73111.57453669304 6669892.679256506, -73693.39467196167 6666832.676513479, -70194.69958251956 6666453.773166792, -70278.97141239977 6661514.437476412, -75282.87012316614 6664564.199642389, -77540.47703242402 6660883.575702419, -74322.716363698 6656196.352253301, -81859.09818390767 6652717.056891051, -86326.42356246136 6646841.886389282, -93215.1816375777 6650558.796862843, -90568.22160953909 6653661.187199175, -87815.10684952118 6653915.885812098, -89226.8203871141 6659885.128094849, -88223.18358906687 6660516.712980281, -89059.6952207018 6666273.738526679))",0.3640421382467421,0.4352218296354927,0.19380819100931052,1.8,0.5,0.1,0.6691624935747741,1.7429289191521393,0.3337077710459937,0.9363384276546702,0.16256038476968118
E06000037,West Berkshire,-1.27364,51.445591,701217777.186149,143114.43066593542,158450.0,225.9640373577366,62340.0,16123.0,22607.0,10190.0,9502.0,2875.0,822.0,154.0,67.0,2.5417067693294837,44,35,27.769012306721365,22.08898706216472,3.073497043146198,11.29896046036755,0.37365639931135425,"POLYGON ((-176410.4338123596 6681202.092758615, -176018.4600445916 6683358.605709544, -173104.3224064521 6686282.303139043, -170427.1920666888 6684978.664532647, -168421.2331899907 6685816.102911212, -163724.240050958 6681861.61219681, -163020.4775182297 6683630.374425261, -161173.6327574023 6683257.281092709, -158809.1793559427 6684894.65688132, -158383.6594546499 6683139.152906613, -156389.8577812719 6685186.771554538, -154043.4150483194 6683971.131972279, -152211.3694581435 6686120.790300201, -149437.5717377023 6684553.063926131, -147914.4658165416 6688129.031030328, -140337.6147258224 6683500.417017741, -136567.9965901232 6683030.682887128, -134102.5340229108 6683467.159433606, -134103.2316088401 6681823.43831958, -126948.1661137031 6684414.518982564, -127135.0413254712 6679646.550714018, -123921.6380191312 6678468.482549318, -122696.3765527411 6674915.917064039, -121104.7619533725 6674217.095444365, -117038.0161283596 6675305.739999945, -115391.3201130881 6672340.199093612, -117218.8370339457 6669692.318805641, -116796.9964946177 6668096.049523608, -115104.7166298383 6668330.555203841, -111449.6251664435 6663637.980087348, -112644.7788435583 6657672.184225781, -109287.4030790711 6654626.848331212, -109777.0257653322 6652332.585840563, -116889.3911453756 6651496.912479029, -120964.0576785074 6656079.737998589, -124174.2937858065 6654354.186404957, -124211.4406938259 6651909.158923567, -126749.4169652628 6651326.851301607, -131013.439856873 6651350.527081267, -139278.4094845268 6653967.556001651, -150231.204011902 6653090.115502125, -157081.2088099888 6654112.257719152, -159014.8791323683 6651238.192930981, -160759.3353478715 6650924.998438453, -159154.4659933764 6647654.67647279, -166791.4842082884 6646383.415708697, -165390.3304602256 6649636.949658409, -167048.6503617064 6651163.162288364, -166474.3428806104 6653545.290475534, -173170.4919290178 6658156.232223161, -172879.446372954 6660729.6579317, -174890.3656587848 6661714.69093155, -174229.8070262476 6662865.821900876, -169943.6071038376 6663201.897530871, -169651.5661484153 6667396.114768863, -176141.3949212757 6675707.565318543, -176410.4338123596 6681202.092758615))",0.3395519091195961,0.4066077627011676,0.2450867781634585,1.1,0.3,0.1,-0.8960576742707143,0.6197753230371024,0.3369971618688471,0.6114754734054615,0.07083903348728438
E06000038,Reading,-0.99071,51.453018,41326311.02307669,30503.94756667065,161780.0,3914.6973440155775,62869.0,19237.0,20410.0,9955.0,8066.0,3189.0,1382.0,361.0,269.0,2.5732873117116544,53,34,32.760539003585116,21.016194832488566,3.2025386824793847,12.747773027491364,0.3355117922435214,"POLYGON ((-115391.3201130881 6672340.199093612, -112831.6649953319 6670747.653614854, -111143.5467513971 6673958.546324678, -106589.207485415 6675523.344583489, -104769.0891611176 6672295.834594717, -106332.832993344 6670576.956876955, -105663.1083761017 6669539.730859203, -103359.5197837803 6666982.77927544, -105223.0526596053 6667162.31616562, -105020.7898384252 6664159.345228616, -107083.4184348694 6661138.810721419, -108394.1991670418 6660682.349963811, -111449.6251664435 6663637.980087348, -115104.7166298383 6668330.555203841, -116796.9964946177 6668096.049523608, -117218.8370339457 6669692.318805641, -115391.3201130881 6672340.199093612))",0.4284089504265051,0.4037890963036221,0.16086660897515145,4.2,4.5,0.4,1.8121071795636987,0.19608081431888946,0.678861759221751,0.479388200956991,0.592646524601161
E06000039,Slough,-0.57617,51.503502,32201925.662017465,37004.536781352974,149539.0,4643.79060959025,50766.0,14447.0,12370.0,8563.0,7812.0,4160.0,2180.0,678.0,556.0,2.9456526021352873,70,4,46.81053103203846,2.674887487545055,3.7160878748257877,16.901693989856174,0.2818291280967196,"POLYGON ((-71492.65910234019 6676869.262490818, -73391.72458571951 6677631.78314893, -73466.72382448128 6681832.595440419, -70192.88898480797 6683697.479817371, -65665.78601749666 6680802.961719047, -63148.7716401046 6682641.935353501, -64021.3373601489 6681984.917873265, -63310.42478515937 6678767.644787094, -58665.38868284366 6678452.997313784, -59203.94583512739 6675579.434746465, -54551.4795568893 6675820.765318547, -56741.83602573452 6671261.800460415, -58373.44743030958 6671681.105925366, -59486.19064191009 6674400.939692295, -62402.19047643317 6676260.19683126, -62960.74099835746 6675213.423904038, -66857.70027025268 6677168.511079079, -67652.55876052896 6676267.269043732, -69746.91577120754 6677544.655247383, -71492.65910234019 6676869.262490818))",0.4216291402242893,0.4346959656009469,0.13881328616615066,15.6,17.7,0.4,6.872745365075268,-1.4183582319824526,-0.8798756691596861,0.45314155461962513,0.2538294989970373
E06000040,Windsor and Maidenhead,-0.67541,51.480339,197413883.65486637,102626.06027822744,151422.0,767.0281197888148,58349.0,16554.0,19740.0,9227.0,8683.0,2902.0,885.0,204.0,154.0,2.595108742223517,58,29,38.303549021938686,19.151774510969343,3.1345803146309796,11.935576575106264,0.3561619868773472,"POLYGON ((-93815.88414264738 6684744.216083538, -88274.41459106933 6685922.679557597, -86279.11084190145 6688659.425973834, -84264.1774971642 6688341.801633519, -80926.59846747764 6690577.036562652, -79662.62158305329 6690429.619537088, -79079.58832361325 6688154.879382675, -77277.53365323821 6687854.224123877, -78277.96436288995 6678738.543381176, -72596.20609153942 6674170.533967824, -70565.34866405401 6675398.771358919, -71492.65910234019 6676869.262490818, -69746.91577120754 6677544.655247383, -67652.55876052896 6676267.269043732, -66857.70027025268 6677168.511079079, -62960.74099835746 6675213.423904038, -62402.19047643317 6676260.19683126, -59486.19064191009 6674400.939692295, -58373.44743030958 6671681.105925366, -60182.86548788357 6669243.802453399, -58196.08729975169 6665226.392473627, -63640.57630079555 6668024.262518294, -66118.91114729425 6666359.108044275, -68852.57524407785 6657587.1819025, -68613.16212119457 6656012.87779164, -74322.716363698 6656196.352253301, -77540.47703242402 6660883.575702419, -75282.87012316614 6664564.199642389, -70278.97141239977 6661514.437476412, -70194.69958251956 6666453.773166792, -73693.39467196167 6666832.676513479, -73111.57453669304 6669892.679256506, -74891.63159233928 6669243.159928337, -76686.15356176448 6670866.715178072, -79530.55172622851 6670899.509335057, -80655.77163824414 6668938.421019009, -85119.88374686582 6669576.845851355, -87116.61778445782 6671174.968789153, -89059.6952207018 6666273.738526679, -91070.79022480251 6666631.563565996, -92815.10482522075 6670356.763644238, -91482.60309057678 6671872.390653865, -92327.72951028195 6674451.472466731, -90993.58306440002 6678048.365930474, -95058.64282879099 6681408.993265094, -93815.88414264738 6684744.216083538))",0.33992418538917724,0.4191530953230046,0.2288042688644979,4.1,2.9,0.3,0.2927826003322401,0.541843046372804,-0.38984873407952286,0.49657711826513795,0.11740859252698614
E06000041,Wokingham,-0.89935,51.422958,179124859.58828133,75874.00166771158,171119.0,955.3057034814553,60332.0,14084.0,21502.0,10094.0,10397.0,3172.0,826.0,171.0,86.0,2.8362891997613207,42,40,24.544322956539016,23.3755456728943,3.166373245240968,11.879591715625185,0.3633988125057703,"POLYGON ((-99842.64556099099 6684762.816951658, -97932.47872721418 6687845.665949984, -93815.88414264738 6684744.216083538, -95058.64282879099 6681408.993265094, -90993.58306440002 6678048.365930474, -92327.72951028195 6674451.472466731, -91482.60309057678 6671872.390653865, -92815.10482522075 6670356.763644238, -91070.79022480251 6666631.563565996, -89059.6952207018 6666273.738526679, -88223.18358906687 6660516.712980281, -89226.8203871141 6659885.128094849, -87815.10684952118 6653915.885812098, -90568.22160953909 6653661.187199175, -93215.1816375777 6650558.796862843, -97724.52271930796 6650508.955279172, -102827.4193943989 6652894.918977906, -109845.6121713925 6651800.454768402, -109777.0257653322 6652332.585840563, -109287.4030790711 6654626.848331212, -112644.7788435583 6657672.184225781, -111449.6251664435 6663637.980087348, -108394.1991670418 6660682.349963811, -107083.4184348694 6661138.810721419, -105020.7898384252 6664159.345228616, -105223.0526596053 6667162.31616562, -103359.5197837803 6666982.77927544, -105663.1083761017 6669539.730859203, -102605.1005209973 6671039.926449577, -99505.10446698482 6676158.655274283, -96878.20782508409 6677404.762662092, -97797.66855698127 6680947.24666847, -100204.6729730704 6683298.706649371, -99842.64556099099 6684762.816951658))",0.3494585639233516,0.4198949269222004,0.22133719809021796,3.5,1.9,0.1,0.9086979282412699,0.8980877179929295,0.2179760769589067,1.1237788550616115,0.3273524998210386
E06000042,Milton Keynes,-0.7407,52.072411,309327268.5131737,87925.40781101095,269457.0,871.1065186563865,98584.0,25546.0,32859.0,17221.0,14896.0,5456.0,1837.0,477.0,292.0,2.733273147772458,89,50,33.02938873363839,18.555836367212578,3.2249034435753456,12.571143422803539,0.34504821733045804,"POLYGON ((-78532.90949352105 6801054.93969513, -74378.49338402878 6801682.293691629, -69849.09745252244 6799239.378862216, -70208.09920422184 6794420.153381194, -71333.61205674395 6794030.763438331, -70740.31958147888 6791584.659509755, -67600.85186899267 6790610.393144424, -65882.18969835699 6786418.795452211, -74472.44448686391 6775221.534864654, -71586.13054803903 6773151.39478228, -71269.22261569255 6770772.095310709, -72474.10498069575 6769765.316702181, -71633.98861479189 6768388.555164689, -73661.41874751686 6766383.144216047, -71879.41014004336 6761423.657655789, -72691.77706228643 6760883.071289376, -79385.82693755491 6764593.16605303, -79478.04439619365 6762440.644497457, -82421.10612016865 6760997.269243499, -84827.52157229936 6763826.64286957, -89465.30091470633 6763820.278855744, -91263.85190796209 6768646.821722646, -96997.51645418124 6773693.209565019, -94895.92952276015 6775580.398365446, -96034.89590705826 6777427.452757286, -93454.82332473299 6777950.107179056, -92555.13975700602 6779416.652815569, -94257.53080176354 6782951.049418961, -96797.61452472434 6784492.532778637, -97011.24470993083 6786610.504110657, -98744.00047955285 6787054.552707342, -98043.18246256052 6789246.749794177, -92197.21287269556 6790382.494237944, -92615.97196943876 6792385.71230053, -90620.56489977389 6792166.603796057, -89902.16588335772 6794791.719467469, -88177.19110468643 6793769.320378958, -86605.76383541695 6796919.331507419, -83462.09229000792 6796583.527875918, -78532.90949352105 6801054.93969513))",0.380101463313256,0.4269957729804756,0.186742226032354,3.3,1.5,0.8,1.551958752281818,1.0827226162816461,0.4063747065267287,0.5529707702882338,0.18700815062443493
E06000043,Brighton and Hove,-0.15079,50.8465,86830163.53800336,47744.18169873574,290885.0,3350.0455158383647,121540.0,44294.0,39817.0,17285.0,13244.0,4822.0,1613.0,297.0,168.0,2.393327299654435,54,29,18.56403733434175,9.969575605479829,2.913689513854946,10.588359589427375,0.37965013286093907,"POLYGON ((-26634.91807322301 6564793.670198193, -25241.31188624911 6566604.894569376, -20901.60223186213 6564914.127042088, -20310.26790753941 6568389.932065931, -18772.84848638815 6569101.570849542, -18718.80535683632 6567056.65124222, -15032.32202713124 6568092.433289305, -15062.79328629125 6566591.51338997, -13561.7509437426 6565768.634022301, -10858.86572137626 6566563.386973497, -9457.183692103583 6565714.318133174, -8178.635915534808 6560108.356621142, -4104.432793928233 6560107.354876416, -5120.327756515479 6556694.802434683, -2277.242201340233 6556695.795745891, -1784.533624389013 6555473.562385847, -4296.045943590323 6552698.162094068, -24051.85429051179 6557707.104103841, -27273.06770660264 6564076.563691907, -26634.91807322301 6564793.670198193))",0.4209189198480499,0.402726163260395,0.16804922907678296,1.1,0.2,0.5,-0.05168346520865326,0.5706903201689966,0.08542457434120689,0.4369100135412367,0.18635544791324762
