,p_value,Principle Components
0,7.752410664070118e-22,PCA0
1,0.704261498500236,PCA1
2,0.0003285463899008565,PCA2
3,0.46383408783782065,PCA3
4,0.591148199473819,PCA4
5,0.012437483367665687,PCA5
6,0.8285395448180899,PCA6
7,5.887538001053189e-05,PCA7
8,0.014031773638399435,PCA8
9,0.7097534054935281,PCA9
10,0.5653140770247116,PCA10
11,0.4851018692489504,PCA11
12,0.8062995875918082,PCA12
13,0.7955503202859395,PCA13
