code,final,baseline,logPOP,dPOP,0-19,20-39,40-59,60-79,80+,d1PHHS,d2PHHS,d3PHHS,d4PHHS,d5PHHS,d6+PHHS,dHHS,dCER,days_since_100+_cases
E06000001,1.1338701,-1.7754705,-2.0765438,-1.874882,-1.0677687,-1.2392565,-3.052613,-1.4552101,-2.274286,-0.7220279,-2.1214032,0.47020522,-1.1904081,-1.2178165,-2.1715603,-1.5660219,-2.069768,-1.226373
E06000002,1.1410785,-1.7754705,-1.9182807,-2.2488315,-0.37471014,-1.5495387,-3.8851879,-1.6496489,-1.7520111,-0.7234573,-1.2483474,-0.94829935,-1.2405145,-1.1139805,-1.3955315,-0.945505,-2.3044295,-1.4267348
E06000003,0.89390296,-1.7754705,-1.9291359,-1.7447891,-1.7009699,-1.0727468,-3.1226768,-1.4445056,-2.4800858,-0.7348409,-2.8002279,0.46318322,-1.2967051,-1.2159488,-2.506494,-1.6028812,-2.0056973,-1.3780702
E06000004,0.33778796,-1.7754705,-1.7903872,-1.866101,-0.8243955,-1.3021663,-3.084377,-1.4889795,-1.9701422,-0.67120266,-2.0742834,0.17321591,-1.6782349,-1.1868986,-2.2777178,-0.98445266,-2.3205414,-1.3941417
E06000005,0.4250947,-1.7754705,-2.0266361,-1.7398671,-1.3046618,-1.1387643,-2.8315372,-1.4344198,-2.4008222,-0.7287594,-2.8794374,-0.5582482,-1.073224,-1.2176694,-2.3422482,-1.6788266,-2.2463734,-1.3153611
E06000006,1.344127,-1.7754705,-1.9537793,-2.0439422,-0.7517591,-1.2352622,-2.9816496,-1.4473513,-1.569579,-0.71749216,-1.8513552,0.8813551,-1.7766472,-1.2066185,-2.2311094,-1.1419408,-1.8790952,-1.3780702
E06000007,0.19797754,-1.7754705,-1.7690074,-1.9222841,-1.2357773,-1.2090329,-2.4455602,-1.4793704,-1.9175992,-0.7012281,-2.210372,0.18919717,-2.0221949,-1.2175771,-2.4632638,-1.1788049,-2.3032541,-1.4267348
E06000008,3.3162384,-1.7754705,-1.8955816,-1.902379,-0.35809028,-1.4128729,-3.3588266,-1.8540368,-1.1091974,-0.68722445,0.10944493,-2.7683685,-0.94911075,-0.903346,0.6934718,-0.08429064,-2.2157974,-1.3463933
E06000009,0.91017085,-1.7754705,-1.9217634,-2.46388,-1.4198617,-1.1531956,-2.8704052,-1.4279138,-2.3437293,-0.5119322,-2.1288147,-1.1774694,-0.50770074,-1.217774,-2.1455586,-2.016741,-2.2925012,-1.3307961
E06000010,1.2099565,-1.7754705,-1.695691,-2.4210947,-0.81562483,-1.7447752,-3.7295928,-1.8148686,-1.3936332,-0.67494494,-1.5785162,-0.85385644,-1.1947799,-1.2121462,-1.8260143,-1.6135042,-2.2538772,-1.3000954
E06000011,0.22788346,-1.7754705,-1.606647,-1.7125714,-2.5976496,-0.6097283,-2.5604084,-1.6360924,-2.690087,-0.684583,-3.7994993,-1.5297364,-1.4437984,-1.2124139,-2.5554018,-1.4201181,-2.3214393,-1.3941417
E06000012,0.20400605,-1.7754705,-1.8683311,-1.8274068,-1.0628822,-1.1874672,-3.1586854,-1.4353782,-2.4160304,-0.73537284,-2.8624594,-0.8392381,-1.1784564,-1.2158072,-2.2122648,-1.5252986,-2.1526067,-1.1706927
E06000013,0.14000914,-1.7754705,-1.8404547,-1.6886419,-1.5023121,-1.0922167,-2.9039414,-1.4263393,-2.2897286,-0.67739457,-2.9182386,-0.28952524,-1.4143794,-1.2141713,-2.0533998,-1.1256279,-2.0798829,-1.3000954
E06000014,0.03863728,-1.7754705,-1.7684335,-1.8090017,-2.093136,-1.735057,-3.8591728,-1.5895804,-2.2790298,-0.721982,-2.8781369,-1.9900771,-1.0410079,-1.217391,-2.0570846,-1.463179,-2.145768,-1.3307961
E06000015,0.096375085,-1.7754705,-1.7000878,-2.3655097,-0.3397316,-1.5163367,-3.545302,-1.812396,-2.0358396,-0.7208042,-1.3242056,-2.0490913,-1.4582756,-1.168693,-1.0338476,-0.892957,-2.3039274,-1.5451442
E06000016,1.9545807,-1.7754705,-1.5900862,-2.5734196,-0.23421045,-1.9912418,-4.5652637,-2.4224377,-0.928061,-0.6572175,1.192514,-2.9852204,-1.5104032,-0.9255454,0.8307161,0.27488226,-2.2781448,-1.493618
E06000017,-0.6944814,-1.7754705,-2.2808278,-1.7441785,-2.0141683,-0.81348854,-2.9170659,-1.5098063,-2.6925821,-0.64624554,-3.2141767,-2.8810394,-0.92705506,-1.2136964,-2.6771865,-1.4203376,-1.3753438,-0.9307251
E06000018,2.183588,-1.7754705,-1.6157421,-2.5197754,-0.38012806,-2.2957776,-4.907632,-2.616952,-0.9251877,-0.70821774,-0.6028099,-2.4082775,-0.25289446,-1.1477048,-0.6273213,-1.3693978,-1.920701,-1.4766939
E06000019,-0.88527465,-1.7754705,-1.7997904,-1.7637942,-2.5235538,-0.9623025,-3.0404167,-1.521444,-2.6765058,-0.7070817,-3.2473586,-2.0674,-1.3663657,-1.2081424,-2.198411,-1.3253425,-2.2877102,-1.2850002
E06000020,-0.025205765,-1.7754705,-1.8280963,-1.7610058,-0.49653035,-1.3296877,-2.9971216,-1.5486243,-1.4534868,-0.59815514,-1.824308,-0.18830751,-1.7252824,-1.0974878,-1.7783866,-0.47176483,-2.255551,-1.3307961
E06000021,1.4793973,-1.7754705,-1.7018024,-2.2754047,-0.58158475,-1.4995447,-3.5993674,-1.5704455,-1.6498744,-0.73074865,-1.8864523,-0.23877202,-1.041961,-1.2104053,-1.7165017,-1.417942,-2.1737921,-1.3941417
E06000022,-0.63508886,-1.7754705,-1.7997912,-1.7439753,-1.4841111,-1.5951601,-3.8346095,-1.543817,-2.3696818,-0.72369266,-2.218658,-2.8077836,-1.7654573,-1.1952624,-2.244414,-1.2940557,-2.2080038,-1.3000954
E06000023,0.8228339,-1.7754705,-1.4685735,-2.4944043,-1.251839,-2.335797,-4.673516,-2.3699775,-1.2925735,-0.72673756,-1.7711543,-2.146023,-0.94398344,-1.2018446,-1.3005699,-1.3937477,-2.3208113,-1.493618
E06000024,-0.02203108,-1.7754705,-1.7618446,-1.7488486,-1.730685,-0.8471373,-2.8085265,-1.4555299,-2.6861374,-0.7339942,-3.2190998,-2.2939284,-1.5370433,-1.2174509,-2.4294229,-1.5500909,-2.2900522,-1.3000954
E06000025,-0.57890123,-1.7754705,-1.6691579,-1.7478911,-1.2470813,-1.354026,-2.9351683,-1.5284262,-2.217719,-0.6395026,-2.225027,-1.4066689,-2.5098653,-1.1957473,-2.3857558,-0.8348293,-2.313343,-1.4432486
E06000026,-0.15110727,-1.7754705,-1.6926233,-2.364217,-1.360351,-1.5782616,-3.698329,-1.5358061,-2.105372,-0.7340007,-2.3713508,-1.4031819,-1.0151644,-1.2065321,-1.7794122,-1.3695717,-2.3215744,-1.3780702
E06000027,-0.5617879,-1.7754705,-1.9318473,-2.1620233,-2.5297992,-0.75314105,-3.1362877,-1.6243006,-2.659181,-0.6817281,-3.5288498,-2.51054,-0.49417016,-1.2172815,-2.181236,-1.9251138,-2.3198066,-1.2553289
E06000030,0.29845643,-1.7754705,-1.7491299,-1.8670392,-0.6540444,-1.3243109,-2.4175365,-1.6987507,-1.624039,-0.7146298,-2.0636513,-0.53904647,-1.8535246,-1.2062055,-1.9802909,-1.0985634,-1.7692116,-1.3463933
E06000031,0.19965318,-1.7754705,-1.7835556,-1.7530047,-0.24180426,-1.5027065,-3.4417534,-1.9475862,-1.5240157,-0.6761404,-1.2058213,-1.2892199,-1.4244568,-1.1349771,-0.77296406,-0.53599656,-2.1208844,-1.3153611
E06000032,0.3837615,-1.7754705,-1.7615381,-2.5862257,-0.53825027,-1.6708626,-3.8443131,-2.457452,-1.2788832,-0.59412515,1.2179363,-2.4121382,-1.2498492,-0.8534868,1.6529784,0.67443895,-2.0862968,-1.4766939
E06000033,-0.43977267,-1.7754713,-1.8185359,-2.51108,-1.0758653,-1.2164184,-2.7203596,-1.5123067,-2.387861,-0.73307544,-1.8890381,-1.5302607,-1.5412691,-1.1919513,-1.9226612,-1.376735,-2.2132852,-1.4267348
E06000034,-0.31283608,-1.7754713,-1.8393242,-1.8941584,-0.24736282,-1.4540004,-2.9386704,-2.0182364,-0.9969453,-0.6136211,-0.5249198,0.08844151,-2.7046206,-1.0326875,-1.795743,-0.20398776,-1.3884153,-1.4267348
E06000035,0.37805972,-1.7754705,-1.6747645,-1.9958,-0.42693415,-1.4436686,-3.1270173,-1.6783036,-1.4182347,-0.65475494,-1.1002884,-0.14619176,-2.0238311,-1.1374037,-1.6787187,-0.5828376,-2.2857094,-1.4766939
E06000036,-0.7374831,-1.7754705,-1.9750623,-1.9106461,-0.42919236,-1.3548706,-2.2847433,-1.8599256,-1.3379744,-0.65849376,-1.4668689,-0.6998323,-2.5840275,-1.2048869,-2.2698421,-0.8049613,-2.307701,-1.3153611
E06000037,-1.2984753,-1.7754705,-1.8714492,-1.6854439,-0.6935888,-0.9246295,-2.0998452,-1.454889,-1.9971952,-0.61910814,-2.1549757,-1.0468556,-2.3912194,-1.1990525,-2.2263417,-0.7251203,-2.3203235,-1.3941417
E06000038,-0.46439403,-1.7754705,-1.8603251,-2.4771614,-0.39298114,-1.9026257,-3.6860502,-2.4729998,-1.1521444,-0.70973086,-1.0333184,-1.6624007,-1.1990935,-1.1553758,-0.96166474,-0.8157521,-2.2670414,-1.4103638
E06000039,0.5433085,-1.7754705,-1.8951374,-2.532543,-1.1473778,-1.6072747,-3.267661,-2.829014,-0.3511554,-0.609711,2.2555978,-2.4148922,-1.6605705,-0.5399483,1.5867552,0.7798826,-1.4102594,-1.5106691
E06000040,-0.931047,-1.7754705,-1.8904867,-1.8072863,-0.6027129,-1.0229249,-2.1804087,-1.571599,-2.3885639,-0.6698639,-1.4238173,-1.6959172,-2.1858535,-1.1677619,-1.8692107,-0.735501,-2.3045516,-1.4267348
E06000041,-1.0442449,-1.7754705,-1.8493726,-1.8591384,-0.37533927,-0.99237406,-2.1000242,-1.584039,-2.070864,-0.5556467,-1.618301,-1.2805781,-2.9784448,-1.1533796,-2.1814318,-0.21407816,-2.3142006,-1.4103638
E06000042,-0.60039407,-1.7754705,-1.6858448,-1.8385133,-0.23838261,-1.4121712,-2.8648362,-1.9092638,-0.8928602,-0.6077901,-1.1047496,-0.26317465,-2.1645768,-1.10081,-1.4839889,-0.28837103,-2.042493,-1.493618
E06000043,-0.7390568,-1.7754705,-1.6602517,-2.3960354,-2.4589682,-2.0892305,-3.2083476,-2.3022788,-1.4204875,-0.62055814,-2.0620515,-1.8514616,-0.8342061,-1.2127813,-2.0670946,-1.8421981,-2.304324,-1.4267348
E06000044,-0.58753395,-1.7754705,-1.759892,-2.6294749,-0.9169831,-1.9394966,-3.9829876,-2.0980983,-1.4467796,-0.7340919,-1.2392898,-1.1439035,-1.2329322,-1.1163639,-1.7240325,-1.1571456,-2.3086321,-1.3941417
E06000045,-0.5752685,-1.7754705,-1.7057257,-2.5947516,-0.9770424,-2.2073457,-4.649711,-2.24062,-1.2545729,-0.73326707,-1.0256037,-2.2285006,-0.93527657,-1.1561909,-1.2040557,-1.2367818,-2.1858642,-1.4599031
E06000046,-1.3055362,-1.7754705,-1.9155188,-1.6973857,-3.1030834,-0.66041505,-3.0799305,-1.7884527,-2.6663625,-0.7256442,-3.649086,-2.6292071,-0.49505618,-1.215989,-2.187128,-1.8464649,-2.2416384,-1.0930065
E06000049,0.14824589,-1.7754705,-1.5627673,-1.6894907,-1.8562653,-0.83040226,-2.3672361,-1.4394269,-2.6155303,-0.7232769,-2.8096545,-0.51293254,-1.774263,-1.2166197,-2.4865053,-1.4023803,-2.2447004,-1.4599031
E06000050,0.51400405,-1.7754705,-1.6057044,-1.6971604,-1.7606684,-1.0880269,-2.779791,-1.4246235,-2.4472346,-0.72072667,-2.7011006,-0.60932815,-1.667015,-1.216675,-2.2979016,-1.3233163,-2.1145182,-1.4599031
E06000051,-0.14111847,-1.7754705,-1.6273079,-1.7484269,-2.5082865,-0.8631326,-2.7147682,-1.5192866,-2.6579187,-0.7063482,-3.11573,-2.0834188,-1.3690965,-1.2113869,-2.3223917,-1.36091,-2.2993174,-1.4599031
E06000054,-1.0354719,-1.7754705,-1.424985,-1.7058123,-1.2487341,-0.9472851,-2.5909739,-1.4237872,-2.4748216,-0.6470625,-2.8732314,-1.7205079,-1.770453,-1.2070105,-2.3611395,-1.0645698,-2.2800646,-1.4599031
E06000055,-0.09553053,-1.7754705,-1.8412901,-1.6951019,-0.432054,-1.2106436,-2.8256965,-1.5908011,-2.1334202,-0.6811852,-1.3163962,-0.8800775,-1.6000797,-1.153317,-1.4370556,-0.72794896,-2.3207808,-1.4267348
E06000056,-1.0019152,-1.7754705,-1.668044,-1.7023177,-0.97906905,-1.2411172,-2.5518079,-1.5132153,-1.8527325,-0.6266635,-2.156282,0.09396148,-2.3842397,-1.1996255,-2.347252,-0.7652682,-2.0634983,-1.4599031
E06000057,0.0067953453,-1.7754705,-1.6273079,-1.8036847,-2.7266128,-0.84087026,-2.7134578,-1.5851554,-2.5828705,-0.7301996,-3.6381245,-1.1827528,-1.2177255,-1.213837,-2.579388,-1.5856547,-2.2421992,-1.4267348
E06000058,-0.37840414,-1.7754705,-1.5464803,-2.2219424,-2.081344,-1.3330572,-3.2842937,-1.4413536,-2.6857839,-0.70989895,-2.833345,-2.283801,-0.9730372,-1.2163202,-2.0821698,-1.718084,-2.3167937,-1.4103638
E06000059,-1.2867823,-1.7754705,-1.5673989,-1.7068036,-2.9090679,-0.5111864,-3.078699,-1.7919877,-2.416942,-0.71711844,-4.1627083,-3.0578227,-0.9829952,-1.2173587,-2.4013927,-1.6149269,-2.302828,-1.4103638
E06000060,-0.8082208,-1.7754705,-1.3684183,-1.6923689,-0.55289936,-1.03177,-2.451653,-1.5178291,-2.3121984,-0.6096686,-1.6336373,-2.0993404,-2.3376136,-1.1234225,-1.6370137,-0.4204691,-2.3029063,-1.5977178
E07000026,-0.5119313,-1.7754705,-2.0600703,-1.7780505,-2.5594044,-0.84302354,-2.6682217,-1.5311067,-2.6484792,-0.7353759,-3.2246294,-1.5731317,-1.44625,-1.2178159,-2.5418663,-1.6063206,-2.2764642,-1.3153611
E07000027,0.38465074,-1.7754705,-2.1825972,-1.835943,-1.9445301,-1.102456,-2.7560441,-1.4323355,-2.2505522,-0.66815764,-2.6452034,-0.4110433,-1.2508371,-1.2105181,-2.471511,-1.8303069,-2.074103,-1.493618
E07000028,0.06234648,-1.7754705,-2.020132,-1.7437398,-2.0044355,-1.1011407,-2.7903068,-1.4265388,-2.5064936,-0.68999815,-2.9234505,-1.5001837,-1.3492371,-1.213362,-2.4725752,-1.8128601,-2.2061195,-1.4267348
E07000029,-0.52078724,-1.7754705,-2.177298,-1.7566407,-2.5233507,-0.9851474,-2.5652175,-1.4754131,-2.4438007,-0.73153424,-2.9374955,-1.1884128,-1.3801674,-1.2138659,-2.474737,-1.4880649,-2.3127723,-1.3307961
E07000030,-0.5878275,-1.7754705,-2.2388606,-1.8800377,-3.3469408,-0.58074063,-2.4071398,-1.7283349,-2.698862,-0.73217744,-3.7883875,-2.8616014,-1.3772223,-1.2178077,-2.5434577,-1.6167879,-2.3149643,-0.9800606
E07000031,-0.17568152,-1.7754705,-2.0339978,-1.795715,-3.4451406,-0.5092541,-2.6188776,-1.7886064,-2.55458,-0.72215116,-4.2273316,-3.3317568,-0.8387481,-1.2021956,-2.6563036,-1.9666493,-2.2814875,-1.5451442
E07000032,0.2752533,-1.7754705,-1.9592004,-1.7224228,-2.4302833,-1.0027959,-2.3829687,-1.4527286,-2.3042216,-0.6950335,-3.411388,-0.7644717,-1.6481124,-1.2156967,-2.427019,-1.3366463,-2.0307386,-1.226373
E07000033,0.5686026,-1.7754705,-2.1314776,-1.7275658,-1.92624,-1.1745771,-2.506642,-1.4246974,-2.0173974,-0.7161772,-3.0754158,0.024093026,-1.3341435,-1.2173074,-2.4009173,-1.3773018,-1.938895,-1.1572483
E07000034,0.028360413,-1.7754713,-2.0336473,-2.034116,-2.3553865,-1.1922303,-2.648805,-1.4238659,-2.365917,-0.7114329,-3.2751863,-0.48550636,-1.0122454,-1.209881,-2.5432222,-1.821815,-2.101904,-1.3000946
E07000035,-0.4844316,-1.7754713,-2.1626282,-1.7600418,-3.3311603,-0.4290131,-2.0955815,-1.7513303,-2.6973088,-0.7152727,-3.8660839,-3.031428,-1.4054937,-1.2162668,-2.5621665,-1.5111262,-2.3203027,-1.1181023
E07000036,0.20677398,-1.7754705,-1.9955126,-1.8917034,-1.8537201,-1.1825625,-2.5462651,-1.4420986,-2.4212863,-0.7189942,-3.149865,0.38117808,-1.5453819,-1.2054794,-2.5502594,-1.464595,-2.078697,-1.2407597
E07000037,-0.18100877,-1.7754705,-2.0805275,-1.697724,-2.233818,-1.0121458,-2.1928525,-1.4345165,-2.1243036,-0.7147226,-2.8214576,-0.9871157,-1.8610691,-1.2146329,-2.499163,-1.3032157,-2.149726,-1.2121707
E07000038,0.06936964,-1.7754705,-2.0465395,-1.6962031,-2.8155794,-0.87774754,-2.6690981,-1.5671661,-2.5684633,-0.70698684,-3.5603676,-0.40507528,-1.7262685,-1.2037982,-2.6234112,-1.4481345,-1.9499159,-1.3307961
E07000039,-0.06392825,-1.7754705,-2.0341384,-1.687236,-1.2180499,-1.1964388,-2.3636506,-1.4679683,-1.6965033,-0.62709945,-2.6510427,-0.4352362,-2.0664673,-1.2110071,-2.358406,-0.9133456,-2.2961426,-1.3153611
E07000040,-0.876098,-1.7754705,-1.9078989,-1.6954963,-3.0498493,-0.49242157,-3.3569465,-1.8342791,-1.6896899,-0.7351759,-4.466783,-3.6003158,-0.7573791,-1.2166859,-2.4458694,-1.8346894,-2.3216627,-1.1981549
E07000041,-0.22433892,-1.7754705,-1.9477001,-2.2796474,-2.1020586,-2.1601534,-4.6529536,-1.9086291,-2.0001965,-0.7329944,-1.7178607,-2.7518334,-1.0281897,-1.2118913,-1.784543,-1.4870209,-1.9496528,-1.2553289
E07000042,-1.2010976,-1.7754705,-2.1226237,-1.7619292,-1.4481024,-0.76186293,-2.7405174,-1.4768996,-2.5795243,-0.6754848,-3.1454074,-1.9318777,-1.4708396,-1.1849893,-2.1407893,-1.1359588,-2.1827128,-0.96994305
E07000043,-1.2348667,-1.7754705,-2.0654764,-1.7632726,-2.2298048,-0.7881226,-2.9518056,-1.5494429,-2.6988156,-0.7192139,-3.2757125,-2.7002895,-1.0698217,-1.2058898,-2.0169945,-1.4045833,-2.3198454,-0.96994305
E07000044,-1.4468626,-1.7754705,-2.1043062,-1.751839,-2.9950762,-0.39935347,-2.7241936,-1.8732479,-2.688532,-0.73502207,-4.1673994,-3.001549,-0.98825485,-1.2170404,-2.3787816,-1.7307409,-2.2752843,-0.9380129
E07000045,-0.894859,-1.7754705,-1.940462,-1.6899482,-2.8420029,-0.6960284,-2.8102283,-1.6447581,-2.6892397,-0.72943544,-3.686428,-2.3849857,-1.0779552,-1.2168248,-2.325221,-1.6044145,-2.318349,-1.1181015
E07000046,-1.4376609,-1.7754705,-2.178458,-1.7937129,-2.8500805,-0.5722181,-2.9389253,-1.8132329,-2.6973457,-0.731303,-3.9956727,-3.025606,-0.8803158,-1.215764,-2.1312358,-1.6038322,-2.2787907,-1.5389179
E07000047,-1.1815206,-1.7754705,-2.2289424,-1.836991,-2.9966326,-0.4742269,-2.680657,-1.8022732,-2.6899683,-0.695186,-3.8817182,-3.4869041,-1.0681126,-1.2118454,-2.2758486,-1.4218599,-2.2651496,-1.4801408
E07000061,-1.0749283,-1.7754705,-2.0390162,-2.2000334,-2.0501835,-1.0028374,-3.339376,-1.4382938,-2.3859847,-0.6019591,-2.9654686,-2.7077801,-0.6015186,-1.217852,-2.109463,-1.9706835,-2.3188684,-1.1440016
E07000062,-1.2507479,-1.7754705,-2.0780525,-2.3335328,-1.3981056,-1.1741577,-2.7919006,-1.43374,-2.2446835,-0.4771972,-2.2275686,-1.8894234,-0.34412038,-1.2177732,-1.5412923,-1.9892212,-2.3086894,-0.8515048
E07000063,-0.9763756,-1.7754705,-2.0405488,-1.6935323,-2.0652604,-0.6990421,-2.843613,-1.50554,-2.5928771,-0.7296119,-3.200218,-2.0952353,-1.3337666,-1.2124707,-2.3032882,-1.4863101,-2.2931721,-1.2407597
E07000064,-1.015677,-1.7754705,-2.0672164,-1.6922362,-3.5368316,-0.37355515,-3.3910346,-2.0217474,-1.3185695,-0.6868831,-4.078187,-3.7351813,-0.23175879,-1.213542,-1.8220606,-1.9672865,-2.3080702,-1.022689
E07000065,-0.9753766,-1.7754705,-1.8674822,-1.691092,-2.249787,-0.5736082,-2.6531768,-1.5880656,-2.6862996,-0.67756206,-3.3289964,-2.6947641,-1.599983,-1.2067345,-2.200156,-1.2166566,-2.3200533,-1.2850002
E07000066,0.08838695,-1.7754705,-1.8117759,-2.0592208,-0.5034563,-1.3373115,-3.024718,-1.6238469,-1.9861388,-0.7080562,-1.5345072,-0.6657234,-2.2445364,-1.1742063,-2.0572972,-0.9241616,-1.7917784,-1.4267348
E07000067,-0.8953744,-1.7754705,-1.8888056,-1.6840502,-1.1754707,-1.0410055,-2.546597,-1.4294053,-2.22,-0.6593628,-2.3703847,-0.7437124,-2.0980704,-1.1815039,-2.3476934,-0.9236234,-2.1601098,-1.2850002
E07000068,-0.4646018,-1.7754705,-2.1437316,-1.7284621,-1.3891071,-1.0721781,-2.4142995,-1.4869603,-2.667574,-0.69688094,-1.8166101,-1.629166,-2.6828568,-1.1719388,-2.4403598,-0.9562618,-2.15808,-1.3153611
E07000069,-0.8497655,-1.7754705,-2.0889778,-2.1296391,-2.3129783,-0.9126651,-3.1419282,-1.5541698,-2.6616585,-0.63722897,-2.6574888,-1.2294035,-2.0289526,-1.1587123,-2.2302227,-0.83892184,-1.8598046,-1.2407597
E07000070,-0.65046084,-1.7754705,-1.8296021,-1.7345904,-1.2464328,-1.2479576,-2.7559016,-1.4916984,-2.304668,-0.6659943,-2.1918483,-1.2390764,-2.3503115,-1.1777424,-2.3670902,-0.927555,-2.22255,-1.4267348
E07000071,0.09321897,-1.7754705,-1.7990122,-1.7527238,-1.061038,-1.5852889,-3.4428692,-1.6402324,-1.8242235,-0.6975512,-2.2289023,-1.319764,-1.6716118,-1.210216,-2.3036048,-1.1902891,-2.195886,-1.3000954
E07000072,-0.5475752,-1.7754705,-1.9455597,-1.7003256,-1.3601797,-1.1574037,-2.5469139,-1.4772472,-2.4648223,-0.7060999,-1.5912125,-0.74014616,-2.2882473,-1.1639713,-2.1917899,-0.96767604,-1.9745412,-1.4599031
E07000073,-0.43026906,-1.7754705,-2.1028104,-2.282842,-0.2526483,-1.4465017,-3.316641,-1.8467882,-1.8929884,-0.72698146,-1.4129199,0.17921242,-2.0532184,-1.1831579,-2.0682642,-1.0646297,-1.5580817,-1.3941417
E07000074,-1.2339411,-1.7754705,-2.193692,-1.6947759,-2.5764692,-0.6191594,-2.3282657,-1.621509,-2.5775816,-0.65918785,-2.8949752,-1.6517491,-2.1566098,-1.1963054,-2.3524852,-1.0134135,-1.9793217,-1.0452895
E07000075,-0.88776904,-1.7754705,-2.1012588,-1.7324363,-2.1662734,-0.9255871,-2.5027432,-1.4435216,-2.611086,-0.5814964,-2.3031363,-1.7830069,-2.8115976,-1.1353422,-2.3315926,-0.5110264,-1.922105,-1.1572483
E07000076,-0.8474696,-1.7754705,-1.9038903,-1.7104918,-2.6860535,-0.5864494,-3.5827386,-1.8584602,-2.4137352,-0.7097333,-3.8193927,-2.7640746,-0.5190255,-1.2178547,-2.059804,-1.8520446,-2.276468,-1.3153611
E07000077,-0.9883055,-1.7754705,-2.0925024,-1.713905,-0.82376003,-0.8663531,-2.001106,-1.4510499,-2.2873626,-0.5618318,-1.9276438,-1.7311046,-2.7159796,-1.0624213,-2.2298667,-0.29071295,-2.2953324,-1.1843283
E07000078,-0.719656,-1.7754705,-1.9901345,-2.228178,-1.5872973,-1.4569048,-3.308071,-1.5288969,-2.481299,-0.68697786,-2.5709815,-2.9620223,-1.1281077,-1.2175143,-2.212401,-1.7900444,-2.2638803,-1.3780702
E07000079,-0.94719297,-1.7754713,-2.093125,-1.7814469,-2.6821675,-0.6139558,-2.4027522,-1.5846382,-2.6979036,-0.7320569,-3.714762,-2.8722026,-1.3385842,-1.2176036,-2.4976387,-1.6063493,-2.3166778,-1.1706909
E07000080,-1.0162822,-1.7754713,-2.1030138,-1.7003745,-2.1975186,-0.7460772,-2.6659973,-1.5726974,-2.525759,-0.65983933,-3.2484047,-2.2085588,-1.3996159,-1.2020307,-2.2006886,-1.1630818,-2.3151627,-1.0930065
E07000081,-0.13792099,-1.7754705,-1.9511689,-2.3428876,-0.6351195,-1.4112641,-3.0271487,-1.6539831,-1.846037,-0.69881904,-1.689837,-0.7854199,-1.8500397,-1.1752353,-1.890907,-0.946388,-2.2624552,-1.3307961
E07000082,-0.8770588,-1.7754705,-1.9837344,-1.6839486,-1.7560791,-0.7370424,-2.1400108,-1.4545498,-2.4674337,-0.6932104,-3.1036005,-2.6878796,-1.8962584,-1.1951447,-2.270485,-1.1961443,-2.1780279,-1.3000954
E07000083,-0.7052794,-1.7754705,-2.0790493,-1.6856017,-1.6028867,-1.0051656,-2.8000715,-1.4281566,-2.5340712,-0.6972222,-3.4489563,-1.989699,-1.7175127,-1.2153113,-2.3875642,-1.319612,-2.1486359,-1.2553289
E07000084,-0.7928277,-1.7754705,-1.8324484,-1.6845064,-0.79262614,-1.2190018,-2.3107011,-1.5683794,-1.7171795,-0.641601,-2.3751945,-0.5891569,-2.1664286,-1.1951473,-2.1768053,-0.8308685,-1.9568112,-1.5106691
E07000085,-0.84649175,-1.7754705,-1.97829,-1.6846383,-1.5868438,-0.6485251,-2.268071,-1.4523793,-2.672779,-0.6220276,-2.6623023,-1.7497113,-2.148815,-1.1975236,-2.2195895,-0.8584335,-2.3203583,-1.3153611
E07000086,-0.27858886,-1.7754705,-1.9435152,-2.0492368,-1.2091331,-1.1849828,-2.7505248,-1.461508,-2.3259685,-0.65349334,-2.559893,-0.7649417,-2.315236,-1.2112001,-2.3286521,-0.9449372,-1.8954642,-1.3153611
E07000087,-0.20558164,-1.7754705,-1.9926511,-2.030903,-2.2897773,-0.9258493,-2.5711873,-1.4417666,-2.691819,-0.6245835,-3.3026707,-0.88743514,-1.9750313,-1.2178583,-2.428288,-1.0424098,-2.2470474,-1.3153611
E07000088,-0.9723898,-1.7754705,-2.108078,-2.3829653,-1.2325991,-1.2215724,-3.0521364,-1.4395751,-2.331227,-0.72337794,-2.7585077,-0.9074019,-1.2404523,-1.1992706,-2.092757,-1.3047776,-2.144192,-1.1309519
E07000089,-1.2577566,-1.7754705,-2.0647736,-1.7145848,-0.794726,-0.8803233,-1.913229,-1.468444,-2.280863,-0.5435637,-1.8599021,-1.3395196,-3.0705597,-1.1587546,-2.3564954,-0.2003196,-2.321346,-1.226373
E07000090,-0.9709152,-1.7754705,-1.9619019,-2.1887891,-1.8429716,-1.0039606,-3.1373904,-1.4441147,-2.6978314,-0.7022225,-3.0512123,-1.4870889,-1.1776379,-1.2051725,-1.8517901,-1.221975,-2.1428287,-1.3307961
E07000091,-0.8928607,-1.7754705,-1.8240492,-1.6844026,-3.014156,-0.55126035,-3.0814533,-1.7034743,-1.8208904,-0.71742034,-3.9667518,-2.312912,-1.2317016,-1.2155908,-2.4049747,-1.5473398,-2.2990935,-1.3307961
E07000092,-0.82717335,-1.7754705,-2.0691922,-2.218379,-0.884714,-1.5425711,-2.5338993,-1.9199026,-1.3071325,-0.5894731,-0.7578625,-0.8930515,-2.4553056,-1.1310868,-1.4292495,-0.12875833,-2.3200734,-1.3463933
