code,final,baseline,logPOP,dPOP,0-19,20-39,40-59,60-79,80+,d1PHHS,d2PHHS,d3PHHS,d4PHHS,d5PHHS,d6+PHHS,dHHS,dCER,days_since_100+_cases
E08000023,0.87246776,-1.7754713,-1.8921397,-2.2006881,-1.874067,-1.2346561,-2.9127953,-1.4256544,-2.3221898,-0.6514293,-2.458991,0.685218,-1.0628154,-1.2087184,-2.5143633,-1.8667351,-2.0285516,-1.3941435
E08000024,1.44161,-1.7754713,-1.675284,-2.1346598,-1.9446727,-1.3488617,-3.079045,-1.4291524,-2.105747,-0.7350024,-2.1682427,0.94023734,-1.3636817,-1.214847,-2.2863743,-1.4996197,-2.22146,-1.4599031
E08000025,0.8921856,-1.7754705,-0.24570471,-2.5002904,-0.379912,-1.7679908,-4.283378,-2.3559945,-1.348809,-0.704946,0.7472587,-3.162898,-0.6758711,-0.95694554,1.3658977,0.019816814,-2.3194718,-1.669238
E08000026,-0.07461908,-1.7754705,-1.5777811,-2.425912,-0.57985824,-2.1026783,-4.7148767,-2.2380564,-1.3749862,-0.71797293,-0.77465147,-1.3603816,-1.2496579,-1.1216573,-1.3102696,-0.8839684,-2.1900992,-1.5278465
E08000027,1.0526081,-1.7754705,-1.6269271,-2.3615654,-1.0374029,-1.19877,-3.098409,-1.4451268,-2.3961601,-0.68277603,-1.9750544,-0.18923771,-1.7256567,-1.1974875,-1.7890072,-0.90082926,-1.9751319,-1.5451442
E08000028,1.22909,-1.7754705,-1.6196862,-2.4402032,-0.23563862,-1.4839506,-3.4181292,-1.9156696,-1.6334633,-0.68039775,0.030610811,-0.7512967,-1.4001422,-1.0335524,-0.13001731,-0.20362535,-1.8970037,-1.562558
E08000029,0.49817732,-1.7754705,-1.7602496,-1.9360414,-0.9456343,-1.0375074,-2.8652935,-1.4396893,-2.5883734,-0.70165867,-1.703835,-1.0814276,-2.2846296,-1.1801928,-2.0252135,-0.94023705,-1.9506141,-1.493618
E08000030,1.0676954,-1.7754705,-1.6683071,-2.270795,-0.2784579,-1.3525414,-3.4955304,-1.6193783,-2.0915012,-0.668768,-1.0081149,-1.4735767,-1.4169428,-1.0921471,-0.52198005,-0.4057304,-1.9114841,-1.562558
E08000031,0.8324451,-1.7754705,-1.6939846,-2.4388838,-0.4136936,-1.4718741,-3.3992317,-1.749049,-2.0708504,-0.73142004,-0.54549277,-1.3734708,-1.2580838,-1.055691,-0.92861295,-0.8332601,-2.29451,-1.5977178
E08000032,2.4052975,-1.7754705,-1.3724391,-2.0048382,-0.50614524,-1.3828195,-3.5632226,-1.8743923,-1.5329449,-0.66128355,0.04631801,-3.38066,-0.8346264,-1.0672584,1.4219097,0.14886267,-2.2779958,-1.4766939
E08000033,1.51112,-1.7754705,-1.7681208,-1.7503647,-0.91172326,-1.1432112,-2.5782053,-1.4600446,-1.8982399,-0.72997475,-2.2309906,-1.4455471,-1.2852644,-1.2145954,-1.6626122,-1.430889,-1.8810984,-1.3463933
E08000034,1.5489594,-1.7754705,-1.4980006,-1.8982444,-0.50939006,-1.3248628,-3.1067,-1.5538704,-1.8129637,-0.71266973,-1.5471476,-2.134834,-1.3311015,-1.1910914,-0.75700116,-0.8324379,-2.2477808,-1.4599031
E08000035,1.8922709,-1.7754705,-0.9552632,-1.995147,-0.78374034,-1.7762785,-3.94622,-1.8601648,-1.6913843,-0.73067874,-1.9310389,-1.9458022,-1.0517701,-1.2136589,-1.593118,-1.4453086,-2.2959929,-1.5278465
E08000036,1.2023026,-1.7754705,-1.60089,-1.882422,-1.3303788,-1.2799753,-2.8600218,-1.4540992,-1.978338,-0.72309333,-2.7171526,0.36466423,-1.4451969,-1.2176454,-2.3628848,-1.3780081,-2.1489642,-1.4599031
E09000002,-0.113239184,-1.7754705,-1.7649665,-2.6809835,-1.8196428,-1.6785568,-3.6706636,-3.202993,-0.46769455,-0.6113668,1.3203844,-0.6196707,-1.7633682,-0.59156233,0.08867096,0.4569,-1.7484425,-1.5106691
E09000003,-0.40997273,-1.7754705,-1.5504631,-2.5311878,-0.4044648,-1.5940664,-3.1263728,-2.0733664,-1.6379948,-0.62800306,0.6337937,-1.4459667,-2.1344361,-0.8933951,-0.29350355,0.19303982,-2.1906972,-1.6512187
E09000004,0.08593837,-1.7754705,-1.7130251,-2.4736423,-0.53038114,-1.4089785,-2.9704447,-1.7872478,-2.1530252,-0.6527885,-0.5001413,-0.7470834,-2.547664,-1.0044522,-1.6227396,-0.3346831,-1.5831994,-1.5451442
E09000005,-0.29009348,-1.7754705,-1.6160355,-2.8359792,-0.3653583,-1.7926842,-3.3979385,-2.3263457,-0.96670413,-0.5862234,2.4481351,-2.4150376,-1.3425268,-0.5732958,2.1127028,0.87080026,-2.0289042,-1.6512187
E09000006,0.020887662,-1.7754705,-1.6157126,-2.172678,-0.74308634,-1.2432846,-2.4227896,-1.6707618,-2.2285728,-0.7316483,-1.3674703,-0.33494592,-2.0245385,-1.1370568,-2.254402,-1.1319305,-1.9407817,-1.6154556
E09000007,-0.8540273,-1.7754705,-1.6937106,-3.0955088,-1.8637979,-2.3803716,-3.9418797,-2.5267575,-0.8494125,-0.4134124,-0.813201,-2.8506176,-0.64269143,-1.2008097,-1.4312071,-1.8844491,-2.2114394,-1.580084
E09000008,-0.5330038,-1.7754705,-1.557845,-2.527946,-0.24695116,-1.4600501,-2.7546873,-2.0712755,-1.3377557,-0.68881834,-0.087219745,-0.3059509,-1.7226478,-0.9954624,-0.9520634,-0.38593048,-2.044755,-1.6332898
E09000009,-0.09569236,-1.7754705,-1.6041331,-2.701802,-0.32838893,-1.6225063,-2.9390013,-2.221135,-1.135951,-0.61682725,1.8440295,-2.0263906,-1.7509323,-0.6781132,0.9606773,0.62515694,-2.2182267,-1.6332898
E09000010,-0.32017103,-1.7754705,-1.6127577,-2.4826355,-0.2462315,-1.5385879,-3.075709,-2.2381587,-1.3059646,-0.62932724,0.70428044,-0.8552581,-2.3935585,-0.8347714,-0.7736235,0.1526839,-2.0017357,-1.5977178
E09000011,-0.7200422,-1.7754705,-1.6650648,-2.7001288,-0.29501617,-1.9053215,-3.230138,-2.7906137,-0.44293663,-0.7212798,0.41109842,-1.6856802,-1.4915172,-0.9794858,-0.40258157,-0.43460354,-2.3190925,-1.5977178
E09000013,-0.3197921,-1.7754705,-1.8126326,-3.078799,-2.0626645,-2.2867582,-3.17125,-2.7189205,-0.43936026,-0.58956766,-1.0834029,-1.3796635,-0.94218254,-1.1972705,-1.2999777,-1.6289456,-2.071854,-1.562558
E09000014,-0.38910043,-1.7754705,-1.6833969,-2.9299288,-0.75199157,-1.98673,-2.905227,-2.8257525,-0.28903678,-0.7225238,0.1362628,-1.3861253,-1.0020585,-0.9063826,-0.14694956,-0.38237053,-1.8695683,-1.580084
E09000015,-0.26829636,-1.7754705,-1.7091914,-2.5888722,-0.47173727,-1.4964393,-3.2348862,-1.7908947,-1.8663529,-0.52938634,1.4930776,-2.132952,-2.6756232,-0.60294646,0.4888219,0.88230765,-2.1341333,-1.6332898
E09000016,0.53020984,-1.7754705,-1.6992774,-2.191637,-0.76843214,-1.4063013,-3.301773,-1.6189929,-2.3964574,-0.69108254,-1.0745044,-0.58111817,-2.2365983,-1.0913496,-1.8785315,-0.71018636,-1.8596004,-1.5278465
E09000017,-0.4573126,-1.7754705,-1.6441183,-2.2534032,-0.2615206,-1.6551632,-3.3503277,-2.2208414,-1.4233177,-0.5598248,0.8024617,-1.821183,-2.3024344,-0.79535425,-0.38894612,0.5130557,-2.2804186,-1.580084
E09000018,-0.27547258,-1.7754705,-1.683206,-2.5699167,-0.32923886,-1.7302086,-3.1144524,-2.328925,-0.75117445,-0.60585326,1.1506463,-0.94195354,-1.6944182,-0.7316468,0.32557687,0.46776745,-2.0356522,-1.580084
E09000019,-0.60719913,-1.7754705,-1.724089,-3.2676103,-2.9346764,-3.3932629,-4.4904976,-3.2711735,0.036519125,-0.46298987,-2.1105292,-1.3836142,-0.17373483,-1.2178512,-1.6706939,-2.0346682,-2.2909267,-1.580084
E09000020,-0.61306125,-1.7754705,-1.8771478,-3.1478145,-2.8208914,-1.716913,-2.485551,-1.7488952,-1.4736414,0.24346106,-1.936099,-3.762042,-0.123985976,-1.2162253,-1.9927559,-2.4961092,-2.2679915,-1.580084
E09000021,-0.37986884,-1.7754713,-1.8329968,-2.559165,-0.78733075,-1.6793587,-2.9074693,-2.1392677,-1.4005905,-0.6657541,-0.48989773,-0.45638525,-2.2644477,-1.0994072,-1.7951168,-0.5230388,-2.309542,-1.5106691
E09000022,-0.5510185,-1.7754713,-1.6212509,-3.1030245,-2.429163,-3.013602,-3.83829,-3.390642,0.042220287,-0.7155463,-1.0469872,-0.10376587,-0.82989955,-1.1550611,-1.2632098,-1.3158671,-2.0911837,-1.6873451
E09000023,-0.6780696,-1.7754705,-1.6455386,-2.906617,-0.73931515,-2.0652559,-2.965239,-3.0484262,-0.33710897,-0.72686994,-0.51336575,-1.3827972,-1.372477,-1.0665038,-1.1692404,-1.0872527,-2.0493639,-1.6154556
E09000024,-0.5972553,-1.7754705,-1.7746552,-2.6344504,-0.7068177,-1.7341205,-2.8413262,-2.315476,-1.1036855,-0.6552902,-0.20786084,-0.9405247,-2.0378456,-0.9851833,-0.9088667,-0.21691391,-1.9676747,-1.580084
E09000025,-0.35318854,-1.7754705,-1.593496,-2.977743,-0.2358785,-2.5139842,-4.333737,-3.5598798,0.47610444,-0.540043,3.425122,-4.3068643,-0.93286663,-0.23713143,3.543976,0.49913132,-1.9910529,-1.580084
E09000026,0.31058198,-1.7754705,-1.6451836,-2.6344624,-0.23545653,-1.6659162,-3.3720329,-2.323609,-1.1513206,-0.5528199,1.9012231,-2.571171,-1.9429625,-0.40730888,1.1595141,0.8691614,-1.8443869,-1.562558
E09000027,-0.85857064,-1.7754705,-1.7909456,-2.3894477,-0.6158814,-1.187331,-1.5717014,-1.7752637,-1.6125559,-0.7344893,-1.4050783,-0.99236697,-2.165895,-1.1873904,-2.3822021,-1.3228922,-2.2830367,-1.5278465
E09000028,-0.6912884,-1.7754705,-1.6305635,-3.0445032,-1.5664248,-2.5804324,-3.4750965,-3.2638173,0.14896096,-0.7338325,-0.5992031,0.58456445,-0.73704636,-1.1752172,-0.9612803,-1.1223446,-2.3210244,-1.6873434
E09000029,-0.30064943,-1.7754705,-1.7774949,-2.5481,-0.47916803,-1.3628176,-2.383871,-1.8944883,-1.7459309,-0.7145053,-0.5599943,0.0007105393,-2.297435,-1.1039486,-1.8735718,-0.7745133,-1.972869,-1.5451442
E09000030,-0.13247576,-1.7754705,-1.6300776,-3.2654865,-0.71164167,-3.3587348,-4.976337,-4.0528913,0.7533642,-0.7351595,-0.19462594,-4.676144,-0.11400032,-1.1003335,2.1274328,-0.458552,-2.2908092,-1.562558
E09000031,-0.11065961,-1.7754705,-1.6761295,-2.788618,-0.30086824,-1.8967133,-3.2683978,-2.7803228,-0.6624599,-0.6538984,1.7932111,-1.2857181,-1.6797812,-0.69133264,0.6869023,0.4371949,-1.8623122,-1.562558
E09000032,-0.5760719,-1.7754705,-1.620653,-2.9669714,-2.2864914,-2.8795996,-3.9860194,-3.1455147,-0.23609357,-0.7353554,-1.8781767,-1.3674109,-1.0788687,-1.1982486,-1.4980038,-1.3029352,-2.3089654,-1.669238
E09000033,-0.805423,-1.7754705,-1.7024565,-3.1073072,-2.481602,-2.1865895,-3.2159655,-2.3951223,-0.99746853,0.14527024,-1.8689276,-3.4596539,0.0025855098,-1.2177545,-1.623158,-2.4197068,-2.3083224,-1.669238
W06000001,-0.9564705,-1.7754705,-2.1709602,-1.7505304,-2.3417773,-0.8213276,-3.2533777,-1.6405625,-2.6815114,-0.73097944,-2.8286498,-1.9521816,-1.086678,-1.1805506,-2.2088556,-1.5808042,-2.1589293,-0.9800606
W06000002,-0.93175054,-1.7754705,-1.967054,-1.8345288,-2.0521758,-1.3212525,-3.811941,-1.4338616,-2.6331904,-0.69349456,-1.8039926,-3.3747406,-0.875746,-1.1450058,-1.7042402,-1.5985833,-2.2465487,-1.2407597
W06000003,-0.69958246,-1.7754705,-1.9898299,-1.7440131,-2.8029203,-0.70341986,-3.1433954,-1.6452998,-2.4025147,-0.70392317,-3.1643264,-2.7643304,-0.78867435,-1.2161118,-2.1528862,-1.8105439,-2.3195574,-1.2121707
W06000004,-0.5738887,-1.7754705,-2.0684693,-1.7339225,-1.7104266,-0.8490172,-3.0605175,-1.5256839,-2.5581915,-0.73519135,-2.7999809,-2.2472475,-1.2428318,-1.2040755,-1.9470984,-1.4331132,-2.2455254,-1.2850002
W06000005,-0.12184273,-1.7754705,-1.8786422,-1.6942775,-1.4748154,-1.0951623,-2.7809312,-1.4247384,-2.137415,-0.670474,-2.4220054,-0.48500323,-1.9377257,-1.1865987,-2.1797476,-0.9633493,-1.631949,-1.3153611
W06000006,0.370899,-1.7754705,-1.9308456,-1.6841937,-1.1396847,-1.2012445,-3.0129778,-1.4321249,-2.1282535,-0.71392655,-2.1386044,-0.087172925,-1.8379589,-1.212413,-2.2208476,-1.174928,-2.1922638,-1.2700766
W06000008,-1.021195,-1.7754705,-2.1584296,-1.8525574,-2.637618,-1.2074322,-3.9695792,-1.5547522,-2.691391,-0.735217,-2.2454946,-3.656977,-0.50200534,-1.2032678,-1.5525992,-1.5456331,-1.8065447,-1.3711852
W06000009,-1.0319318,-1.7754705,-1.9642825,-1.7801021,-2.2223668,-0.8070475,-3.24258,-1.6087804,-2.698601,-0.73407614,-3.2379577,-2.6778462,-1.0279663,-1.1968923,-2.035438,-1.5010536,-2.2790463,-1.2850002
W06000010,-0.33839732,-1.7754705,-1.8084482,-1.7770747,-1.8762928,-0.9302232,-3.098142,-1.5056118,-2.571723,-0.72678566,-2.7504795,-1.1143222,-1.221585,-1.2050047,-2.0980132,-1.3592727,-2.2550914,-1.4432486
W06000011,1.0472788,-1.7754705,-1.7140858,-1.7716504,-1.8790663,-1.5480539,-3.7130244,-1.4665811,-2.3217933,-0.72568107,-2.0476167,-1.3826152,-1.2674091,-1.2087595,-2.0064943,-1.5219105,-2.318926,-1.4766939
W06000012,1.0771806,-1.7754705,-1.9117459,-1.6891339,-1.6499614,-1.1722611,-2.9857948,-1.4247624,-2.2337883,-0.7294271,-2.331095,0.920047,-1.6997916,-1.2178258,-2.49904,-1.374309,-1.9357944,-1.4267348
W06000013,0.4189597,-1.7754705,-1.9063848,-1.7503792,-1.7237505,-1.208995,-2.7889729,-1.4259688,-2.1390321,-0.6883111,-2.379243,0.688622,-1.6907617,-1.2146118,-2.477488,-1.1667281,-2.3003755,-1.3941417
W06000014,0.08335653,-1.7754705,-1.9424822,-1.7030205,-1.423485,-1.0725867,-2.854954,-1.4250034,-2.3008964,-0.7163743,-2.3188267,-0.44657055,-1.6132698,-1.1995851,-2.3314602,-1.2517978,-2.3000996,-1.4599031
W06000015,0.82936466,-1.7754705,-1.580485,-2.2452826,-0.98581225,-2.0084705,-4.301125,-2.0603137,-1.4881442,-0.73532754,-0.9991197,-2.2454958,-1.183479,-1.176943,-1.1708826,-1.1261955,-2.2132514,-1.580084
W06000016,1.7913935,-1.7754705,-1.7227147,-1.7472067,-1.3228662,-1.387022,-3.2975345,-1.4492065,-1.9549434,-0.72214115,-1.9255809,0.8066486,-1.8180993,-1.2139213,-2.3464813,-1.2295012,-2.1376092,-1.493618
W06000018,0.6071316,-1.7754705,-1.8214602,-1.7731297,-1.2737421,-1.2770436,-3.0256917,-1.4342165,-1.8695762,-0.66210794,-2.1370573,0.9041537,-1.8747722,-1.1884668,-2.3093011,-0.9165476,-1.772399,-1.5451442
W06000019,1.4746066,-1.7754705,-2.171984,-1.7689315,-1.9584424,-1.294212,-2.8618798,-1.4269764,-2.0181305,-0.7352519,-2.081348,1.6180449,-1.3645425,-1.2161165,-2.3176959,-1.4534385,-1.9919417,-1.3941417
W06000020,0.7908865,-1.7754705,-2.0772943,-1.7989131,-1.4703515,-1.2583863,-3.1825082,-1.4273261,-2.2963665,-0.70595276,-2.1679437,0.4224525,-1.7669052,-1.2089012,-2.2448997,-1.1178596,-1.9340531,-1.4599031
W06000021,-0.56517684,-1.7754705,-2.0730526,-1.736859,-2.5839412,-0.6915693,-2.4298716,-1.5500841,-2.693712,-0.67741215,-2.8697133,-1.5911481,-1.6562381,-1.2027417,-2.22245,-1.117267,-2.3105505,-1.4103638
W06000022,0.61866283,-1.7754713,-1.8843783,-1.8183995,-0.58548206,-1.4075625,-3.2082646,-1.6087685,-1.8923053,-0.7268822,-1.6514199,-1.1514672,-1.6162685,-1.1685503,-1.6872945,-1.0843121,-2.1590598,-1.5977186
W06000023,-1.0940685,-1.7754713,-1.9416406,-1.8794966,-2.8073537,-0.6028643,-2.9352787,-1.7428958,-2.6870344,-0.7351124,-3.4631844,-3.1006806,-0.9277745,-1.1951402,-2.1140366,-1.6107157,-2.2508597,-1.2407606
W06000024,1.5671192,-1.7754705,-2.210785,-1.7402221,-1.1114476,-1.3565521,-3.2224853,-1.4572694,-1.8827289,-0.65482205,-1.77623,1.3683798,-2.0010557,-1.2056773,-2.1729934,-0.8492417,-2.0211048,-1.3307961
E06000052,-1.1784489,-1.7754705,-1.3281629,-1.7026086,-2.24013,-0.85019296,-3.0106037,-1.5661026,-2.6278038,-0.7286844,-3.3587868,-2.0277905,-1.05006,-1.216906,-2.059929,-1.4934537,-2.2961216,-1.4599031
E09000012,-0.33092666,-1.7754705,-1.6625617,-3.1519635,-0.74723977,-2.7378747,-4.1851754,-3.5048294,0.30324557,-0.70364845,-0.13206011,-1.4091817,-0.53029525,-1.1341959,0.093225144,-0.9920594,-1.9605659,-1.580084
E10000003,-0.8950982,-1.7754705,-1.1985945,-1.6868416,-1.221743,-1.3225486,-2.9583573,-1.4953179,-2.1843598,-0.6504832,-2.2014763,-1.8717607,-1.838578,-1.2007065,-2.1593544,-0.9462877,-2.1470926,-1.5451442
E10000015,-1.5666654,-1.7754705,-0.15616065,-1.7935518,-0.59476095,-1.2851936,-2.6461833,-1.6870245,-2.1525586,-0.64645547,4.3177676,-9.1465225,0.34816512,-1.0202279,-2.8921983,-0.6996107,-2.2336047,-1.5451442
E06000047,0.9306618,-1.7754705,-1.0645928,-1.6871116,-1.9455446,-1.2944825,-3.0559216,-1.424749,-2.2222226,-0.7353601,-2.883772,0.2858908,-1.0870395,-1.2029631,-2.5125465,-1.6515647,-2.309678,-1.5106691
