,0,1,2,3,4,5,6,7,8,9,10
0,-0.07392724250019612,-0.20025123820855106,0.6321116251005366,-0.7114294332621696,0.04401251965521366,0.19795888037730405,-0.05090393633265966,0.0704754572705245,0.0070960050402316,-0.002021140140981191,3.178421025222809e-15
1,-0.3393626334845938,0.29199584373689647,-0.13011455890102816,-0.1965879515229496,-0.20550607661443487,0.19092811002728038,0.15834217231642092,-0.5818165874385152,-0.5492325356299552,0.00832797945117898,-1.4268421009173786e-14
2,-0.36098835748491714,-0.18510025890744855,0.16651480812702532,0.15150509706248982,0.33046544304309244,-0.4659829627926473,-0.6074005409833867,-0.18074509755580745,-0.23821160727535085,0.006914924040564317,-1.1651644936014624e-14
3,0.06629900681526317,0.6077893463195314,0.017267992452699464,-0.0698829806571964,0.037105071616732106,0.14253085766947982,-0.38780591388550356,0.23476778214597954,-0.021747001317830788,0.00023273281728455092,-0.6271687024318341
4,0.38780400746294874,-0.18432248708647855,0.05610952870078574,-0.13417393882115405,-0.014245249487515963,-0.4840015275973033,0.2741237355658613,-0.41340052473004113,0.051148667807120365,-0.00033982307564088196,-0.557998049893383
5,-0.21006452294103248,-0.40613283507552855,-0.29803015808282657,-0.09989505214740077,-0.5917476835437635,0.16460149473201233,-0.39306725864784137,-0.1182619648120482,0.3104951669141665,-0.02204310666624391,-0.22245929399902628
6,-0.28907262785427,-0.42633847391705004,-0.06805709642336986,0.1472724567500283,0.07366643641843695,0.12750251863438647,0.3066486810581606,0.4457377523371548,-0.4513916057043796,0.017256836101336673,-0.4357754042326704
7,-0.3606364896438226,-0.009300105483436018,0.2276080414362395,0.32455756133962144,0.35616384647062904,0.3742901478812096,0.18638391555959039,-0.35734786186057493,0.4767618867445126,-0.010880684731486095,-0.2364513789015804
8,-0.33512948616391464,0.22156067674691757,0.32552353456729094,0.13990202942810173,-0.4253834369727009,-0.3461014887101165,0.1960387625675218,0.15236211897586058,0.1403608176416436,0.5753060618772924,-1.0004534608146381e-12
9,-0.26115500395230784,0.04027448034459542,-0.54856044751045,-0.48620345125153114,0.41009096291738,-0.15006453806470718,0.09903082714614063,0.07633073053537154,0.23434076695769004,0.3627955704018035,-6.310349868380907e-13
10,0.39497492431873676,-0.1987135148032444,0.013716804214396168,0.12809795116863834,0.11607157871702381,0.3562258097957604,-0.2152935919870275,-0.1686174562542389,-0.19073305737475424,0.7323788616229545,-1.274856389858264e-12
