,p_value,Principle Components
0,4.2525307780099685e-23,PCA0
1,0.7150474630931003,PCA1
2,0.005895933330395193,PCA2
3,0.24974184504647223,PCA3
4,0.5671080074750382,PCA4
5,4.886695747711264e-07,PCA5
6,0.25765436006418563,PCA6
7,0.5487584703667407,PCA7
8,0.08354352762178756,PCA8
9,0.7717564659103351,PCA9
10,0.6842510056099699,PCA10
11,0.613966548296267,PCA11
