,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,-0.08354102047211609,0.17865081404395317,-0.5375082907564498,0.05264190947055606,-0.7740034389491662,0.0686441555427481,-0.048404841413428684,-0.20486142186414222,-0.10848127304176464,0.02561362703568501,-0.09426719556786142,-0.0008335140979443481,0.0016227886026687881,1.8910030014690345e-15
1,-0.30855429266734125,-0.2495427615770336,0.21181000335427558,0.1461808520199764,-0.1834434273153353,0.16344673898833806,0.14008881586485714,-0.19293065461368947,0.1073664020875428,-0.13016778643004495,0.4823457616236792,0.6307753113011596,-0.008412743126153241,-1.0659027313431452e-14
2,-0.31320570617107385,0.2140883397552565,0.045630222851992266,-0.29398358530024127,-0.09047811601050715,-0.25988035538756116,-0.20807890752105523,0.4454436686098605,0.02724353199719244,0.6099619125106212,0.08332521193309471,0.265205107562856,-0.006807034291521891,-7.580700340583263e-15
3,0.04082358914124414,-0.6019055204947198,0.04534227776805507,0.020450219611011646,-0.0902564898530407,-0.0004521023253842512,-0.054832792476057136,-0.15277913427858977,0.037158246265027076,0.36407598045108275,-0.2666885462196007,-0.026059289934607963,6.767551771034751e-05,-0.6271687024318333
4,0.3476577694056331,0.14126477365553375,-0.21299860658002634,0.1193929896286483,-0.02826958137030348,0.0351988212419472,-0.055499022743826135,0.4837395880908162,-0.023916752775540253,-0.23213819716996012,0.43994911058448877,0.03249166900332029,0.0002899427774873686,-0.5579980498933829
5,-0.16686661253222956,0.4301039701427375,0.21043212896407826,0.24133546150788684,0.03929289310977867,0.447363152662769,0.3569057806315002,-0.15049785988131673,-0.0027326188131937506,0.40377932715729264,0.1607690810310542,-0.30670737343540144,0.021979505331518916,-0.2224592939990332
6,-0.24390270894280197,0.44486893010231177,0.08300888263187142,-0.07693248542791206,0.11577645370041045,-0.13018463005018865,0.09676886205213932,-0.1095523175601257,0.07197531644246971,-0.3396151683553165,-0.4925804172018469,0.35314744774212764,-0.01755490432899886,-0.4357754042326659
7,-0.3222134070181803,0.038601054936481485,0.03142183985227425,-0.42126556839018103,0.05576967574506283,-0.26282849687332727,-0.23771796321305413,-0.3928401801304016,-0.17219677060385077,-0.1718447398594258,0.4257019703385362,-0.36984255844939345,0.010810758787566124,-0.23645137890158463
8,-0.3105533214119793,-0.19033698676587663,-0.019612631767235947,-0.34679425478435494,-0.08786526885001555,0.4228781993772553,0.12107702658988326,0.3415284334320491,0.08212838119966313,-0.21496375255635103,-0.10353169364107256,-0.18466028317299474,-0.5753757413049864,-8.152062235680133e-13
9,-0.22701456278334067,-0.005056297675794355,0.33052319916363426,0.6145389015789888,-0.21474217250058183,-0.40249342761575707,-0.16028715138136315,0.14737546045281752,-0.10167700854950701,-0.1049805425143081,-0.03347424677058839,-0.22753750441078255,-0.36298147163254163,-5.143602125219408e-13
10,0.358641169201251,0.15664484223417813,-0.14843482339635994,-0.027251123630558594,0.1762861772517101,-0.11872812311394214,-0.013214015778469531,-0.3519067388304126,-0.01542363526458894,0.23446236103680682,0.1147039958396662,0.22442812751482263,-0.7322170168160501,-1.0366956947938173e-12
11,-0.27808931181476887,-0.010432592797904273,-0.4284386299948758,0.25389874914997457,0.25990148467241064,-0.018092002642230418,-0.21414870972796693,-0.05836370598388383,0.7348549588283586,0.02362995659141845,0.06286811272610192,-0.11338366761605898,0.0035673208835503762,4.827873138449311e-15
12,-0.27874237021771153,-0.04774084708759547,-0.28840032141152916,0.2559825836803567,0.37662946645720774,0.32983918607897195,-0.40025304767313613,0.015826480606200097,-0.5741496487622788,0.03352547490710923,-0.06871563884505097,0.157260625334502,-0.0007285229287329445,-6.340550251786763e-16
13,-0.2332314832234155,-0.1736815689550322,-0.4076246854233362,0.0669033046336915,0.19433799998760493,-0.3867699944804368,0.6991454127090698,0.10105925271226325,-0.22844883074605768,0.04599141368503544,0.05882394162460781,-0.02568532652938787,-0.0020526694081218436,-2.6212553894655593e-15
